form,rtol,N,a1,a2,omega1,omega2,phi1,phi2,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,34.5,69.0,1.5707963267948966,2.356194490192345,(1.4711178088981213e-06+7.377407974802196e-06j),(4.151141753637455e-06-5.017001233195982e-11j),(-0.396651574949822-0.6456684090925399j),(-0.00033366585001901733+0.004684726745674968j),(-0.0029833792528390413-5.844380442007529e-11j),(-0.5852742311571045+0.4029285315055028j),(-0.009271357125500439+0.0034048496130259648j),(0.012391585083960162-4.7480861824454917e-11j),(-0.8772689468911067+0.3278372476742308j),(0.004866337975341407-0.0013302737912528418j),(-0.009418411443752148-4.410250232859179e-11j)
DS-p,1e-11,51,35.0,35.0,34.6,69.2,1.5707963267948966,2.356194490192345,(1.4343357911388455e-06+7.279876109911841e-06j),(4.114319357938906e-06-5.01749827801128e-11j),(-0.39925671692803627-0.6456031709396782j),(-0.00030934736509937236+0.004661969107368786j),(-0.002995503818212957-5.828708055632174e-11j),(-0.5870402798492028+0.4029796852844318j),(-0.00922453235695482+0.003376236043998922j),(0.012354862038577143-4.749365816999785e-11j),(-0.8779452831724124+0.32705831023575466j),(0.0048401199086635475-0.0013191477280717415j),(-0.0093694600631158-4.401374110902926e-11j)
DS-p,1e-11,51,35.0,35.0,34.7,69.4,1.5707963267948966,2.356194490192345,(1.3982874383618518e-06+7.183853338983692e-06j),(4.0778692342174905e-06-4.99547600711526e-11j),(-0.4018483932741894-0.6455262899117394j),(-0.0002854014692794289+0.004639258279038732j),(-0.0030073182338270603-5.789260282009112e-11j),(-0.5887974609120327+0.4030226503387938j),(-0.009178033503679604+0.0033479377587572845j),(0.012318190379001275-4.7241342324926964e-11j),(-0.878616130432604+0.3262824995953689j),(0.0048141072650751664-0.0013081443753145752j),(-0.009320871493363948-4.389440079977167e-11j)
DS-p,1e-11,51,35.0,35.0,34.8,69.6,1.5707963267948966,2.356194490192345,(1.3629628200645394e-06+7.089307207569333e-06j),(4.0417818010021755e-06-4.9991978829180766e-11j),(-0.40442664706409803-0.6454379580205101j),(-0.00026182296086296394+0.004616596543085692j),(-0.0030188270778266873-5.781194432830091e-11j),(-0.5905457986594861+0.403057554100425j),(-0.009131857965564927+0.0033199505029101097j),(0.012281571353861764-4.726234569298077e-11j),(-0.8792815469336416+0.325509803342401j),(0.004788297966014151-0.0012972620486384652j),(-0.009272642394012591-4.386787246080163e-11j)
DS-p,1e-11,51,35.0,35.0,34.9,69.8,1.5707963267948966,2.356194490192345,(1.328355283813096e-06+6.9962083015964564e-06j),(4.006053319252634e-06-5.002053184087767e-11j),(-0.40699152233146757-0.6453383644679247j),(-0.00023860670043692259+0.004593986078579875j),(-0.0030300348858603478-5.767292198739383e-11j),(-0.5922853181020377+0.40308452223558977j),(-0.009086003157884378+0.003292270091898421j),(0.012245006184851338-4.728377323994338e-11j),(-0.8799415901630143+0.324740209005272j),(0.00476268996435048-0.0012864990958771274j),(-0.009224769453993177-4.3648930513359625e-11j)
DS-p,1e-11,51,35.0,35.0,35.0,70.0,1.5707963267948966,2.356194490192345,(1.2943952824708092e-06+6.904556340329559e-06j),(3.970656588254962e-06-5.006194692536711e-11j),(-0.4095430640276509-0.6452276957021194j),(-0.000215747648552575+0.004571429082885126j),(-0.003040946142745044-5.730338315505328e-11j),(-0.5940160449607392+0.40310367866278574j),(-0.009040466463766664+0.003264892437642006j),(0.012208496080258438-4.72707045352357e-11j),(-0.8805963168693142+0.32397370407606846j),(0.004737281219593501-0.0012758539418992673j),(-0.009177249383432326-4.433087291433701e-11j)
DS-p,1e-11,51,35.0,35.0,35.1,70.2,1.5707963267948966,2.356194490192345,(1.2611511561809018e-06+6.8142969971160886e-06j),(3.935640447837174e-06-5.007678520493471e-11j),(-0.4120813179644151-0.6451061354338784j),(-0.00019324075216468894+0.004548927487817475j),(-0.0030515652441744376-5.7109003273263015e-11j),(-0.5957380056027904+0.4031151455836077j),(-0.008995245380857013+0.0032378134280438915j),(0.012172042286685066-4.726680964355311e-11j),(-0.8812457830751463+0.3232102759929209j),(0.004712069794238622-0.0012653249394843202j),(-0.009130078946231003-4.4424250208785354e-11j)
DS-p,1e-11,51,35.0,35.0,35.2,70.4,1.5707963267948966,2.356194490192345,(1.2285786323144084e-06+6.725428041642455e-06j),(3.900979617520173e-06-5.0803531635643896e-11j),(-0.4146063307911985-0.6449738646782006j),(-0.00017108108899504398+0.004526483305156061j),(-0.003061896582819215-5.7252400249732986e-11j),(-0.597451227022167+0.4031190434907695j),(-0.008950337346525799+0.0032110290895766003j),(0.012135645957464455-4.793343406032417e-11j),(-0.8818900440480789+0.32244991215626406j),(0.004687053717073094-0.001254910543578334j),(-0.009083254898904061-4.530134943978708e-11j)
DS-p,1e-11,51,35.0,35.0,35.3,70.6,1.5707963267948966,2.356194490192345,(1.1966585593105664e-06+6.637902670583555e-06j),(3.866657470801699e-06-5.101699016571453e-11j),(-0.41711814995538976-0.6448310618065836j),(-0.00014926378851995437+0.004504098402428016j),(-0.0030719444760718487-5.747654867537679e-11j),(-0.5991557368391206+0.40311549120752693j),(-0.008905739862479806+0.0031845355009445767j),(0.012099308248091079-4.8106727314421374e-11j),(-0.8825291543977386+0.3216925999475797j),(0.004662230987042444-0.0012446092085524434j),(-0.009036774114361774-4.540245499566982e-11j)
DS-p,1e-11,51,35.0,35.0,35.4,70.8,1.5707963267948966,2.356194490192345,(1.165376231700762e-06+6.5517103777180605e-06j),(3.832677277822855e-06-5.1536415513578305e-11j),(-0.41961682366865793-0.6446779025648831j),(-0.00012778405130165968+0.004481774617055326j),(-0.0030817132018892968-5.7744315967286715e-11j),(-0.6008515632448503+0.4031046059021262j),(-0.008861450416388203+0.003158328801760592j),(0.01206303031803549-4.863538945977899e-11j),(-0.8831631680024399+0.32093832669437944j),(0.0046375996911436086-0.0012344194201505546j),(-0.008990633435463073-4.563766855768257e-11j)
DS-p,1e-11,51,35.0,35.0,35.5,71.0,1.5707963267948966,2.356194490192345,(1.1347415909126676e-06+6.466819936357202e-06j),(3.7990357547243447e-06-5.16691589780194e-11j),(-0.42210240085838335-0.6445145601141218j),(-0.00010663710796452244+0.004459513662200236j),(-0.0030912069801736224-5.786028077149168e-11j),(-0.6025387349894035+0.4030865030837167j),(-0.008817466534942298+0.0031324051694557485j),(0.012026813256637944-4.8772159358977085e-11j),(-0.8837921380237113+0.32018707970408405j),(0.004613157946060962-0.0012243396677111698j),(-0.008944829734201479-4.55171513068058e-11j)
DS-p,1e-11,51,35.0,35.0,35.6,71.2,1.5707963267948966,2.356194490192345,(1.1047072703267592e-06+6.383228804982769e-06j),(3.7657344863877007e-06-5.189727661399801e-11j),(-0.4245749311656071-0.6443412050788664j),(-8.581830108783661e-05+0.004437317271014492j),(-0.003100429974615019-5.777299449253219e-11j),(-0.604217281366328+0.40306129667719803j),(-0.008773785728880174+0.0031067608754968526j),(0.011990658206480743-4.900492484840133e-11j),(-0.8844161169972637+0.31943884625113417j),(0.004588903860717267-0.0012143685148585572j),(-0.008899359942035029-4.5799716863519856e-11j)
DS-p,1e-11,51,35.0,35.0,35.7,71.4,1.5707963267948966,2.356194490192345,(1.0752805353433405e-06+6.300899082735227e-06j),(3.7327615540344583e-06-5.240752887914953e-11j),(-0.42703446487437136-0.644158005578983j),(-6.532299357425719e-05+0.004415187015423212j),(-0.00310938630999666-5.806108892266477e-11j),(-0.6058872321895118+0.40302909899136313j),(-0.008730405583115275+0.0030813922128918422j),(0.011954566241113802-4.950885269329095e-11j),(-0.8850351567661977+0.3186936136046763j),(0.004564835579541373-0.001204504488846566j),(-0.008854221009111554-4.6058301703151577e-11j)
DS-p,1e-11,51,35.0,35.0,35.8,71.6,1.5707963267948966,2.356194490192345,(1.0464739523619385e-06+6.219799045112211e-06j),(3.7001180856061078e-06-5.170672371386216e-11j),(-0.42948105290720917-0.6439651272448853j),(-4.514661225017008e-05+0.004393124419911437j),(-0.0031180800553011604-5.747821761070313e-11j),(-0.6075486177479305+0.4029900207687364j),(-0.008687323659617947+0.0030562955520478056j),(0.011918538410665251-4.8769386079945964e-11j),(-0.8856493084990822+0.3179513689917842j),(0.004540951278619639-0.001194746156215877j),(-0.008809409913968842-4.570443047989594e-11j)
DS-p,1e-11,51,35.0,35.0,35.9,71.8,1.5707963267948966,2.356194490192345,(1.018212589257812e-06+6.139930956197172e-06j),(3.667796918686156e-06-5.258564774146487e-11j),(-0.43191474678275177-0.643762733277339j),(-2.528471221154363e-05+0.004371131071922291j),(-0.00312651523067543-5.8186924217986205e-11j),(-0.6092014688100906+0.4029441711973117j),(-0.00864453754064981+0.0030314673373834297j),(0.011882575785677536-4.9713505582549096e-11j),(-0.88625862275414+0.3172120996359946j),(0.004517249109096899-0.0011850921495636215j),(-0.00876492369940491-4.652250206688082e-11j)
DS-p,1e-11,51,35.0,35.0,36.0,72.0,1.5707963267948966,2.356194490192345,(9.9054183510844e-07+6.061244383733216e-06j),(3.6357992598545774e-06-5.1996269409493125e-11j),(-0.43433559858320686-0.6435509844629963j),(-5.732789382498216e-06+0.004349208269720288j),(-0.0031346957797878357-5.7593436819755017e-11j),(-0.610845816577211+0.40289165792050013j),(-0.008602044851415457+0.0030069040213257263j),(0.011846679418648677-4.9017386832045926e-11j),(-0.8868631494224809+0.31647579274243187j),(0.004493727300239463-0.0011755410409227257j),(-0.008720759413276664-4.686108916943485e-11j)
DS-p,1e-11,51,35.0,35.0,36.1,72.2,1.5707963267948966,2.356194490192345,(9.634675477950602e-07+5.983758696247957e-06j),(3.6041264744809953e-06-5.138461176851457e-11j),(-0.4367436609504131-0.6433300392413078j),(1.3513534202123229e-05+0.0043273574333769806j),(-0.003142625640935845-5.715802718914193e-11j),(-0.6124816927291082+0.40283258709917574j),(-0.00855984321200412+0.0029826021089556566j),(0.011810850306626604-4.842177472822584e-11j),(-0.8874629377181417+0.3157424354926946j),(0.004470384161529454-0.001166091531820736j),(-0.008676914006696478-4.630357098324768e-11j)
DS-p,1e-11,51,35.0,35.0,36.2,72.4,1.5707963267948966,2.356194490192345,(9.369115978451626e-07+5.907431387277336e-06j),(3.57276454871977e-06-5.1388270105553803e-11j),(-0.43913898701319637-0.6431000536796551j),(3.2458524970826325e-05+0.004305579901252826j),(-0.0031503087038164046-5.6991450619001585e-11j),(-0.614109129293002+0.4027670633684562j),(-0.008517930274812685+0.0029585582430445563j),(0.011775089399261217-4.838334014893595e-11j),(-0.888058036317734+0.3150120150724396j),(0.004447217827511807-0.0011567422541905884j),(-0.008633384732613054-4.641453190763929e-11j)
DS-p,1e-11,51,35.0,35.0,36.3,72.6,1.5707963267948966,2.356194490192345,(9.10895709861333e-07+5.832241483874449e-06j),(3.5417156178350895e-06-5.141874641919523e-11j),(-0.44152163040656-0.6428611815641738j),(5.110647490631434e-05+0.004283876906409375j),(-0.0031577487666705423-5.694355752292583e-11j),(-0.6157281587210928+0.40269518990786507j),(-0.00847630370225404+0.002934769032138123j),(0.011739397705678244-4.841278189994484e-11j),(-0.8886484932616887+0.31428451865754303j),(0.0044242266132853165-0.0011474918985293235j),(-0.00859016868261897-4.631217248606715e-11j)
DS-p,1e-11,51,35.0,35.0,36.4,72.8,1.5707963267948966,2.356194490192345,(8.853894533189348e-07+5.7581674258937e-06j),(3.5109664934009077e-06-5.1261303160887006e-11j),(-0.44389164521142777-0.6426135744052949j),(6.94615685497349e-05+0.004262249662909825j),(-0.003164949605624006-5.689211767535565e-11j),(-0.6173388138345963+0.4026170684328267j),(-0.008434961178085126+0.0029112311876323717j),(0.011703776165796452-4.8216958484602525e-11j),(-0.8892343559808491+0.3135599334209492j),(0.004401408771058268-0.0011383391673379963j),(-0.008547263057531805-4.615722900660205e-11j)
DS-p,1e-11,51,35.0,35.0,36.5,73.0,1.5707963267948966,2.356194490192345,(8.604316128505915e-07+5.68522540055549e-06j),(3.4805505545326687e-06-5.193449095661622e-11j),(-0.4462490859242306-0.6423573814480705j),(8.752799518600349e-05+0.004240699309980502j),(-0.00317191494773266-5.692794201580656e-11j),(-0.6189411277882748+0.40253279921536667j),(-0.008393900376532069+0.002887941401675996j),(0.011668225742167207-4.8916552546194445e-11j),(-0.8898156712152903+0.31283824650053615j),(0.004378762738017142-0.001129282805104657j),(-0.008504664926522118-4.674904242471813e-11j)
DS-p,1e-11,51,35.0,35.0,36.6,73.2,1.5707963267948966,2.356194490192345,(8.359540715919406e-07+5.613354755643497e-06j),(3.4504139589698613e-06-5.247112546277057e-11j),(-0.44859400748146144-0.6420927497692329j),(0.00010530980408702748+0.004219226948980231j),(-0.003178648463176989-5.7306800777103694e-11j),(-0.6205351340846407+0.40244248112081277j),(-0.008353119055075653+0.002864896509527377j),(0.011632747320980255-4.94317648008198e-11j),(-0.8903924853374553+0.31211944510169287j),(0.004356286705106065-0.001120321533016849j),(-0.008462371653026352-4.6990217410884456e-11j)
DS-p,1e-11,51,35.0,35.0,36.7,73.4,1.5707963267948966,2.356194490192345,(8.119748908343768e-07+5.542548355001904e-06j),(3.420576949669102e-06-5.2655294376095824e-11j),(-0.4509264651964559-0.6418198242427162j),(0.00012281104452229602+0.004197833613439901j),(-0.0031851537889608164-5.7270184771893104e-11j),(-0.6221208665496551+0.40234621162724377j),(-0.00831261493528562+0.0028420933395073692j),(0.011597341801705525-4.958020483885237e-11j),(-0.8909648439715538+0.31140351637927394j),(0.004333979068678188-0.001111454120355895j),(-0.00842038044745319-4.717298825024236e-11j)
DS-p,1e-11,51,35.0,35.0,36.8,73.6,1.5707963267948966,2.356194490192345,(7.885028895941639e-07+5.4727742498372756e-06j),(3.391039420087144e-06-5.252469831639154e-11j),(-0.4532465147333028-0.641538747614909j),(0.00014003570345138758+0.004176520284505745j),(-0.0031914345072874706-5.722866860242814e-11j),(-0.6236983593219991+0.4022440868230544j),(-0.008272385784551762+0.002819528767084998j),(0.011562010058379098-4.94490677191615e-11j),(-0.8915327922348076+0.3106904475115774j),(0.004311838207594848-0.001102679335950628j),(-0.008378688593793253-4.6997824908638597e-11j)
DS-p,1e-11,51,35.0,35.0,36.9,73.8,1.5707963267948966,2.356194490192345,(7.654806302053504e-07+5.404023505169685e-06j),(3.3617876374278377e-06-5.285966239824569e-11j),(-0.4555542120947267-0.6412496604921298j),(0.0001569876665441887+0.004155287972366389j),(-0.0031974941613296163-5.763119529555988e-11j),(-0.6252676467853935+0.4021362014311169j),(-0.008232429368374466+0.002797199757590548j),(0.011526752947127614-4.983264906467285e-11j),(-0.8920963746357625+0.30998022566037864j),(0.004289862461454089-0.0010939959975677111j),(-0.008337293446495503-4.7176290842031726e-11j)
DS-p,1e-11,51,35.0,35.0,37.0,74.0,1.5707963267948966,2.356194490192345,(7.429524432730952e-07+5.336299455343651e-06j),(3.332836623716473e-06-5.269309301025231e-11j),(-0.45784961360545023-0.6409527014158813j),(0.00017367086740472173+0.004134137530874771j),(-0.003203336219446006-5.7295193167626053e-11j),(-0.6268287636379279+0.4020226488388241j),(-0.008192743461025224+0.002775103242699461j),(0.011491571335632812-4.9646548406370566e-11j),(-0.8926556351827656+0.30927283801424515j),(0.004268050334672289-0.001085402931453218j),(-0.008296192236554971-4.726254908504344e-11j)
DS-p,1e-11,51,35.0,35.0,37.1,74.2,1.5707963267948966,2.356194490192345,(7.20860255698768e-07+5.269559029043996e-06j),(3.304158276856012e-06-5.3401202749854774e-11j),(-0.46013277587444623-0.640648006869711j),(0.00019008907161892352+0.004113069852529731j),(-0.0032089641349119066-5.7715297281929036e-11j),(-0.6283817448127113+0.4019035211049178j),(-0.008153325904760231+0.0027532362779208773j),(0.011456466028330607-5.035034537536259e-11j),(-0.8932106173155249+0.30856827177241375j),(0.00424640016875053-0.0010768989661758786j),(-0.008255382421854918-4.7415204662273214e-11j)
DS-p,1e-11,51,35.0,35.0,37.2,74.4,1.5707963267948966,2.356194490192345,(6.992341163606849e-07+5.20381046941994e-06j),(3.2757732994007083e-06-5.361034849230718e-11j),(-0.4624037558081943-0.6403357113168474j),(0.0002062460845400592+0.004092085749844094j),(-0.0032143813056442626-5.7729450310534933e-11j),(-0.6299266254968126+0.40177890899757934j),(-0.008114174494322033+0.002731595914048679j),(0.011421437826653905-5.055928099584646e-11j),(-0.8937613639705018+0.30786651414286337j),(0.004224910463438062-0.0010684829694552317j),(-0.00821486133021751-4.7510836170449164e-11j)
DS-p,1e-11,51,35.0,35.0,37.3,74.6,1.5707963267948966,2.356194490192345,(6.780526070509271e-07+5.13902964216148e-06j),(3.247675551598661e-06-5.3757166323667925e-11j),(-0.4646626105270248-0.6400159472098078j),(0.00022214560533784233+0.004071185996706379j),(-0.0032195910806120534-5.790875906341726e-11j),(-0.6314634410764274+0.4016489019636887j),(-0.00807528708949026+0.0027101792711176575j),(0.011386487510841974-5.0689691506212095e-11j),(-0.8943079174895054+0.3071675523406897j),(0.004203579664955225-0.0010601538055862937j),(-0.008174626409072037-4.756943095745664e-11j)
DS-p,1e-11,51,35.0,35.0,37.4,74.8,1.5707963267948966,2.356194490192345,(6.573006548478508e-07+5.075190794553118e-06j),(3.219850291245885e-06-5.403649148342571e-11j),(-0.4669093974436051-0.639688845055531j),(0.00023779128683334982+0.004050371348969864j),(-0.0032245967744184614-5.822973614560107e-11j),(-0.6329922271887221+0.401513588219382j),(-0.008036661549977862+0.002688983512870595j),(0.01135161584540302-5.095543053128167e-11j),(-0.8948503197809478+0.3064713736009218j),(0.00418240624018411-0.0010519103694868817j),(-0.008134675111105057-4.774936655013945e-11j)
DS-p,1e-11,51,35.0,35.0,37.5,75.0,1.5707963267948966,2.356194490192345,(6.369953050515235e-07+5.0122671374558045e-06j),(3.1922950978723053e-06-5.3404467890548384e-11j),(-0.46914417413799586-0.6393545334029926j),(0.0002531867632413684+0.004029642465356045j),(-0.0032294016464024184-5.7774388323416386e-11j),(-0.6345130196433892+0.4013730546936361j),(-0.007998295756472335+0.002668005828805193j),(0.011316823600853083-5.0310291582384794e-11j),(-0.8953886121713577+0.3057779651722692j),(0.004161388704537736-0.0010437515522934726j),(-0.00809500489407762-4.734029138282148e-11j)
DS-p,1e-11,51,35.0,35.0,37.6,75.2,1.5707963267948966,2.356194490192345,(6.170927068175486e-07+4.9502743782905805e-06j),(3.1650195604394915e-06-5.354440047376389e-11j),(-0.4713669983953243-0.6390131388980617j),(0.0002683355667517963+0.004009000068846566j),(-0.0032340089142475453-5.773972461170835e-11j),(-0.6360258544393735+0.4012273870927345j),(-0.00796018760014005+0.0026472434703308833j),(0.011282111473434268-5.043881373779939e-11j),(-0.8959228355043743+0.3050873143284311j),(0.004140525558956958-0.0010356763059942713j),(-0.008055613270270073-4.7344539683145744e-11j)
