form,rtol,N,a,omega,phi,G
StepFunc,1e-11,51,20,6.9,0,"[[-6.19226680e-12-3.13387960e-11j -1.00000000e+00+3.32401199e-16j
   1.03908356e-11+2.49581260e-11j ... -2.24166503e-11-5.03726618e-09j
   1.69679266e-10+7.80040476e-11j  1.25506564e-11-2.54450802e-09j]
 [-1.00000000e+00-2.27009318e-14j  4.19924678e-12-3.97155977e-11j
  -1.00000000e+00+2.27190967e-14j ...  1.51523468e-10+2.77246774e-11j
  -9.86588308e-12-7.47377703e-09j  1.69678409e-10+7.86253639e-11j]
 [ 1.03908356e-11-4.17117293e-11j -1.00000000e+00-1.19960168e-13j
   4.40664174e-11-4.38800341e-11j ... -9.33570607e-11-1.17591030e-08j
   1.51523020e-10+2.93159833e-11j -2.24163012e-11-4.82127248e-09j]
 ...
 [-2.24166503e-11+5.03800528e-09j  1.51523468e-10-2.73757471e-11j
  -9.33570607e-11+1.18649144e-08j ... -3.99925336e-11-2.63002853e-10j
  -1.00000000e+00-3.68496363e-12j -8.82782908e-12+7.14113070e-11j]
 [ 1.69679266e-10-7.73831579e-11j -9.86588308e-12+7.58177357e-09j
   1.51523020e-10-2.89670530e-11j ... -1.00000000e+00+2.13173840e-12j
  -2.51716681e-12-2.63313036e-10j -1.00000000e+00-2.71510810e-12j]
 [ 1.25506564e-11+2.65176546e-09j  1.69678409e-10-7.80044742e-11j
  -2.24163012e-11+4.82201158e-09j ... -8.82782908e-12-9.52530617e-11j
  -1.00000000e+00+1.32078653e-13j  7.15146864e-12-2.51392159e-10j]]"
StepFunc,1e-11,51,20,7.0,0,"[[-5.83817996e-12-2.82779211e-11j -1.00000000e+00-1.36778859e-16j
   9.17912266e-12+1.86212493e-11j ... -2.13840684e-11-4.80670141e-09j
   1.75100752e-10+8.18100825e-11j  1.28450168e-11-2.42022824e-09j]
 [-1.00000000e+00+5.92890644e-15j  3.34120804e-12-3.65848685e-11j
  -1.00000000e+00-5.44315110e-15j ...  1.58269458e-10+3.00366274e-11j
  -8.53988559e-12-7.12399471e-09j  1.75100442e-10+8.23713927e-11j]
 [ 9.17912266e-12-3.52351441e-11j -1.00000000e+00-5.40519304e-14j
   3.91610159e-11-4.07992858e-11j ... -8.96139969e-11-1.12181818e-08j
   1.58270112e-10+3.14791982e-11j -2.13845776e-11-4.60083068e-09j]
 ...
 [-2.13840684e-11+4.80742278e-09j  1.58269458e-10-2.97166764e-11j
  -8.96139969e-11+1.13190368e-08j ... -3.54731028e-11-2.66515158e-10j
  -1.00000000e+00-3.64702538e-12j -7.68793793e-12+6.54148145e-11j]
 [ 1.75100752e-10-8.12488913e-11j -8.53988559e-12+7.22693035e-09j
   1.58270112e-10-3.11592472e-11j ... -1.00000000e+00+2.14477985e-12j
  -1.77045332e-12-2.66905438e-10j -1.00000000e+00-2.67306006e-12j]
 [ 1.28450168e-11+2.52244250e-09j  1.75100442e-10-8.18102016e-11j
  -2.13845776e-11+4.60155205e-09j ... -7.68793793e-12-8.94230065e-11j
  -1.00000000e+00+1.77447171e-13j  6.76293654e-12-2.54901342e-10j]]"
StepFunc,1e-11,51,20,7.1,0,"[[-5.79599743e-12-2.53368627e-11j -1.00000000e+00+4.12690912e-16j
   7.06884454e-12+1.29266579e-11j ... -1.79502982e-11-4.53698138e-09j
   1.78862505e-10+8.26673755e-11j  1.39530736e-11-2.27862370e-09j]
 [-1.00000000e+00+8.64399032e-15j  1.27188646e-12-3.36784187e-11j
  -1.00000000e+00-8.22820935e-15j ...  1.65203984e-10+2.51538301e-11j
  -3.99769694e-12-6.71838104e-09j  1.78862262e-10+8.31961578e-11j]
 [ 7.06884454e-12-2.96097699e-11j -1.00000000e+00-5.19322024e-14j
   3.33462862e-11-3.80167230e-11j ... -8.28768110e-11-1.05794972e-08j
   1.65204234e-10+2.65353519e-11j -1.79508161e-11-4.34253312e-09j]
 ...
 [-1.79502982e-11+4.53763251e-09j  1.65203984e-10-2.48304354e-11j
  -8.28768110e-11+1.06747241e-08j ... -3.01417338e-11-2.69585446e-10j
  -1.00000000e+00-3.64162493e-12j -5.75697733e-12+5.98334266e-11j]
 [ 1.78862505e-10-8.21381793e-11j -3.99769694e-12+6.81560536e-09j
   1.65204234e-10-2.62119572e-11j ... -1.00000000e+00+1.99656375e-12j
   1.67758074e-13-2.70052984e-10j -1.00000000e+00-2.61706151e-12j]
 [ 1.39530736e-11+2.37519688e-09j  1.78862262e-10-8.26669616e-11j
  -1.79508161e-11+4.34318426e-09j ... -5.75697733e-12-8.39608001e-11j
  -1.00000000e+00+6.21013427e-14j  6.61899265e-12-2.57989297e-10j]]"
StepFunc,1e-11,51,20,7.2,0,"[[-5.60372714e-12-2.24979506e-11j -1.00000000e+00-8.51001974e-17j
   5.20828164e-12+7.21743824e-12j ... -1.44404254e-11-4.26664488e-09j
   1.82517739e-10+8.65062551e-11j  1.48097851e-11-2.13456148e-09j]
 [-1.00000000e+00+1.96861876e-14j -3.96179525e-13-3.07539966e-11j
  -1.00000000e+00-2.00399758e-14j ...  1.72058209e-10+2.95491454e-11j
   3.68619885e-13-6.30995465e-09j  1.82517077e-10+8.69750911e-11j]
 [ 5.20828164e-12-2.37295303e-11j -1.00000000e+00-1.62346452e-14j
   2.72252964e-11-3.51386928e-11j ... -7.38313586e-11-9.94756567e-09j
   1.72057541e-10+3.07783943e-11j -1.44407793e-11-4.08414139e-09j]
 ...
 [-1.44404254e-11+4.26727209e-09j  1.72058209e-10-2.92580568e-11j
  -7.38313586e-11+1.00369581e-08j ... -2.44155704e-11-2.72809006e-10j
  -1.00000000e+00-3.39228348e-12j -4.00763433e-12+5.38457884e-11j]
 [ 1.82517739e-10-8.60376081e-11j  3.68619885e-13+6.40120624e-09j
   1.72057541e-10-3.04873057e-11j ... -1.00000000e+00+1.79629651e-12j
   1.55288942e-12-2.73315705e-10j -1.00000000e+00-2.52282042e-12j]
 [ 1.48097851e-11+2.22518586e-09j  1.82517077e-10-8.65064441e-11j
  -1.44407793e-11+4.08476860e-09j ... -4.00763433e-12-7.80685790e-11j
  -1.00000000e+00+5.95660754e-14j  6.29844076e-12-2.61204310e-10j]]"
StepFunc,1e-11,51,20,7.3,0,"[[-5.78025109e-12-1.98604393e-11j -1.00000000e+00-5.11687332e-16j
   3.03418808e-12+2.04941428e-12j ... -9.44606668e-12-3.97199087e-09j
   1.85992750e-10+8.89853008e-11j  1.68582868e-11-1.97920790e-09j]
 [-1.00000000e+00+2.86362845e-14j -2.74369627e-12-2.81057566e-11j
  -1.00000000e+00-2.97856842e-14j ...  1.79247408e-10+2.88134674e-11j
   7.41122449e-12-5.86634277e-09j  1.85992705e-10+8.93889166e-11j]
 [ 3.03418808e-12-1.85400489e-11j -1.00000000e+00-4.86874710e-15j
   2.16706605e-11-3.25757981e-11j ... -6.47586477e-11-9.25291877e-09j
   1.79247362e-10+2.98674062e-11j -9.44694055e-12-3.80227938e-09j]
 ...
 [-9.44606668e-12+3.97256765e-09j  1.79247408e-10-2.85654577e-11j
  -6.47586477e-11+9.33604249e-09j ... -1.92417122e-11-2.75957979e-10j
  -1.00000000e+00-3.14926734e-12j -2.00218333e-12+4.83224246e-11j]
 [ 1.85992750e-10-8.85821584e-11j  7.41122449e-12+5.95119820e-09j
   1.79247362e-10-2.96193965e-11j ... -1.00000000e+00+1.65113453e-12j
   3.58673924e-12-2.76507243e-10j -1.00000000e+00-2.39634069e-12j]
 [ 1.68582868e-11+2.06348654e-09j  1.85992705e-10-8.89857743e-11j
  -9.44694055e-12+3.80285617e-09j ... -2.00218333e-12-7.26399179e-11j
  -1.00000000e+00+7.24232166e-14j  6.33986285e-12-2.64348497e-10j]]"
StepFunc,1e-11,51,20,7.4,0,"[[-5.23216458e-12-1.73871892e-11j -1.00000000e+00+4.11864644e-16j
   2.37455953e-12-2.89442943e-12j ... -8.08761161e-12-3.65932297e-09j
   1.88430289e-10+9.45584711e-11j  1.70680842e-11-1.81531571e-09j]
 [-1.00000000e+00+4.15349343e-14j -2.85781083e-12-2.55995550e-11j
  -1.00000000e+00-4.14482523e-14j ...  1.86416061e-10+3.69711779e-11j
   8.98077934e-12-5.39657567e-09j  1.88430141e-10+9.49021201e-11j]
 [ 2.37455953e-12-1.35303022e-11j -1.00000000e+00+3.13792977e-14j
   1.83255369e-11-3.01366810e-11j ... -6.05616483e-11-8.52060596e-09j
   1.86415206e-10+3.78768803e-11j -8.08663496e-12-3.50319724e-09j]
 ...
 [-8.08761161e-12+3.65985204e-09j  1.86416061e-10-3.67537171e-11j
  -6.05616483e-11+8.59708666e-09j ... -1.61739146e-11-2.78869553e-10j
  -1.00000000e+00-2.92515321e-12j -1.38945452e-12+4.33677665e-11j]
 [ 1.88430289e-10-9.42143477e-11j  8.98077934e-12+5.47463916e-09j
   1.86415206e-10-3.76594195e-11j ... -1.00000000e+00+1.48967820e-12j
   3.60809608e-12-2.79430108e-10j -1.00000000e+00-2.25198255e-12j]
 [ 1.70680842e-11+1.89285012e-09j  1.88430141e-10-9.45579967e-11j
  -8.08663496e-12+3.50372631e-09j ... -1.38945452e-12-6.77290942e-11j
  -1.00000000e+00+6.33998356e-14j  5.72325346e-12-2.67249444e-10j]]"
StepFunc,1e-11,51,20,7.5,0,"[[-5.10318610e-12-1.51027348e-11j -1.00000000e+00-5.56150411e-16j
   1.24710621e-12-7.37808052e-12j ... -4.84343932e-12-3.33222935e-09j
   1.89794196e-10+9.70030560e-11j  1.86761926e-11-1.64353103e-09j]
 [-1.00000000e+00+2.37977097e-14j -3.85805174e-12-2.32590406e-11j
  -1.00000000e+00-2.35965369e-14j ...  1.92761919e-10+3.80757915e-11j
   1.38328968e-11-4.90484375e-09j  1.89794503e-10+9.72954181e-11j]
 [ 1.24710621e-12-8.93453102e-12j -1.00000000e+00+1.50733811e-14j
   1.42839402e-11-2.78486227e-11j ... -5.29666735e-11-7.75366238e-09j
   1.92761910e-10+3.88496569e-11j -4.84307394e-12-3.19039552e-09j]
 ...
 [-4.84343932e-12+3.33271511e-09j  1.92761919e-10-3.78863996e-11j
  -5.29666735e-11+7.82315291e-09j ... -1.24941555e-11-2.81503861e-10j
  -1.00000000e+00-2.79042283e-12j -3.75423177e-13+3.91227546e-11j]
 [ 1.89794196e-10-9.67108229e-11j  1.38328968e-11+4.97576055e-09j
   1.92761910e-10-3.86602650e-11j ... -1.00000000e+00+1.38842490e-12j
   4.47069310e-12-2.82071922e-10j -1.00000000e+00-2.13246109e-12j]
 [ 1.86761926e-11+1.71396208e-09j  1.89794503e-10-9.70031849e-11j
  -4.84307394e-12+3.19088128e-09j ... -3.75423177e-13-6.34901190e-11j
  -1.00000000e+00+2.92657188e-14j  5.47757972e-12-2.69888240e-10j]]"
StepFunc,1e-11,51,20,7.6,0,"[[-4.73667339e-12-1.30665802e-11j -1.00000000e+00+3.60612215e-16j
   3.84037979e-13-1.14196100e-11j ... -1.81356741e-12-2.99038602e-09j
   1.90861162e-10+9.99685338e-11j  1.97986734e-11-1.46377823e-09j]
 [-1.00000000e+00+1.28490914e-14j -4.35383051e-12-2.12312977e-11j
  -1.00000000e+00-1.23915590e-14j ...  1.96526730e-10+3.73026475e-11j
   1.79851891e-11-4.39073796e-09j  1.90860550e-10+1.00218951e-10j]
 [ 3.84037979e-13-4.90982515e-12j -1.00000000e+00+1.12448289e-14j
   1.07300670e-11-2.58990073e-11j ... -4.50680592e-11-6.94977961e-09j
   1.96527054e-10+3.79740597e-11j -1.81254262e-12-2.86353289e-09j]
 ...
 [-1.81356741e-12+2.99081215e-09j  1.96526730e-10-3.71322465e-11j
  -4.50680592e-11+7.01193217e-09j ... -9.29068018e-12-2.83839410e-10j
  -1.00000000e+00-2.64995644e-12j  3.61690691e-13+3.51903374e-11j]
 [ 1.90861162e-10-9.97183413e-11j  1.79851891e-11+4.45416433e-09j
   1.96527054e-10-3.78036588e-11j ... -1.00000000e+00+1.22351733e-12j
   4.81008567e-12-2.84412035e-10j -1.00000000e+00-2.02492774e-12j]
 [ 1.97986734e-11+1.52677847e-09j  1.90860550e-10-9.99687590e-11j
  -1.81254262e-12+2.86395902e-09j ...  3.61690691e-13-5.95381424e-11j
  -1.00000000e+00-3.25018333e-14j  5.01194487e-12-2.72238132e-10j]]"
StepFunc,1e-11,51,20,7.7,0,"[[-4.37436906e-12-1.12184826e-11j -1.00000000e+00+4.14411069e-16j
  -4.71077083e-13-1.50651674e-11j ...  2.22922368e-12-2.63901765e-09j
   1.90399965e-10+1.03940474e-10j  2.11975130e-11-1.27963514e-09j]
 [-1.00000000e+00-2.53966057e-15j -4.84534063e-12-1.93177576e-11j
  -1.00000000e+00+3.46450960e-15j ...  2.00438986e-10+4.22958193e-11j
   2.34266561e-11-3.86295752e-09j  1.90400204e-10+1.04152006e-10j]
 [-4.71077083e-13-1.13338263e-12j -1.00000000e+00-9.18487975e-16j
   6.92319263e-12-2.40150847e-11j ... -3.33988244e-11-6.12712235e-09j
   2.00439695e-10+4.28721670e-11j  2.22864482e-12-2.52762718e-09j]
 ...
 [ 2.22922368e-12+2.63940031e-09j  2.00438986e-10-4.21428231e-11j
  -3.33988244e-11+6.18171324e-09j ... -5.83328156e-12-2.85883165e-10j
  -1.00000000e+00-2.40322173e-12j  1.13196756e-12+3.14493353e-11j]
 [ 1.90399965e-10-1.03728821e-10j  2.34266561e-11+3.91865266e-09j
   2.00439695e-10-4.27191707e-11j ... -1.00000000e+00+9.26573832e-13j
   5.09170677e-12-2.86439114e-10j -1.00000000e+00-1.91014300e-12j]
 [ 2.11975130e-11+1.33494762e-09j  1.90400204e-10-1.03940354e-10j
   2.22864482e-12+2.52800984e-09j ...  1.13196756e-12-5.57269804e-11j
  -1.00000000e+00-1.17585217e-13j  4.51949958e-12-2.74300292e-10j]]"
StepFunc,1e-11,51,20,7.8,0,"[[-3.91858732e-12-9.66107736e-12j -1.00000000e+00+3.33761063e-16j
  -1.16143138e-12-1.81320642e-11j ...  6.48185893e-12-2.27409524e-09j
   1.88917968e-10+1.06406552e-10j  2.25585199e-11-1.08948780e-09j]
 [-1.00000000e+00-2.12469290e-14j -5.07990318e-12-1.77733006e-11j
  -1.00000000e+00+2.10116597e-14j ...  2.02425109e-10+4.17590203e-11j
   2.90407909e-11-3.31584892e-09j  1.88918168e-10+1.06580540e-10j]
 [-1.16143138e-12+1.90761776e-12j -1.00000000e+00-3.36670155e-14j
   4.41158718e-12-2.25469953e-11j ... -2.51433850e-11-5.26745672e-09j
   2.02425467e-10+4.22400625e-11j  6.48189959e-12-2.17862697e-09j]
 ...
 [ 6.48185893e-12+2.27442458e-09j  2.02425109e-10-4.16268889e-11j
  -2.51433850e-11+5.31424468e-09j ... -3.60011906e-12-2.87675218e-10j
  -1.00000000e+00-2.37299231e-12j  1.74244012e-12+2.90037557e-11j]
 [ 1.88917968e-10-1.06232593e-10j  2.90407909e-11+3.36358296e-09j
   2.02425467e-10-4.21079311e-11j ... -1.00000000e+00+8.51310922e-13j
   5.19765283e-12-2.88222373e-10j -1.00000000e+00-1.85557435e-12j]
 [ 2.25585199e-11+1.13689251e-09j  1.88918168e-10-1.06406582e-10j
   6.48189959e-12+2.17895630e-09j ...  1.74244012e-12-5.32304569e-11j
  -1.00000000e+00-1.32854047e-13j  4.03162860e-12-2.76109022e-10j]]"
StepFunc,1e-11,51,20,7.9,0,"[[-3.40527812e-12-8.31564253e-12j -1.00000000e+00+8.47451718e-16j
  -1.48178709e-12-2.09697560e-11j ...  1.05391208e-11-1.91120930e-09j
   1.86502407e-10+1.12940925e-10j  2.40550240e-11-8.99380619e-10j]
 [-1.00000000e+00-4.33152978e-14j -4.88503366e-12-1.63708296e-11j
  -1.00000000e+00+4.37391707e-14j ...  2.05386942e-10+5.40799065e-11j
   3.45934726e-11-2.77087843e-09j  1.86501472e-10+1.13056424e-10j]
 [-1.48178709e-12+4.85938181e-12j -1.00000000e+00-5.62861687e-14j
   2.12702300e-12-2.11644565e-11j ... -1.40442620e-11-4.41899971e-09j
   2.05385467e-10+5.43992644e-11j  1.05376885e-11-1.83178652e-09j]
 ...
 [ 1.05391208e-11+1.91149850e-09j  2.05386942e-10-5.39918648e-11j
  -1.40442620e-11+4.45794112e-09j ... -1.55401201e-12-2.89814058e-10j
  -1.00000000e+00-1.78345966e-12j  1.96221152e-12+2.56272590e-11j]
 [ 1.86502407e-10-1.12825421e-10j  3.45934726e-11+2.81058949e-09j
   2.05385467e-10-5.43112227e-11j ... -1.00000000e+00+5.47256837e-13j
   4.79722551e-12-2.90293678e-10j -1.00000000e+00-1.52055818e-12j]
 [ 2.40550240e-11+9.38802477e-10j  1.86501472e-10-1.12940920e-10j
   1.05376885e-11+1.83207572e-09j ...  1.96221152e-12-4.97798446e-11j
  -1.00000000e+00-1.12607352e-13j  3.36223769e-12-2.78217385e-10j]]"
StepFunc,1e-11,51,20,8.0,0,"[[-2.63414998e-12-7.25164447e-12j -1.00000000e+00-6.48974505e-17j
  -1.20615063e-12-2.30062678e-11j ...  1.13421277e-11-1.53107364e-09j
   1.83378904e-10+1.15786241e-10j  2.39510292e-11-7.02568417e-10j]
 [-1.00000000e+00-5.95708394e-14j -3.84167308e-12-1.53045645e-11j
  -1.00000000e+00+5.89914645e-14j ...  2.08495955e-10+5.90829189e-11j
   3.52930466e-11-2.20219859e-09j  1.83378555e-10+1.15879509e-10j]
 [-1.20615063e-12+6.90042779e-12j -1.00000000e+00-8.76201549e-14j
   1.51372489e-12-2.01484341e-11j ... -1.17208084e-11-3.52784073e-09j
   2.08496074e-10+5.93449961e-11j  1.13425349e-11-1.46818767e-09j]
 ...
 [ 1.13421277e-11+1.53131587e-09j  2.08495955e-10-5.90067706e-11j
  -1.17208084e-11+3.55867878e-09j ... -1.09673683e-12-2.90928668e-10j
  -1.00000000e+00-1.81655512e-12j  1.68335959e-12+2.44187965e-11j]
 [ 1.83378904e-10-1.15693668e-10j  3.52930466e-11+2.23364191e-09j
   2.08496074e-10-5.92688477e-11j ... -1.00000000e+00+4.41339563e-13j
   3.79227974e-12-2.91368798e-10j -1.00000000e+00-1.47021778e-12j]
 [ 2.39510292e-11+7.33769503e-10j  1.83378555e-10-1.15786935e-10j
   1.13425349e-11+1.46842991e-09j ...  1.68335959e-12-4.84507028e-11j
  -1.00000000e+00-2.13104419e-13j  2.55239799e-12-2.79352844e-10j]]"
StepFunc,1e-11,51,20,8.1,0,"[[-2.09632579e-12-6.43731732e-12j -1.00000000e+00-7.48518628e-16j
  -1.33509729e-12-2.46247859e-11j ...  1.66631838e-11-1.15292200e-09j
   1.79982186e-10+1.19259871e-10j  2.63105520e-11-5.06096865e-10j]
 [-1.00000000e+00-9.93532853e-14j -3.43230327e-12-1.44712341e-11j
  -1.00000000e+00+9.93165106e-14j ...  2.07974627e-10+6.20760956e-11j
   4.29731988e-11-1.63584382e-09j  1.79981757e-10+1.19314101e-10j]
 [-1.33509729e-12+8.55695228e-12j -1.00000000e+00-1.41112750e-13j
  -1.12052964e-13-1.93448344e-11j ...  2.82132361e-12-2.64045643e-09j
   2.07973331e-10+6.22295762e-11j  1.66626279e-11-1.10657286e-09j]
 ...
 [ 1.66631838e-11+1.15312355e-09j  2.07974627e-10-6.20306106e-11j
   2.82132361e-12+2.66319348e-09j ...  2.02314417e-13-2.92466112e-10j
  -1.00000000e+00-1.23528333e-12j  1.66415784e-12+2.20129542e-11j]
 [ 1.79982186e-10-1.19206407e-10j  4.29731988e-11+1.65901780e-09j
   2.07973331e-10-6.21840912e-11j ... -1.00000000e+00+9.43725127e-14j
   3.04346461e-12-2.92818601e-10j -1.00000000e+00-1.19184290e-12j]
 [ 2.63105520e-11+5.29069293e-10j  1.79981757e-10-1.19260637e-10j
   1.66626279e-11+1.10677441e-09j ...  1.66415784e-12-4.59326024e-11j
  -1.00000000e+00-1.91598570e-13j  1.84961997e-12-2.80858777e-10j]]"
StepFunc,1e-11,51,20,8.2,0,"[[-1.35919749e-12-5.86442657e-12j -1.00000000e+00+6.49007421e-16j
  -9.46394573e-13-2.56898587e-11j ...  1.92076915e-11-7.70795541e-10j
   1.75880823e-10+1.20491301e-10j  2.73389783e-11-3.07520289e-10j]
 [-1.00000000e+00-1.42846422e-13j -2.30440022e-12-1.38448884e-11j
  -1.00000000e+00+1.42681946e-13j ...  2.10691759e-10+6.49415434e-11j
   4.65457089e-11-1.06349514e-09j  1.75880095e-10+1.20525505e-10j]
 [-9.46394573e-13+9.72893497e-12j -1.00000000e+00-1.96554224e-13j
  -2.68787363e-13-1.87268329e-11j ...  8.17290290e-12-1.74580125e-09j
   2.10691522e-10+6.50420373e-11j  1.92065352e-11-7.41154441e-10j]
 ...
 [ 1.92076915e-11+7.70960337e-10j  2.10691759e-10-6.49092610e-11j
   8.17290290e-12+1.76034671e-09j ...  2.76734063e-13-2.93077769e-10j
  -1.00000000e+00-1.32519419e-12j  1.37315276e-12+2.20440300e-11j]
 [ 1.75880823e-10-1.20457229e-10j  4.65457089e-11+1.07831597e-09j
   2.10691522e-10-6.50097548e-11j ... -1.00000000e+00+4.96563759e-14j
   1.85387490e-12-2.93382329e-10j -1.00000000e+00-1.27337095e-12j]
 [ 2.73389783e-11+3.22176317e-10j  1.75880095e-10-1.20491433e-10j
   1.92065352e-11+7.41319236e-10j ...  1.37315276e-12-4.58062967e-11j
  -1.00000000e+00-1.53931735e-13j  1.15678010e-12-2.81501195e-10j]]"
StepFunc,1e-11,51,20,8.3,0,"[[-5.15969275e-13-5.60222176e-12j -1.00000000e+00-1.24319041e-15j
  -4.02772153e-13-2.59780564e-11j ...  2.05188343e-11-3.94845001e-10j
   1.71744255e-10+1.23507124e-10j  2.67114055e-11-1.10470975e-10j]
 [-1.00000000e+00-1.58514769e-13j -9.19211312e-13-1.36176389e-11j
  -1.00000000e+00+1.58944737e-13j ...  2.11274092e-10+7.17884577e-11j
   4.72300884e-11-4.98818358e-10j  1.71743993e-10+1.23519665e-10j]
 [-4.02772153e-13+9.94722210e-12j -1.00000000e+00-2.11312708e-13j
  -1.78727335e-13-1.85527774e-11j ...  1.54366628e-11-8.65558154e-10j
   2.11273610e-10+7.18268718e-11j  2.05187658e-11-3.81849723e-10j]
 ...
 [ 2.05188343e-11+3.94972422e-10j  2.11274092e-10-7.17755728e-11j
   1.54366628e-11+8.71937434e-10j ... -4.88531265e-14-2.93902645e-10j
  -1.00000000e+00-8.98634177e-13j  6.77881206e-13+2.11319403e-11j]
 [ 1.71744255e-10-1.23494623e-10j  4.72300884e-11+5.05315934e-10j
   2.11273610e-10-7.18139868e-11j ... -1.00000000e+00-2.58238272e-13j
   3.88555954e-13-2.94114729e-10j -1.00000000e+00-9.53472668e-13j]
 [ 2.67114055e-11+1.16841131e-10j  1.71743993e-10-1.23507164e-10j
   2.05187658e-11+3.81977144e-10j ...  6.77881206e-13-4.47374185e-11j
  -1.00000000e+00-2.85398749e-13j  1.53899619e-13-2.82311990e-10j]]"
StepFunc,1e-11,51,20,8.4,0,"[[ 2.76296878e-13-5.50485019e-12j -1.00000000e+00-9.86983178e-16j
   1.78134729e-13-2.64227641e-11j ...  2.51251961e-11-1.45305315e-11j
   1.67265997e-10+1.25288217e-10j  2.85700778e-11+8.64102851e-11j]
 [-1.00000000e+00-2.09084661e-13j  4.52618432e-13-1.34067526e-11j
  -1.00000000e+00+2.06461415e-13j ...  2.10841582e-10+7.15660741e-11j
   5.36947493e-11+7.00988714e-11j  1.67266154e-10+1.25285197e-10j]
 [ 1.78134729e-13+1.06189592e-11j -1.00000000e+00-2.91166570e-13j
   2.27790587e-13-1.83082141e-11j ...  2.43603479e-11+3.03555235e-11j
   2.10841382e-10+7.15568753e-11j  2.51246445e-11-1.80922594e-11j]
 ...
 [ 2.51251961e-11+1.46259450e-11j  2.10841582e-10-7.15687773e-11j
   2.43603479e-11-3.21025165e-11j ... -7.42132128e-13-2.94524752e-10j
  -1.00000000e+00-5.47554615e-13j -4.31737203e-14+2.09599776e-11j]
 [ 1.67265997e-10-1.25290800e-10j  5.36947493e-11-7.18796698e-11j
   2.10841382e-10-7.15595786e-11j ... -1.00000000e+00-4.70341707e-13j
  -1.15144355e-12-2.94624047e-10j -1.00000000e+00-7.10379524e-13j]
 [ 2.85700778e-11-8.82864970e-11j  1.67266154e-10-1.25287781e-10j
   2.51246445e-11+1.81876728e-11j ... -4.31737203e-14-4.43802584e-11j
  -1.00000000e+00-3.23727362e-13j -7.66501523e-13-2.82913907e-10j]]"
StepFunc,1e-11,51,20,8.5,0,"[[ 1.13391489e-12-5.73029306e-12j -1.00000000e+00+1.41852425e-15j
   9.99377255e-13-2.57981874e-11j ...  2.71146582e-11+3.61217402e-10j
   1.62829435e-10+1.27239450e-10j  2.89255890e-11+2.81288785e-10j]
 [-1.00000000e+00-2.41682345e-13j  2.13383014e-12-1.36648604e-11j
  -1.00000000e+00+2.42877355e-13j ...  2.11272712e-10+7.78394215e-11j
   5.60410599e-11+6.32524829e-10j  1.62828747e-10+1.27228074e-10j]
 [ 9.99377255e-13+9.92905277e-12j -1.00000000e+00-3.19635194e-13j
   1.32585439e-12-1.86070531e-11j ...  3.39596595e-11+9.05504203e-10j
   2.11271491e-10+7.78028582e-11j  2.71153018e-11+3.41254335e-10j]
 ...
 [ 2.71146582e-11-3.61151158e-10j  2.11272712e-10-7.78535204e-11j
   3.39596595e-11-9.15307927e-10j ... -1.90011919e-12-2.94883205e-10j
  -1.00000000e+00-2.21371712e-13j -8.89626672e-13+2.13437482e-11j]
 [ 1.62829435e-10-1.27250114e-10j  5.60410599e-11-6.42506803e-10j
   2.11271491e-10-7.78169572e-11j ... -1.00000000e+00-6.70821564e-13j
  -2.89576632e-12-2.94874414e-10j -1.00000000e+00-5.10114451e-13j]
 [ 2.89255890e-11-2.91337002e-10j  1.62828747e-10-1.27238737e-10j
   2.71153018e-11-3.41188091e-10j ... -8.89626672e-13-4.45761590e-11j
  -1.00000000e+00-3.35346632e-13j -1.69114399e-12-2.83258209e-10j]]"
StepFunc,1e-11,51,20,8.6,0,"[[ 1.93112256e-12-6.12132617e-12j -1.00000000e+00+5.88444975e-16j
   1.87304480e-12-2.49587368e-11j ...  2.90254851e-11+7.31925368e-10j
   1.58303082e-10+1.29409998e-10j  2.81950204e-11+4.73509719e-10j]
 [-1.00000000e+00-2.41302228e-13j  3.80515175e-12-1.39599751e-11j
  -1.00000000e+00+2.40905528e-13j ...  2.10915013e-10+8.31574874e-11j
   5.72197284e-11+1.18736026e-09j  1.58302910e-10+1.29395235e-10j]
 [ 1.87304480e-12+9.28143901e-12j -1.00000000e+00-3.40322526e-13j
   2.55741943e-12-1.88636094e-11j ...  3.84742260e-11+1.77629417e-09j
   2.10914650e-10+8.31061526e-11j  2.90245969e-11+6.95776313e-10j]
 ...
 [ 2.90254851e-11-7.31890113e-10j  2.10915013e-10-8.31795016e-11j
   3.84742260e-11-1.79405720e-09j ... -3.25484581e-12-2.94961586e-10j
  -1.00000000e+00+8.33445046e-14j -1.80942785e-12+2.22012045e-11j]
 [ 1.58303082e-10-1.29424425e-10j  5.72197284e-11-1.20543504e-09j
   2.10914650e-10-8.31281668e-11j ... -1.00000000e+00-8.82114790e-13j
  -4.66342123e-12-2.94838865e-10j -1.00000000e+00-3.37316177e-13j]
 [ 2.81950204e-11-4.91619749e-10j  1.58302910e-10-1.29409662e-10j
   2.90245969e-11-6.95741059e-10j ... -1.80942785e-12-4.52244632e-11j
  -1.00000000e+00-3.55674745e-13j -2.54723649e-12-2.83327235e-10j]]"
