form,rtol,N,a,omega,phi,G
StepFunc,1e-11,51,20,12.0,0,"[[ 2.85896517e-12-7.82409209e-11j -1.00000000e+00-1.24265022e-15j
   1.40578498e-11+1.20778533e-10j ...  1.55984941e-11+6.89104850e-09j
   5.79340696e-11+1.47870348e-10j  2.70752185e-12+3.59987976e-09j]
 [-1.00000000e+00-2.70262449e-13j  1.69166694e-11-8.57436999e-11j
  -1.00000000e+00+2.67943602e-13j ...  1.61546083e-10+2.17286975e-10j
   1.83054694e-11+1.03434329e-08j  5.79348862e-11+1.48593392e-10j]
 [ 1.40578498e-11-1.35784092e-10j -1.00000000e+00-5.70514500e-13j
   4.51892158e-11-8.95683719e-11j ...  4.84174122e-11+1.62031412e-08j
   1.61549026e-10+2.19299817e-10j  1.55976780e-11+6.59605670e-09j]
 ...
 [ 1.55984941e-11-6.88996407e-09j  1.61546083e-10-2.16719127e-10j
   4.84174122e-11-1.63497334e-08j ... -4.55117012e-11-2.38870830e-10j
  -1.00000000e+00+4.22122016e-12j -1.44133273e-11+1.68299829e-10j]
 [ 5.79340696e-11-1.47148096e-10j  1.83054694e-11-1.04909285e-08j
   1.61549026e-10-2.18731968e-10j ... -1.00000000e+00-3.36249489e-12j
  -1.86015746e-11-2.35972459e-10j -1.00000000e+00+1.96618557e-12j]
 [ 2.70752185e-12-3.74845984e-09j  5.79348862e-11-1.47871140e-10j
   1.55976780e-11-6.59497226e-09j ... -1.44133273e-11-1.83014308e-10j
  -1.00000000e+00-7.68335688e-13j -4.08875279e-12-2.28615219e-10j]]"
StepFunc,1e-11,51,20,12.1,0,"[[ 1.51112280e-12-8.01827504e-11j -1.00000000e+00+1.13408778e-15j
   1.24516122e-11+1.24336756e-10j ...  1.36257319e-11+6.90555832e-09j
   5.66301038e-11+1.53674508e-10j  1.25894367e-12+3.60340495e-09j]
 [-1.00000000e+00-3.39391130e-13j  1.39635033e-11-8.76249504e-11j
  -1.00000000e+00+3.40230148e-13j ...  1.59506803e-10+2.33514754e-10j
   1.48842464e-11+1.03614218e-08j  5.66291459e-11+1.54331528e-10j]
 [ 1.24516122e-11-1.39221156e-10j -1.00000000e+00-6.95198593e-13j
   4.28016162e-11-9.13610519e-11j ...  4.48338820e-11+1.62409417e-08j
   1.59504874e-10+2.35327902e-10j  1.36257908e-11+6.61047538e-09j]
 ...
 [ 1.36257318e-11-6.90445727e-09j  1.59506803e-10-2.33015387e-10j
   4.48338820e-11-1.63876092e-08j ... -4.31113019e-11-2.36685478e-10j
  -1.00000000e+00+4.06115852e-12j -1.27665169e-11+1.72939283e-10j]
 [ 5.66301038e-11-1.53017454e-10j  1.48842464e-11-1.05089628e-08j
   1.59504874e-10-2.34828535e-10j ... -1.00000000e+00-3.42294465e-12j
  -1.57317215e-11-2.33820968e-10j -1.00000000e+00+1.70909291e-12j]
 [ 1.25894367e-12-3.75204699e-09j  5.66291459e-11-1.53674474e-10j
   1.36257908e-11-6.60937434e-09j ... -1.27665169e-11-1.87481278e-10j
  -1.00000000e+00-7.47108711e-13j -2.72631056e-12-2.26549971e-10j]]"
StepFunc,1e-11,51,20,12.2,0,"[[ 3.22881813e-13-8.24070013e-11j -1.00000000e+00+1.54872401e-16j
   1.08606786e-11+1.28794784e-10j ...  1.17069888e-11+6.93808454e-09j
   5.34445119e-11+1.46567661e-10j  8.98511600e-14+3.61824246e-09j]
 [-1.00000000e+00-2.20329130e-13j  1.11857198e-11-8.98222007e-11j
  -1.00000000e+00+2.20731931e-13j ...  1.55768088e-10+2.19865093e-10j
   1.17966541e-11+1.04083442e-08j  5.34445350e-11+1.47313929e-10j]
 [ 1.08606786e-11-1.43625183e-10j -1.00000000e+00-5.06645084e-13j
   3.98973312e-11-9.35243697e-11j ...  4.08633135e-11+1.63204151e-08j
   1.55769827e-10+2.21961185e-10j  1.17068947e-11+6.64211840e-09j]
 ...
 [ 1.17069888e-11-6.93691423e-09j  1.55768088e-10-2.19262291e-10j
   4.08633135e-11-1.64675792e-08j ... -4.03201589e-11-2.35472802e-10j
  -1.00000000e+00+4.21248917e-12j -1.13390119e-11+1.76820374e-10j]
 [ 5.34445119e-11-1.45821507e-10j  1.17966541e-11-1.05563276e-08j
   1.55769827e-10-2.21358382e-10j ... -1.00000000e+00-3.33073967e-12j
  -1.30430148e-11-2.32567413e-10j -1.00000000e+00+2.01017708e-12j]
 [ 8.98511605e-14-3.76739616e-09j  5.34445350e-11-1.46567775e-10j
   1.17068947e-11-6.64094809e-09j ... -1.13390119e-11-1.91164379e-10j
  -1.00000000e+00-7.92488712e-13j -1.62515513e-12-2.25395410e-10j]]"
StepFunc,1e-11,51,20,12.3,0,"[[-1.02793526e-13-8.42799115e-11j -1.00000000e+00+2.07719205e-15j
   7.28485793e-12+1.33084727e-10j ...  7.94729349e-12+6.92443369e-09j
   5.13313149e-11+1.53505314e-10j -3.58262956e-13+3.60940686e-09j]
 [-1.00000000e+00-3.00067451e-13j  7.18173472e-12-9.17164253e-11j
  -1.00000000e+00+3.01588468e-13j ...  1.52019822e-10+2.37907045e-10j
   7.59028300e-12+1.03861082e-08j  5.13310801e-11+1.54183068e-10j]
 [ 7.28485793e-12-1.47957755e-10j -1.00000000e+00-6.94630352e-13j
   3.16144148e-11-9.53749953e-11j ...  3.17854323e-11+1.62829507e-08j
   1.52017442e-10+2.39810018e-10j  7.94852601e-12+6.62896926e-09j]
 ...
 [ 7.94729349e-12-6.92320030e-09j  1.52019822e-10-2.37359906e-10j
   3.17854323e-11-1.64298277e-08j ... -3.24037513e-11-2.33371593e-10j
  -1.00000000e+00+4.14694962e-12j -7.88096874e-12+1.80855822e-10j]
 [ 5.13313149e-11-1.52827544e-10j  7.59028300e-12-1.05338395e-08j
   1.52017442e-10-2.39262879e-10j ... -1.00000000e+00-3.50772782e-12j
  -9.30542375e-12-2.30522233e-10j -1.00000000e+00+1.74356504e-12j]
 [-3.58262955e-13-3.75837162e-09j  5.13310801e-11-1.53505298e-10j
   7.94852601e-12-6.62773587e-09j ... -7.88096874e-12-1.95108863e-10j
  -1.00000000e+00-7.69326798e-13j -1.18675353e-12-2.23395713e-10j]]"
StepFunc,1e-11,51,20,12.4,0,"[[-9.81203734e-13-8.64376797e-11j -1.00000000e+00+2.09740999e-15j
   5.81117826e-12+1.37720483e-10j ...  6.29259673e-12+6.93691862e-09j
   4.98435734e-11+1.46948933e-10j -1.19357050e-12+3.61439765e-09j]
 [-1.00000000e+00-2.10920808e-13j  4.83047243e-12-9.38937682e-11j
  -1.00000000e+00+2.12829196e-13j ...  1.50237701e-10+2.23948262e-10j
   5.09770026e-12+1.04033980e-08j  4.98433214e-11+1.47708971e-10j]
 [ 5.81117826e-12-1.52632660e-10j -1.00000000e+00-5.16882354e-13j
   2.87227227e-11-9.75490282e-11j ...  2.81762568e-11+1.63098304e-08j
   1.50237655e-10+2.26121829e-10j  6.29104372e-12+6.64108175e-09j]
 ...
 [ 6.29259673e-12-6.93562525e-09j  1.50237701e-10-2.23296308e-10j
   2.81762568e-11-1.64568782e-08j ... -2.94642400e-11-2.32199462e-10j
  -1.00000000e+00+4.21257812e-12j -6.44630188e-12+1.84748838e-10j]
 [ 4.98435734e-11-1.46188904e-10j  5.09770026e-12-1.05513172e-08j
   1.50237655e-10-2.25469874e-10j ... -1.00000000e+00-3.31757531e-12j
  -6.93462685e-12-2.29348705e-10j -1.00000000e+00+1.89015470e-12j]
 [-1.19357050e-12-3.76361021e-09j  4.98433214e-11-1.46948942e-10j
   6.29104372e-12-6.63978838e-09j ... -6.44630188e-12-1.98925528e-10j
  -1.00000000e+00-7.08096761e-13j -3.12184254e-13-2.22260359e-10j]]"
StepFunc,1e-11,51,20,12.5,0,"[[-1.48548943e-12-8.82446770e-11j -1.00000000e+00-8.91332400e-16j
   7.91656385e-12+1.41206574e-10j ...  8.11565090e-12+6.91088932e-09j
   4.82131691e-11+1.51439965e-10j -1.57155534e-12+3.60213872e-09j]
 [-1.00000000e+00-3.24149106e-13j  6.43078737e-12-9.57349849e-11j
  -1.00000000e+00+3.23066659e-13j ...  1.48918327e-10+2.38357537e-10j
   6.54367160e-12+1.03655948e-08j  4.82137523e-11+1.52130379e-10j]
 [ 7.91656385e-12-1.56187190e-10j -1.00000000e+00-7.07636672e-13j
   3.35875664e-11-9.93810657e-11j ...  3.20268213e-11+1.62472031e-08j
   1.48919490e-10+2.40306085e-10j  8.11433251e-12+6.61602296e-09j]
 ...
 [ 8.11565090e-12-6.90944563e-09j  1.48918327e-10-2.37790070e-10j
   3.20268214e-11-1.63938036e-08j ... -3.40289137e-11-2.30284792e-10j
  -1.00000000e+00+4.11329425e-12j -8.34865475e-12+1.88575663e-10j]
 [ 4.82131691e-11-1.50749026e-10j  6.54367160e-12-1.05130271e-08j
   1.48919490e-10-2.39738618e-10j ... -1.00000000e+00-3.48029294e-12j
  -8.39935593e-12-2.27388838e-10j -1.00000000e+00+1.73365614e-12j]
 [-1.57155533e-12-3.75101476e-09j  4.82137523e-11-1.51439440e-10j
   8.11433251e-12-6.61457928e-09j ... -8.34865475e-12-2.02544541e-10j
  -1.00000000e+00-8.25924526e-13j  1.48301163e-13-2.20404399e-10j]]"
StepFunc,1e-11,51,20,12.6,0,"[[-2.25784051e-12-9.02275555e-11j -1.00000000e+00-2.25182387e-16j
   6.03837391e-12+1.44815692e-10j ...  6.30787618e-12+6.92534657e-09j
   4.83800290e-11+1.46747717e-10j -2.28882893e-12+3.60661289e-09j]
 [-1.00000000e+00-2.59301330e-13j  3.77897736e-12-9.76699347e-11j
  -1.00000000e+00+2.60504265e-13j ...  1.47216044e-10+2.31472403e-10j
   4.02058576e-12+1.03845260e-08j  4.83798194e-11+1.47491320e-10j]
 [ 6.03837391e-12-1.59700450e-10j -1.00000000e+00-5.91714860e-13j
   3.06988342e-11-1.01246522e-10j ...  2.87706980e-11+1.62848368e-08j
   1.47215094e-10+2.33588542e-10j  6.31069077e-12+6.63048026e-09j]
 ...
 [ 6.30787618e-12-6.92389351e-09j  1.47216044e-10-2.30844583e-10j
   2.87706980e-11-1.64314789e-08j ... -3.11358066e-11-2.29000050e-10j
  -1.00000000e+00+4.08895262e-12j -6.53819189e-12+1.92464330e-10j]
 [ 4.83800290e-11-1.46004371e-10j  4.02058576e-12-1.05319592e-08j
   1.47215094e-10-2.32960721e-10j ... -1.00000000e+00-3.32137090e-12j
  -5.80442183e-12-2.26119688e-10j -1.00000000e+00+1.70259809e-12j]
 [-2.28882893e-12-3.75549915e-09j  4.83798194e-11-1.46747974e-10j
   6.31069077e-12-6.62902720e-09j ... -6.53819189e-12-2.06324346e-10j
  -1.00000000e+00-6.67936420e-13j  9.90836784e-13-2.19189680e-10j]]"
StepFunc,1e-11,51,20,12.7,0,"[[-2.70007177e-12-9.20863717e-11j -1.00000000e+00-8.02626277e-16j
   5.03563688e-12+1.48167744e-10j ...  5.34315625e-12+6.92450504e-09j
   4.45707653e-11+1.46689788e-10j -2.59066878e-12+3.60436219e-09j]
 [-1.00000000e+00-2.57223508e-13j  2.33660285e-12-9.94811655e-11j
  -1.00000000e+00+2.54941403e-13j ...  1.39812087e-10+2.32615986e-10j
   2.75244235e-12+1.03817232e-08j  4.45707984e-11+1.47453440e-10j]
 [ 5.03563688e-12-1.62957331e-10j -1.00000000e+00-6.08569090e-13j
   2.95840346e-11-1.03021279e-10j ...  2.72439105e-11+1.62836552e-08j
   1.39814289e-10+2.34790286e-10j  5.34360598e-12+6.63021734e-09j]
 ...
 [ 5.34315625e-12-6.92296303e-09j  1.39812087e-10-2.31969646e-10j
   2.72439105e-11-1.64300272e-08j ... -3.02155325e-11-2.27495538e-10j
  -1.00000000e+00+4.12148680e-12j -5.73002737e-12+1.96125341e-10j]
 [ 4.45707653e-11-1.45926321e-10j  2.75244235e-12-1.05288661e-08j
   1.39814289e-10-2.34143946e-10j ... -1.00000000e+00-3.37085892e-12j
  -4.48461739e-12-2.24618174e-10j -1.00000000e+00+1.91105170e-12j]
 [-2.59066878e-12-3.75304705e-09j  4.45707984e-11-1.46689973e-10j
   5.34360598e-12-6.62867533e-09j ... -5.73002737e-12-2.09740659e-10j
  -1.00000000e+00-8.71550339e-13j  1.35284039e-12-2.17810515e-10j]]"
StepFunc,1e-11,51,20,12.8,0,"[[-2.86718010e-12-9.38253932e-11j -1.00000000e+00-1.24578994e-16j
   4.22317918e-12+1.51852714e-10j ...  4.49253711e-12+6.89998308e-09j
   4.22007712e-11+1.49715069e-10j -2.68539327e-12+3.59093174e-09j]
 [-1.00000000e+00-2.96079544e-13j  1.35646089e-12-1.01247003e-10j
  -1.00000000e+00+2.97754171e-13j ...  1.37173956e-10+2.41333362e-10j
   1.80850116e-12+1.03442494e-08j  4.22012156e-11+1.50466120e-10j]
 [ 4.22317918e-12-1.66695934e-10j -1.00000000e+00-6.89093740e-13j
   2.56898638e-11-1.04748439e-10j ...  2.31964555e-11+1.62210684e-08j
   1.37174526e-10+2.43469481e-10j  4.49399038e-12+6.60665215e-09j]
 ...
 [ 4.49253711e-12-6.89836249e-09j  1.37173956e-10-2.40699130e-10j
   2.31964555e-11-1.63669314e-08j ... -2.64875651e-11-2.25885513e-10j
  -1.00000000e+00+4.12892282e-12j -4.87098693e-12+1.99664989e-10j]
 [ 4.22007712e-11-1.48963675e-10j  1.80850116e-12-1.04909142e-08j
   1.37174526e-10-2.42835249e-10j ... -1.00000000e+00-3.46183749e-12j
  -3.56487353e-12-2.23057148e-10j -1.00000000e+00+1.73603906e-12j]
 [-2.68539327e-12-3.73921711e-09j  4.22012156e-11-1.49714727e-10j
   4.49399038e-12-6.60503156e-09j ... -4.87098693e-12-2.13206847e-10j
  -1.00000000e+00-7.85129101e-13j  1.52890858e-12-2.16286219e-10j]]"
StepFunc,1e-11,51,20,12.9,0,"[[-4.57236425e-12-9.57281113e-11j -1.00000000e+00-6.55384820e-16j
   1.41638248e-12+1.56477007e-10j ...  2.04173743e-12+6.89414085e-09j
   4.09852971e-11+1.42708013e-10j -4.05402057e-12+3.58581725e-09j]
 [-1.00000000e+00-1.98044580e-13j -3.15604208e-12-1.03181273e-10j
  -1.00000000e+00+1.96165080e-13j ...  1.36447754e-10+2.29176797e-10j
  -2.01247420e-12+1.03335162e-08j  4.09838336e-11+1.43491921e-10j]
 [ 1.41638248e-12-1.71383330e-10j -1.00000000e+00-4.80983864e-13j
   1.98199954e-11-1.06647350e-10j ...  1.77891794e-11+1.62053698e-08j
   1.36445365e-10+2.31420558e-10j  2.04149500e-12+6.60125617e-09j]
 ...
 [ 2.04173743e-12-6.89247397e-09j  1.36447754e-10-2.28499213e-10j
   1.77891794e-11-1.63509862e-08j ... -2.07324967e-11-2.24801023e-10j
  -1.00000000e+00+4.13617874e-12j -2.14986771e-12+2.02941141e-10j]
 [ 4.09852971e-11-1.41922874e-10j -2.01247420e-12-1.04799586e-08j
   1.36445365e-10-2.30742974e-10j ... -1.00000000e+00-3.31599460e-12j
   7.76097827e-13-2.22012364e-10j -1.00000000e+00+1.71619418e-12j]
 [-4.05402057e-12-3.73392654e-09j  4.09838336e-11-1.42706782e-10j
   2.04149500e-12-6.59958930e-09j ... -2.14986771e-12-2.16479996e-10j
  -1.00000000e+00-6.41554590e-13j  3.18756282e-12-2.15242936e-10j]]"
StepFunc,1e-11,51,20,13.0,0,"[[-5.15398738e-12-9.74256549e-11j -1.00000000e+00+9.24319284e-17j
   2.13194375e-13+1.60034844e-10j ...  1.08274311e-12+6.86005524e-09j
   3.98953172e-11+1.44894094e-10j -4.40419299e-12+3.56698941e-09j]
 [-1.00000000e+00-2.60162942e-13j -4.94055406e-12-1.04900240e-10j
  -1.00000000e+00+2.59429723e-13j ...  1.33021588e-10+2.36593850e-10j
  -3.32273604e-12+1.02812454e-08j  3.98945186e-11+1.45657227e-10j]
 [ 2.13194375e-13-1.74984014e-10j -1.00000000e+00-6.21146049e-13j
   1.81340946e-11-1.08360750e-10j ...  1.61291203e-11+1.61240318e-08j
   1.33019177e-10+2.38782909e-10j  1.08056820e-12+6.56845762e-09j]
 ...
 [ 1.08274311e-12-6.85831534e-09j  1.33021588e-10-2.35932062e-10j
   1.61291203e-11-1.62689983e-08j ... -1.92601735e-11-2.23333173e-10j
  -1.00000000e+00+4.06135703e-12j -1.13580740e-12+2.06203163e-10j]
 [ 3.98953172e-11-1.44129746e-10j -3.32273604e-12-1.04270429e-08j
   1.33019177e-10-2.38121121e-10j ... -1.00000000e+00-3.36806785e-12j
   2.42868949e-12-2.20539119e-10j -1.00000000e+00+1.83399134e-12j]
 [-4.40419299e-12-3.71452689e-09j  3.98945186e-11-1.44892879e-10j
   1.08056820e-12-6.56671772e-09j ... -1.13580740e-12-2.19676545e-10j
  -1.00000000e+00-8.82371320e-13j  3.70057438e-12-2.13802428e-10j]]"
StepFunc,1e-11,51,20,13.1,0,"[[-5.76962270e-12-9.90753211e-11j -1.00000000e+00+6.79121277e-16j
  -6.55274807e-13+1.63166992e-10j ...  2.98896218e-13+6.83051834e-09j
   3.79458007e-11+1.46223247e-10j -4.80226265e-12+3.55076659e-09j]
 [-1.00000000e+00-2.91386406e-13j -6.42312870e-12-1.06565188e-10j
  -1.00000000e+00+2.91075782e-13j ...  1.29373550e-10+2.40188128e-10j
  -4.50393686e-12+1.02361118e-08j  3.79452722e-11+1.46971018e-10j]
 [-6.55274807e-13-1.78146726e-10j -1.00000000e+00-6.92110660e-13j
   1.71801895e-11-1.10002438e-10j ...  1.49570266e-11+1.60535794e-08j
   1.29372745e-10+2.42350741e-10j  2.97349278e-13+6.54017309e-09j]
 ...
 [ 2.98896217e-13-6.82870421e-09j  1.29373550e-10-2.39519479e-10j
   1.49570266e-11-1.61978995e-08j ... -1.80402327e-11-2.21925216e-10j
  -1.00000000e+00+3.82854084e-12j -1.32705246e-13+2.10338369e-10j]
 [ 3.79458007e-11-1.45476461e-10j -4.50393686e-12-1.03812841e-08j
   1.29372745e-10-2.41682092e-10j ... -1.00000000e+00-3.18757883e-12j
   4.10196263e-12-2.19156345e-10j -1.00000000e+00+1.69776906e-12j]
 [-4.80226265e-12-3.69775300e-09j  3.79452722e-11-1.46224232e-10j
   2.97349278e-13-6.53835896e-09j ... -1.32705246e-13-2.23737608e-10j
  -1.00000000e+00-8.30659742e-13j  4.42670617e-12-2.12456725e-10j]]"
StepFunc,1e-11,51,20,13.2,0,"[[-6.81415307e-12-1.00785851e-10j -1.00000000e+00-2.61086770e-16j
  -2.93638520e-12+1.66212620e-10j ... -1.35806701e-12+6.83165408e-09j
   3.53421080e-11+1.42664510e-10j -5.52476540e-12+3.54834465e-09j]
 [-1.00000000e+00-1.98617107e-13j -9.75090460e-12-1.08194458e-10j
  -1.00000000e+00+2.01708135e-13j ...  1.22915342e-10+2.34570268e-10j
  -6.88368306e-12+1.02351544e-08j  3.53420992e-11+1.43469198e-10j]
 [-2.93638520e-12-1.81029834e-10j -1.00000000e+00-5.42054599e-13j
   1.36434756e-11-1.11559359e-10j ...  1.20894151e-11+1.60597498e-08j
   1.22914254e-10+2.36902745e-10j -1.35982905e-12+6.54196592e-09j]
 ...
 [-1.35806701e-12-6.82983459e-09j  1.22915342e-10-2.33848111e-10j
   1.20894151e-11-1.62037643e-08j ... -1.47730513e-11-2.20813314e-10j
  -1.00000000e+00+4.14093237e-12j  1.92863998e-12+2.12752808e-10j]
 [ 3.53421080e-11-1.41859908e-10j -6.88368306e-12-1.03799980e-08j
   1.22914254e-10-2.36180588e-10j ... -1.00000000e+00-3.38012665e-12j
   6.99632232e-12-2.18084491e-10j -1.00000000e+00+1.71682048e-12j]
 [-5.52476540e-12-3.69500779e-09j  3.53420992e-11-1.42664596e-10j
  -1.35982905e-12-6.54014643e-09j ...  1.92863998e-12-2.25996726e-10j
  -1.00000000e+00-6.95385793e-13j  5.31382967e-12-2.11462532e-10j]]"
StepFunc,1e-11,51,20,13.3,0,"[[-7.16313537e-12-1.02501616e-10j -1.00000000e+00-2.54488288e-15j
  -3.20960094e-12+1.69337943e-10j ... -1.60214070e-12+6.81724112e-09j
   3.31970443e-11+1.38249812e-10j -5.63697659e-12+3.53770044e-09j]
 [-1.00000000e+00-1.71051178e-13j -1.03741836e-11-1.09923326e-10j
  -1.00000000e+00+1.67277974e-13j ...  1.20763151e-10+2.24976169e-10j
  -7.23934959e-12+1.02105675e-08j  3.31983031e-11+1.39120504e-10j]
 [-3.20960094e-12-1.84181362e-10j -1.00000000e+00-4.22209727e-13j
   1.02865613e-11-1.13237340e-10j ...  9.15569874e-12+1.60251089e-08j
   1.20765715e-10+2.27496079e-10j -1.60246596e-12+6.52849227e-09j]
 ...
 [-1.60214070e-12-6.81539470e-09j  1.20763151e-10-2.24197619e-10j
   9.15569874e-12-1.61686186e-08j ... -1.16918915e-11-2.19777119e-10j
  -1.00000000e+00+4.33439930e-12j  2.13202466e-12+2.15149700e-10j]
 [ 3.31970443e-11-1.37379069e-10j -7.23934959e-12-1.03549419e-08j
   1.20765715e-10-2.26717529e-10j ... -1.00000000e+00-3.42741463e-12j
   7.53998342e-12-2.17111853e-10j -1.00000000e+00+1.90404041e-12j]
 [-5.63697659e-12-3.68392132e-09j  3.31983031e-11-1.38249762e-10j
  -1.60246596e-12-6.52664584e-09j ...  2.13202466e-12-2.28393806e-10j
  -1.00000000e+00-7.85300699e-13j  5.56119987e-12-2.10489800e-10j]]"
StepFunc,1e-11,51,20,13.4,0,"[[-8.28899007e-12-1.03903947e-10j -1.00000000e+00+2.80779541e-16j
  -5.72466540e-12+1.72104054e-10j ... -3.46957344e-12+6.76966363e-09j
   3.26964310e-11+1.43705625e-10j -6.39441423e-12+3.51379978e-09j]
 [-1.00000000e+00-2.64304244e-13j -1.40143117e-11-1.11329747e-10j
  -1.00000000e+00+2.65792175e-13j ...  1.20056927e-10+2.40316951e-10j
  -9.86457988e-12+1.01401150e-08j  3.26955926e-11+1.44469314e-10j]
 [-5.72466540e-12-1.86955653e-10j -1.00000000e+00-6.40262864e-13j
   4.52858549e-12-1.14618760e-10j ...  4.62771820e-12+1.59094285e-08j
   1.20055433e-10+2.42531935e-10j -3.47152544e-12+6.48296869e-09j]
 ...
 [-3.46957344e-12-6.76769690e-09j  1.20056927e-10-2.39628810e-10j
   4.62771820e-12-1.60518988e-08j ... -6.18173454e-12-2.18158312e-10j
  -1.00000000e+00+4.01117719e-12j  4.58253200e-12+2.19023541e-10j]
 [ 3.26964310e-11-1.42942249e-10j -9.86457988e-12-1.02834630e-08j
   1.20055433e-10-2.41843794e-10j ... -1.00000000e+00-3.38023306e-12j
   1.11510540e-11-2.15514209e-10j -1.00000000e+00+1.74174825e-12j]
 [-6.39441423e-12-3.65911450e-09j  3.26955926e-11-1.43705938e-10j
  -3.47152544e-12-6.48100196e-09j ...  4.58253200e-12-2.32112381e-10j
  -1.00000000e+00-8.96597840e-13j  6.74586716e-12-2.08969789e-10j]]"
StepFunc,1e-11,51,20,13.5,0,"[[-8.43822602e-12-1.05452435e-10j -1.00000000e+00+2.79808643e-16j
  -6.79384219e-12+1.76044766e-10j ... -4.16804306e-12+6.73330359e-09j
   3.13471232e-11+1.42673293e-10j -6.38784687e-12+3.49394930e-09j]
 [-1.00000000e+00-2.87505825e-13j -1.52300148e-11-1.12889563e-10j
  -1.00000000e+00+2.88142897e-13j ...  1.16615633e-10+2.41028603e-10j
  -1.05561522e-11+1.00846027e-08j  3.13476895e-11+1.43443719e-10j]
 [-6.79384219e-12-1.90919021e-10j -1.00000000e+00-6.90634758e-13j
   2.95501450e-12-1.16156639e-10j ...  3.41359837e-12+1.58219085e-08j
   1.16615774e-10+2.43268856e-10j -4.16769915e-12+6.44800261e-09j]
 ...
 [-4.16804306e-12-6.73129817e-09j  1.16615633e-10-2.40329620e-10j
   3.41359837e-12-1.59636515e-08j ... -4.62381448e-12-2.17032458e-10j
  -1.00000000e+00+3.80625408e-12j  5.61376739e-12+2.22449265e-10j]
 [ 3.13471232e-11-1.41901506e-10j -1.05561522e-11-1.02272531e-08j
   1.16615774e-10-2.42569873e-10j ... -1.00000000e+00-3.20857286e-12j
   1.23670434e-11-2.14418130e-10j -1.00000000e+00+1.65165320e-12j]
 [-6.38784687e-12-3.63860514e-09j  3.13476895e-11-1.42671932e-10j
  -4.16769915e-12-6.44599719e-09j ...  5.61376739e-12-2.35522609e-10j
  -1.00000000e+00-8.40692626e-13j  6.96309317e-12-2.07881458e-10j]]"
StepFunc,1e-11,51,20,13.6,0,"[[-8.79890808e-12-1.07066538e-10j -1.00000000e+00+1.94199393e-15j
  -8.27919279e-12+1.79630439e-10j ... -5.12562579e-12+6.70431354e-09j
   2.97376712e-11+1.39513936e-10j -6.53331712e-12+3.48012938e-09j]
 [-1.00000000e+00-2.31152650e-13j -1.70780282e-11-1.14520211e-10j
  -1.00000000e+00+2.32050339e-13j ...  1.13259940e-10+2.36304617e-10j
  -1.16593265e-11+1.00424568e-08j  2.97388859e-11+1.40321361e-10j]
 [-8.27919279e-12-1.94537785e-10j -1.00000000e+00-6.05911163e-13j
   6.86305314e-13-1.17778176e-10j ...  1.76059098e-12+1.57511417e-08j
   1.13262136e-10+2.38666188e-10j -5.12537643e-12+6.42034140e-09j]
 ...
 [-5.12562579e-12-6.70218192e-09j  1.13259940e-10-2.35556867e-10j
   1.76059098e-12-1.58922290e-08j ... -2.45826826e-12-2.16138026e-10j
  -1.00000000e+00+3.72050584e-12j  6.97626448e-12+2.25630663e-10j]
 [ 2.97376712e-11-1.38707317e-10j -1.16593265e-11-1.01844435e-08j
   1.13262136e-10-2.37918438e-10j ... -1.00000000e+00-3.04615410e-12j
   1.40975280e-11-2.13514316e-10j -1.00000000e+00+1.65079088e-12j]
 [-6.53331712e-12-3.62424768e-09j  2.97388859e-11-1.39514742e-10j
  -5.12537643e-12-6.41820978e-09j ...  6.97626448e-12-2.38580159e-10j
  -1.00000000e+00-7.55536542e-13j  7.33651825e-12-2.07039568e-10j]]"
StepFunc,1e-11,51,20,13.7,0,"[[-1.01216853e-11-1.08624165e-10j -1.00000000e+00-1.95562558e-16j
  -1.10142267e-11+1.82721370e-10j ... -6.98506968e-12+6.67066186e-09j
   2.84106075e-11+1.36900858e-10j -7.34310221e-12+3.46084486e-09j]
 [-1.00000000e+00-1.44842148e-13j -2.11382665e-11-1.16128644e-10j
  -1.00000000e+00+1.43312922e-13j ...  1.12118790e-10+2.30320338e-10j
  -1.43285782e-11+9.99018527e-09j  2.84104528e-11+1.37743276e-10j]
 [-1.10142267e-11-1.97730328e-10j -1.00000000e+00-4.73560943e-13j
  -4.53292493e-12-1.19357538e-10j ... -1.94872369e-12+1.56731865e-08j
   1.12117243e-10+2.32821167e-10j -6.98472317e-12+6.38801833e-09j]
 ...
 [-6.98506968e-12-6.66850792e-09j  1.12118790e-10-2.29504565e-10j
  -1.94872369e-12-1.58136033e-08j ...  2.68670704e-12-2.15283053e-10j
  -1.00000000e+00+3.99653825e-12j  9.61309129e-12+2.27490878e-10j]
 [ 2.84106075e-11-1.36057198e-10j -1.43285782e-11-1.01315062e-08j
   1.12117243e-10-2.32005394e-10j ... -1.00000000e+00-3.20632883e-12j
   1.79124430e-11-2.12679086e-10j -1.00000000e+00+1.66351315e-12j]
 [-7.34310221e-12-3.60431978e-09j  2.84104528e-11-1.36899616e-10j
  -6.98472317e-12-6.38586439e-09j ...  9.61309129e-12-2.40533040e-10j
  -1.00000000e+00-6.55840008e-13j  8.54201894e-12-2.06158005e-10j]]"
