form,rtol,a,omega,phi,N,hopping,hopping back,onsite,next onsite,NNN overtop,NNN star,NNN square
SS-p,1.0000000000000001e-11,35.0,15.0,0.0,51,(-0.03003953737374731+3.1641228953298314e-10j),(-0.03003953737355191-2.518501742696752e-10j),(-0.009795955066794187-3.44046333690052e-10j),(0.005477454745924246-2.0883755688014356e-11j),(0.005477454747115543-2.8955360924764805e-11j),(-0.07995167995995504+1.198846449364894e-10j),(-0.07995167995973919-9.842368403980965e-11j)
SS-p,1.0000000000000001e-11,35.0,15.1,0.0,51,(-0.038112949302250766+3.155182216971237e-10j),(-0.03811294930204683-2.5123044696853527e-10j),(-0.012381406715425241-3.442310951376826e-10j),(0.006772525183619798-2.063258927251159e-11j),(0.0067725251834189065-1.2564412581103032e-11j),(-0.07968542382140123+1.2195509977235361e-10j),(-0.07968542382116339-9.550777784022884e-11j)
SS-p,1.0000000000000001e-11,35.0,15.2,0.0,51,(-0.0461274452896422+3.107819578783426e-10j),(-0.04612744529002182-2.499051681942106e-10j),(-0.014927407169184151-3.4268708291608303e-10j),(0.008047565545352197-2.031932047847927e-11j),(0.008047565543522223-3.5749400956790666e-11j),(-0.07940923824226104+1.2252856311395144e-10j),(-0.0794092382424399-9.324307920122902e-11j)
SS-p,1.0000000000000001e-11,35.0,15.3,0.0,51,(-0.05408227864383192+3.0663458297243733e-10j),(-0.054082278643973934-2.461505786150253e-10j),(-0.017433058075884682-3.41093688068056e-10j),(0.009302133933282303-2.0125291553417468e-11j),(0.00930213393191482-2.0554040846720456e-11j),(-0.07912369558251729+1.2350206012084536e-10j),(-0.07912369558264465-9.156038217874804e-11j)
SS-p,1.0000000000000001e-11,35.0,15.4,0.0,51,(-0.06197678128757361+3.0588815433222455e-10j),(-0.061976781287075705-2.3998285379469133e-10j),(-0.01989757743193348-3.41049365099857e-10j),(0.010535846970764703-1.996848441259406e-11j),(0.01053584697261712+1.5627563665794375e-12j),(-0.07882934336613745+1.2793136724065593e-10j),(-0.07882934336526312-8.414556793994785e-11j)
SS-p,1.0000000000000001e-11,35.0,15.5,0.0,51,(-0.06981035925706132+3.0116395851417593e-10j),(-0.06981035925904948-2.4162831206952906e-10j),(-0.022320292412890085-3.370900498118311e-10j),(0.011748376169922845-1.9625739261147896e-11j),(0.011748376161543988-3.38229743855501e-11j),(-0.0785267053203438+1.2850151037401478e-10j),(-0.07852670532283113-8.311001077260595e-11j)
SS-p,1.0000000000000001e-11,35.0,15.6,0.0,51,(-0.07758248847867186+3.0149403212254077e-10j),(-0.07758248848027435-2.3633583251843897e-10j),(-0.024700632538528302-3.34716902640122e-10j),(0.012939444379396859-1.9418407046335935e-11j),(0.01293944438924273-3.281888425507464e-11j),(-0.07821628240856125+1.3616469952627268e-10j),(-0.07821628241430827-7.313529760339698e-11j)
SS-p,1.0000000000000001e-11,35.0,15.7,0.0,51,(-0.08529271076639303+2.8630606938629204e-10j),(-0.08529271075924211-2.490326572808227e-10j),(-0.02703812316595638-3.29137227556803e-10j),(0.014108822607681787-1.915943559463881e-11j),(0.014108822636107663-5.878158365710948e-11j),(-0.0778985537861843+1.0861624871873628e-10j),(-0.0778985537743766-1.0062479702936732e-10j)
SS-p,1.0000000000000001e-11,35.0,15.8,0.0,51,(-0.09294063004807963+2.9282253426664886e-10j),(-0.09294063004728455-2.320258813559066e-10j),(-0.02933237929779856-3.253558123837272e-10j),(0.015256326825781963-1.890449603615157e-11j),(0.015256326830146782-2.4284728670339386e-12j),(-0.07757397768999048+1.331158772473593e-10j),(-0.07757397768869805-7.231674636529923e-11j)
SS-p,1.0000000000000001e-11,35.0,15.9,0.0,51,(-0.10052590884597212+2.931484229435629e-10j),(-0.10052590883509856-2.274024919372056e-10j),(-0.031583099692745684-3.198400048540915e-10j),(0.01638181482222128-1.8619566619616502e-11j),(0.016381814856879555+8.595412512963135e-11j),(-0.07724299240832014+1.3274509911784796e-10j),(-0.07724299238523828-7.106159301703953e-11j)
SS-p,1.0000000000000001e-11,35.0,16.0,0.0,51,(-0.10804826487053566+2.889590987421607e-10j),(-0.10804826487072032-2.2976422065951056e-10j),(-0.03379006127406021-3.141919809632534e-10j),(0.017485183732604853-1.8290684799884343e-11j),(0.01748518373100577-2.048035618248115e-12j),(-0.07690601699101633+1.3788684698763316e-10j),(-0.07690601699117887-6.653548674761282e-11j)
SS-p,1.0000000000000001e-11,35.0,16.1,0.0,51,(-0.11550746791831086+2.86823906239714e-10j),(-0.11550746791840388-2.269872518725564e-10j),(-0.03595311382416917-3.0801873704047165e-10j),(0.0185663669097393-1.8026525703253365e-11j),(0.01856636690629513+1.1413293285084472e-11j),(-0.07656345222484731+1.3829835444840993e-10j),(-0.07656345222463852-6.164976708581595e-11j)
SS-p,1.0000000000000001e-11,35.0,16.2,0.0,51,(-0.1229033368196939+2.7973031605407624e-10j),(-0.12290333681949195-2.2977097267347664e-10j),(-0.038072174944923466-3.027174183011843e-10j),(0.01962533172680223-1.7788968008511436e-11j),(0.019625331727329443-3.0016811248720354e-11j),(-0.07621568126012089+1.3223362677807165e-10j),(-0.07621568125981142-6.821061160338868e-11j)
SS-p,1.0000000000000001e-11,35.0,16.3,0.0,51,(-0.13023573664000104+2.776669136817802e-10j),(-0.13023573663995625-2.2569764884390842e-10j),(-0.040147225292935816-2.969803004077747e-10j),(0.020662077019376723-1.7570672555308324e-11j),(0.02066207701856363-1.512076427330548e-11j),(-0.07586307043213428+1.3523037617031356e-10j),(-0.07586307043204009-6.275543784421869e-11j)
SS-p,1.0000000000000001e-11,35.0,16.4,0.0,51,(-0.13750457599729798+2.741406040407346e-10j),(-0.13750457599711985-2.225741164583651e-10j),(-0.04217830405274088-2.9057181064960185e-10j),(0.021676630800305765-1.7336887590535724e-11j),(0.021676630801440413-1.2055341390124246e-11j),(-0.07550596993441777+1.364252501263649e-10j),(-0.07550596993401468-6.005967999029816e-11j)
SS-p,1.0000000000000001e-11,35.0,16.5,0.0,51,(-0.1447098045295126+2.726537183265413e-10j),(-0.14470980452930207-2.2278932274107072e-10j),(-0.04416550466819526-2.860395560261126e-10j),(0.022669048132435705-1.7078165227985124e-11j),(0.022669048133302346-1.3859803159566031e-11j),(-0.07514471452229368+1.3406521692366388e-10j),(-0.07514471452189393-5.699186885187828e-11j)
SS-p,1.0000000000000001e-11,35.0,16.6,0.0,51,(-0.1518514104952811+2.715109756196114e-10j),(-0.15185141049544637-2.2180356905426234e-10j),(-0.046108970783343695-2.7877849694018104e-10j),(0.02363940906947455-1.6933979782711066e-11j),(0.02363940906859907-1.2384827754318096e-11j),(-0.07477962412883057+1.3672024223100558e-10j),(-0.07477962412909463-5.5757875746050264e-11j)
SS-p,1.0000000000000001e-11,35.0,16.7,0.0,51,(-0.15892941851041975+2.692956522708209e-10j),(-0.15892941851033926-2.2019172738561652e-10j),(-0.04800889243419354-2.716203124163604e-10j),(0.024587816729908264-1.6813948250191635e-11j),(0.02458781672995628-1.2313287723063366e-11j),(-0.07441100451722385+1.33729128191381e-10j),(-0.07441100451707833-5.0956563541380054e-11j)
SS-p,1.0000000000000001e-11,35.0,16.8,0.0,51,(-0.1659438873938388+2.6396463512555837e-10j),(-0.16594388739376448-2.174360414631297e-10j),(-0.04986550242495021-2.6551095061349995e-10j),(0.025514395487901936-1.6539077875896696e-11j),(0.025514395487880467-1.1394500933551338e-11j),(-0.07403914785405576+1.3232074805055674e-10j),(-0.07403914785398408-4.937945847743975e-11j)
SS-p,1.0000000000000001e-11,35.0,16.9,0.0,51,(-0.172894908126724+2.628360916642206e-10j),(-0.17289490812681022-2.1722642037067603e-10j),(-0.05167907292329272-2.5892463968532645e-10j),(0.026419289245498433-1.6288722705129304e-11j),(0.026419289245199075-1.0592471986167113e-11j),(-0.07366433327980133+1.3317336572978218e-10j),(-0.07366433327993854-4.8321390310104546e-11j)
SS-p,1.0000000000000001e-11,35.0,17.0,0.0,51,(-0.1797826019339457+2.616300042224585e-10j),(-0.17978260193386283-2.1780559937805736e-10j),(-0.05344991224141049-2.528191462174428e-10j),(0.02730265981944578-1.610512399367349e-11j),(0.0273026598195992-1.417103176388575e-11j),(-0.07328682745550966+1.3158095629701921e-10j),(-0.07328682745536845-4.707559805643436e-11j)
SS-p,1.0000000000000001e-11,35.0,17.1,0.0,51,(-0.18660711844103928+2.5925203449015883e-10j),(-0.18660711844097086-2.153430592054504e-10j),(-0.05517836179938418-2.4673381728571833e-10j),(0.02816468541712162-1.5968493978592673e-11j),(0.028164685417614462-9.772080580841151e-12j),(-0.072906885086521+1.3075550516153633e-10j),(-0.07290688508632437-4.305967266415818e-11j)
SS-p,1.0000000000000001e-11,35.0,17.2,0.0,51,(-0.1933686339425611+2.5658381583753194e-10j),(-0.1933686339424641-2.143350153127434e-10j),(-0.05686479328924719-2.3866003525802015e-10j),(0.02900555919926279-1.5908201690110615e-11j),(0.029005559199226844-1.2606164598684915e-11j),(-0.07252474941003577+1.291268283037119e-10j),(-0.07252474940993332-4.282722373151199e-11j)
SS-p,1.0000000000000001e-11,35.0,17.3,0.0,51,(-0.2000673497595236+2.5524265458568077e-10j),(-0.200067349759445-2.1402657606071738e-10j),(-0.05850960594349354-2.325647403092605e-10j),(0.02982548792789412-1.5795707559382482e-11j),(0.029825487928250623-1.3579597368938129e-11j),(-0.07214065268346417+1.3048222461124203e-10j),(-0.07214065268324978-4.396111206376515e-11j)
SS-p,1.0000000000000001e-11,35.0,17.4,0.0,51,(-0.20670349067369784+2.512083764723202e-10j),(-0.2067034906736701-2.1072641185864032e-10j),(-0.060113224046530626-2.2679558483612338e-10j),(0.030624690701422184-1.5703484761114475e-11j),(0.030624690701386677-9.24661639550301e-12j),(-0.07175481664064486+1.264275974525102e-10j),(-0.07175481664061341-3.822749540967871e-11j)
SS-p,1.0000000000000001e-11,35.0,17.5,0.0,51,(-0.2132773034418742+2.486715960239365e-10j),(-0.2132773034419278-2.094945630433592e-10j),(-0.06167609452377041-2.2086781320191156e-10j),(0.03140339775693144-1.5621508348102654e-11j),(0.03140339775671312-1.059424266967258e-11j),(-0.07136745291126376+1.272050214425894e-10j),(-0.07136745291137445-3.9392789146120505e-11j)
SS-p,1.0000000000000001e-11,35.0,17.6,0.0,51,(-0.21978905539184465+2.493459621259425e-10j),(-0.21978905539183197-2.10477783266577e-10j),(-0.06319868473681091-2.1536075554175493e-10j),(0.03216184934967148-1.5527738872028878e-11j),(0.03216184934942712-1.0541343003476231e-11j),(-0.0709787634664337+1.2292664882271917e-10j),(-0.07097876346650056-3.457511092265922e-11j)
SS-p,1.0000000000000001e-11,35.0,17.7,0.0,51,(-0.22623903309006113+2.466421010316837e-10j),(-0.22623903309008145-2.0860351998270895e-10j),(-0.06468148034044637-2.093279102944974e-10j),(0.032900294706435684-1.5513683347228423e-11j),(0.03290029470649801-1.0952517358096764e-11j),(-0.07058894099564197+1.2054095723346897e-10j),(-0.0705889409956314-3.259813614114289e-11j)
SS-p,1.0000000000000001e-11,35.0,17.8,0.0,51,(-0.2326275410687432+2.441196503176805e-10j),(-0.23262754106871403-2.0713638562347348e-10j),(-0.06612498334963884-2.040738434611226e-10j),(0.03361899103454649-1.5375621753603677e-11j),(0.033618991034485304-1.0108778505831557e-11j),(-0.07019816931214175+1.2162234986335402e-10j),(-0.07019816931213906-3.332935821512456e-11j)
SS-p,1.0000000000000001e-11,35.0,17.9,0.0,51,(-0.23895490062233882+2.441395953820463e-10j),(-0.23895490062235206-2.081855859588807e-10j),(-0.06752971027734221-1.991856001910264e-10j),(0.034318202596608394-1.5198504599401114e-11j),(0.0343182025965868-1.115547916196139e-11j),(-0.06980662371181044+1.1749509153139985e-10j),(-0.06980662371183052-2.990929424410553e-11j)
SS-p,1.0000000000000001e-11,35.0,18.0,0.0,51,(-0.2452214486724277+2.394629467056013e-10j),(-0.2452214486724133-2.043356617138813e-10j),(-0.06889619040120638-1.939366326161568e-10j),(0.034998199856304125-1.5098152665506528e-11j),(0.03499819985622289-9.968262815130627e-12j),(-0.06941447130981826+1.199139911184289e-10j),(-0.06941447130984038-3.2036161621500415e-11j)
SS-p,1.0000000000000001e-11,35.0,18.1,0.0,51,(-0.25142753666379347+2.3779574758980465e-10j),(-0.25142753666376855-2.0364318208074203e-10j),(-0.07022496414422107-1.8848311332599417e-10j),(0.035659258652861944-1.5093434491590544e-11j),(0.03565925865296532-1.0081176192921439e-11j),(-0.06902187141258248+1.1468743094980243e-10j),(-0.06902187141252158-2.7754572233249753e-11j)
SS-p,1.0000000000000001e-11,35.0,18.2,0.0,51,(-0.25757352955102186+2.367110706008064e-10j),(-0.2575735295509864-2.0332564995957206e-10j),(-0.07151658156198264-1.8388472399591275e-10j),(0.036301659459985716-1.5077333093658497e-11j),(0.0363016594600694-9.534653935178696e-12j),(-0.06862897580992443+1.1186331349464344e-10j),(-0.06862897580986448-2.5140150189861466e-11j)
SS-p,1.0000000000000001e-11,35.0,18.3,0.0,51,(-0.2636598048146207+2.3553116930342066e-10j),(-0.2636598048146268-2.0300475246410946e-10j),(-0.07277160092129348-1.7835409924462712e-10j),(0.036925686668695126-1.5102760522557033e-11j),(0.036925686668680846-1.0369491248818409e-11j),(-0.06823592910767287+1.096096548507744e-10j),(-0.06823592910768478-2.4263286389528374e-11j)
SS-p,1.0000000000000001e-11,35.0,18.4,0.0,51,(-0.26968675152774235+2.341574778951551e-10j),(-0.26968675152771865-2.019824724719611e-10j),(-0.0739905873857812-1.735652777556265e-10j),(0.03753162793361052-1.520460401322844e-11j),(0.037531627933525505-9.874315241502616e-12j),(-0.06784286901200222+1.0637411592851355e-10j),(-0.0678428690120188-2.1377099565397553e-11j)
SS-p,1.0000000000000001e-11,35.0,18.5,0.0,51,(-0.2756547694741937+2.3324146353135036e-10j),(-0.27565476947416523-2.0126174868735272e-10j),(-0.07517411176800602-1.6927237236186086e-10j),(0.03811977355833089-1.523439261026037e-11j),(0.038119773558360104-1.0461502948415987e-11j),(-0.06744992661734231+1.0641860904228079e-10j),(-0.06744992661730906-2.208777642881324e-11j)
SS-p,1.0000000000000001e-11,35.0,18.6,0.0,51,(-0.28156426831690495+2.2944744983606452e-10j),(-0.2815642683169161-1.9835227495865492e-10j),(-0.07632274938807898-1.6532532482469757e-10j),(0.038690415919396225-1.5158509468628518e-11j),(0.03869041591942186-1.0738538986686019e-11j),(-0.06705722669006725+1.02052213448189e-10j),(-0.06705722669006012-1.860448872093306e-11j)
SS-p,1.0000000000000001e-11,35.0,18.7,0.0,51,(-0.28741566678631414+2.2834986214183953e-10j),(-0.28741566678630187-1.9755270783026884e-10j),(-0.07743707899636122-1.6141129292750437e-10j),(0.03924384893630298-1.5128059226542524e-11j),(0.03924384893629179-9.969093987031801e-12j),(-0.0666648879120928+9.914238026521603e-11j),(-0.06666488791209225-1.587757073351004e-11j)
SS-p,1.0000000000000001e-11,35.0,18.8,0.0,51,(-0.2932093919442218+2.2594089614965212e-10j),(-0.29320939194414397-1.9558244381011736e-10j),(-0.07851768177944907-1.5806448064715457e-10j),(0.0397803675779069-1.5148680401856217e-11j),(0.039780367578166324-1.0941616693323758e-11j),(-0.06627302314558552+1.0350192965854483e-10j),(-0.06627302314541085-2.098953149894782e-11j)
SS-p,1.0000000000000001e-11,35.0,18.9,0.0,51,(-0.2989458784514075+2.2457264679388628e-10j),(-0.29894587845140236-1.9477594099618122e-10j),(-0.07956514044348428-1.5360419641588435e-10j),(0.04030026739858189-1.5284313442680002e-11j),(0.040300267398656844-1.1814834409659831e-11j),(-0.0658817396784068+9.216021925733116e-11j),(-0.06588173967837065-1.1341772269370744e-11j)
SS-p,1.0000000000000001e-11,35.0,19.0,0.0,51,(-0.3046255678872773+2.240736243234303e-10j),(-0.3046255678873121-1.957224587696933e-10j),(-0.0805800383330441-1.4984565775917248e-10j),(0.04080384411741539-1.514301458562511e-11j),(0.04080384411745208-1.0750241826685752e-11j),(-0.06549113943727598+9.027794993669669e-11j),(-0.06549113943728053-1.0134239695142049e-11j)
SS-p,1.0000000000000001e-11,35.0,19.1,0.0,51,(-0.3102489081161679+2.2294361871395085e-10j),(-0.3102489081161789-1.949396014421937e-10j),(-0.08156295865565989-1.4673157752016668e-10j),(0.04129139322255327-1.5062558430575905e-11j),(0.0412913932225809-1.0556913937317088e-11j),(-0.06510131922336324+9.157189389084061e-11j),(-0.06510131922335904-1.1739498391184283e-11j)
SS-p,1.0000000000000001e-11,35.0,19.2,0.0,51,(-0.31581635266024766+2.221987194732436e-10j),(-0.3158163526602341-1.9444199593608116e-10j),(-0.08251448374019896-1.434020026849558e-10j),(0.04176320960004-1.5070836818704477e-11j),(0.04176320960008776-1.0710774339799175e-11j),(-0.06471237093074618+8.598150299767106e-11j),(-0.06471237093070896-6.860487638577861e-12j)
SS-p,1.0000000000000001e-11,35.0,19.3,0.0,51,(-0.3213283601282239+2.1769090709465946e-10j),(-0.32132836012822524-1.9084338094924313e-10j),(-0.08343519434211945-1.4027022312421955e-10j),(0.042219587211669296-1.5118460034523215e-11j),(0.042219587211643844-1.0586829366245689e-11j),(-0.06432438172395803+8.443613625445654e-11j),(-0.06432438172397399-6.194085635247274e-12j)
SS-p,1.0000000000000001e-11,35.0,19.4,0.0,51,(-0.3267853936452488+2.1725414152948692e-10j),(-0.32678539364529396-1.9110340864521302e-10j),(-0.08432566903225445-1.3665987847136713e-10j),(0.04266081876907454-1.5170826983413e-11j),(0.04266081876903263-1.0689576653123867e-11j),(-0.06393743426292965+8.263414483369812e-11j),(-0.06393743426298702-5.715861408141007e-12j)
SS-p,1.0000000000000001e-11,35.0,19.5,0.0,51,(-0.33218792035470657+2.1577235615471169e-10j),(-0.3321879203547109-1.8962000103366476e-10j),(-0.08518648361395842-1.3323528117956256e-10j),(0.043087195459658674-1.527250011937361e-11j),(0.04308719545960556-1.1629669277687636e-11j),(-0.06355160687572181+7.809702602924705e-11j),(-0.0635516068757585-2.623052245578432e-12j)
SS-p,1.0000000000000001e-11,35.0,19.6,0.0,51,(-0.3375364109010162+2.150553457265864e-10j),(-0.33753641090105285-1.8929801369650153e-10j),(-0.08601821058707453-1.3086442894566958e-10j),(0.043499006678801355-1.532532408748483e-11j),(0.04349900667880585-1.073013792856886e-11j),(-0.06316697373813084+7.902079458633507e-11j),(-0.0631669737381443-3.6074250766298545e-12j)
SS-p,1.0000000000000001e-11,35.0,19.7,0.0,51,(-0.3428313389764313+2.1418166230723258e-10j),(-0.3428313389764454-1.8874344801901832e-10j),(-0.08682141866438428-1.2798564754095347e-10j),(0.043896539791641584-1.5375607646268642e-11j),(0.04389653979158307-1.1355570584394914e-11j),(-0.06278360505784777+7.44166215165215e-11j),(-0.06278360505788726-2.973430542754229e-13j)
SS-p,1.0000000000000001e-11,35.0,19.8,0.0,51,(-0.3480731808516248+2.1253982511159832e-10j),(-0.34807318085163624-1.876460841501898e-10j),(-0.08759667231004284-1.255005071036654e-10j),(0.04428007991331632-1.5350593608759517e-11j),(0.044280079913252494-1.114211030578596e-11j),(-0.06240156722681182+7.071861080282635e-11j),(-0.06240156722686235+2.679373471347547e-12j)
SS-p,1.0000000000000001e-11,35.0,19.9,0.0,51,(-0.3532624149778992+2.11999955345946e-10j),(-0.3532624149778647-1.8675810965944162e-10j),(-0.08834453136992348-1.2410421502705253e-10j),(0.044649909714440605-1.5241906741243396e-11j),(0.04464990971455029-1.0640514194227091e-11j),(-0.062020922976486106+7.201066082028713e-11j),(-0.062020922976412596+2.0815890259534126e-12j)
SS-p,1.0000000000000001e-11,35.0,20.0,0.0,51,(-0.3583995215824595+2.099479096347695e-10j),(-0.35839952158243793-1.8528339561819243e-10j),(-0.08906555064102664-1.2202218827014595e-10j),(0.04500630922595377-1.5211210425038585e-11j),(0.04500630922601083-1.1529649425424468e-11j),(-0.061641731563891744+6.646813526485351e-11j),(-0.06164173156384095+6.425859294811233e-12j)
SS-p,1e-11,35.0,20.1,0.4487989505128276,51,(-0.36500556077974755+0.004796967382739298j),(-0.365005560777666-0.00479696736089294j),(-0.07765775057551813-1.1731879356879915e-10j),(0.039246604661684156-1.5864979200182435e-11j),(0.03924660466168997-1.1589859086924331e-11j),(-0.05301621788164289-0.011960277363820646j),(-0.0530162178820484+0.011960277432936987j)
SS-p,1e-11,35.0,20.2,0.4487989505128276,51,(-0.370034748433299+0.004794983739227876j),(-0.37003474843127476-0.004794983717663515j),(-0.07827652195673682-1.1482755024605495e-10j),(0.03955239013498716-1.5925366080956128e-11j),(0.03955239013487239-1.1277339443767035e-11j),(-0.052716965539893114-0.011810782354821518j),(-0.05271696554037712+0.011810782423114296j)
SS-p,1e-11,35.0,20.3,0.4487989505128276,51,(-0.3750129149057818+0.004792079086889889j),(-0.3750129149038259-0.004792079066558763j),(-0.07887325793969083-1.1255719273295384e-10j),(0.03984715236500378-1.5970132721969516e-11j),(0.039847152364995454-1.175211718333627e-11j),(-0.05241829026458692-0.01166358936014451j),(-0.05241829026496947+0.011663589427057544j)
SS-p,1e-11,35.0,20.4,0.4487989505128276,51,(-0.37994056171554824+0.004788285297627259j),(-0.3799405617137208-0.0047882852773349915j),(-0.07944839204064572-1.1031638103009556e-10j),(0.04013111012492366-1.596618399041424e-11j),(0.040131110124897555-1.1984817650070975e-11j),(-0.05212025657053562-0.011518658765262028j),(-0.05212025657091264+0.01151865883122851j)
SS-p,1e-11,35.0,20.5,0.4487989505128276,51,(-0.38481818982635957+0.004783633485281269j),(-0.38481818982459537-0.004783633465125003j),(-0.0800023541616193-1.0873608957684411e-10j),(0.04040448028554459-1.6036221134938972e-11j),(0.04040448028559433-1.1836146038991704e-11j),(-0.05182292578012373-0.011375951635207403j),(-0.05182292578042348+0.01137595170089721j)
SS-p,1e-11,35.0,20.6,0.4487989505128276,51,(-0.3896462993496336+0.0047781540218567176j),(-0.38964629934798284-0.004778154002357621j),(-0.08053557032340504-1.0657651150491887e-10j),(0.04066747768338318-1.61228534941124e-11j),(0.04066747768330512-1.2027584381739049e-11j),(-0.05152635614443603-0.011235429709584598j),(-0.051526356144865046+0.01123542977397652j)
SS-p,1e-11,35.0,20.7,0.4487989505128276,51,(-0.3944253893159434+0.004771876531845937j),(-0.39442538931432436-0.0047718765122193585j),(-0.08104846241375196-1.0485607521149021e-10j),(0.04092031500485901-1.6250159857242337e-11j),(0.04092031500483805-1.2012486725902902e-11j),(-0.05123060296406799-0.011097055373505416j),(-0.051230602964413216+0.011097055437301006j)
SS-p,1e-11,35.0,20.8,0.4487989505128276,51,(-0.3991559574270599+0.004764829915012814j),(-0.39915595742556553-0.00476482989511251j),(-0.08154144797294727-1.0301377112442722e-10j),(0.041163202673326474-1.6301589388120327e-11j),(0.041163202673225555-1.2194782345858869e-11j),(-0.05093571871283939-0.010960791659994942j),(-0.05093571871326928+0.010960791722899259j)
SS-p,1e-11,35.0,20.9,0.4487989505128276,51,(-0.403838499839836+0.0047570423365281556j),(-0.40383849983832326-0.004757042317328819j),(-0.08201493998647624-1.015938860815524e-10j),(0.041396348754887395-1.6306478416930386e-11j),(0.04139634875481428-1.2137668543634289e-11j),(-0.0506417531542072-0.010826602267566057j),(-0.05064175315460297+0.010826602329875461j)
SS-p,1e-11,35.0,21.0,0.4487989505128276,51,(-0.40847351095014883+0.0047485412575064j),(-0.4084735109487183-0.004748541238394549j),(-0.08246934671014733-9.98352095438193e-11j),(0.041619958870993526-1.6374854483313588e-11j),(0.04161995887094827-1.227839395618235e-11j),(-0.05034875344389576-0.0106944515099738j),(-0.05034875344426648+0.010694451571374365j)
SS-p,1e-11,35.0,21.1,0.4487989505128276,51,(-0.413061483210343+0.004739353426252563j),(-0.4130614832089537-0.004739353407540947j),(-0.08290507151012613-9.835700309768214e-11j),(0.041834236121708945-1.6449357409138545e-11j),(0.04183423612176383-1.2053832186892785e-11j),(-0.05005676423920363-0.01056430432909624j),(-0.050056764239499146+0.010564304389958153j)
SS-p,1e-11,35.0,21.2,0.4487989505128276,51,(-0.4176029069441476+0.0047295049019842605j),(-0.41760290694277263-0.004729504883518754j),(-0.08332251272812527-9.758698016337775e-11j),(0.04203938101900123-1.639901213832946e-11j),(0.042039381018961444-1.2231073230287669e-11j),(-0.04976582779456286-0.010436126285296748j),(-0.04976582779491473+0.010436126346022905j)
SS-p,1e-11,35.0,21.3,0.4487989505128276,51,(-0.42209827015633955+0.004719021059241463j),(-0.42209827015499624-0.0047190210407341004j),(-0.08372206351866815-9.611330481495983e-11j),(0.04223559141596567-1.648485045803135e-11j),(0.04223559141598375-1.213064701115345e-11j),(-0.0494759840789777-0.010309883546071416j),(-0.04947598407924779+0.010309883606277256j)
SS-p,1e-11,35.0,21.4,0.4487989505128276,51,(-0.42654805840633514+0.0047079265934832915j),(-0.4265480584050837-0.004707926575300003j),(-0.08410411179770436-9.446639304133697e-11j),(0.042423062471800554-1.6586636853715986e-11j),(0.04242306247189753-1.2226191035309046e-11j),(-0.04918727084138422-0.010185542884388176j),(-0.04918727084161088+0.010185542943526728j)
SS-p,1e-11,35.0,21.5,0.4487989505128276,51,(-0.43095275464104077+0.004696245539184074j),(-0.43095275463980975-0.0046962455212367915j),(-0.08446904010110429-9.29952781447696e-11j),(0.042601986594727886-1.6720289035209486e-11j),(0.04260198659476064-1.2652852567245011e-11j),(-0.04889972371715151-0.010063071647724072j),(-0.048899723717387086+0.0100630717056963j)
SS-p,1e-11,35.0,21.6,0.4487989505128276,51,(-0.4353128390448924+0.004684001286058143j),(-0.43531283904369344-0.004684001268337595j),(-0.08481722553100299-9.180765869754026e-11j),(0.04277255340912403-1.6788564136131003e-11j),(0.042772553409098905-1.2307495136239439e-11j),(-0.048613376306421874-0.009942437777056626j),(-0.04861337630671894+0.00994243783473767j)
SS-p,1e-11,35.0,21.7,0.4487989505128276,51,(-0.4396287889327909+0.004671216575906217j),(-0.4396287889316237-0.0046712165583836784j),(-0.08514903966773249-9.058366556846664e-11j),(0.04293494972024376-1.680205265546221e-11j),(0.04293494972026104-1.2585001538853842e-11j),(-0.04832826026734323-0.009823609785755947j),(-0.04832826026759715+0.009823609842627447j)
SS-p,1e-11,35.0,21.8,0.4487989505128276,51,(-0.4439010786162864+0.004657913529040547j),(-0.4439010786151968-0.004657913511747214j),(-0.08546484852456296-8.923139310779149e-11j),(0.04308935949046519-1.6792426908295115e-11j),(0.043089359490468514-1.2468446097761113e-11j),(-0.04804440538770593-0.009706556747366778j),(-0.04804440538797418+0.009706556803607963j)
SS-p,1e-11,35.0,21.9,0.4487989505128276,51,(-0.4481301793003035+0.004644113646459669j),(-0.44813017929927507-0.004644113629072771j),(-0.08576501248999864-8.730412920376907e-11j),(0.043235963817210746-1.6974091903576345e-11j),(0.043235963817191456-1.2597089123616642e-11j),(-0.04776183966739231-0.009591248295533497j),(-0.04776183966767481+0.009591248350353684j)
SS-p,1e-11,35.0,22.0,0.4487989505128276,51,(-0.4523165589813554+0.004629837823804134j),(-0.45231655898035533-0.004629837806881892j),(-0.0860498863395969-8.651633576217677e-11j),(0.043374940928858394-1.696144633316596e-11j),(0.0433749409288329-1.296421461928154e-11j),(-0.047480589368903474-0.009477654592297404j),(-0.04748058936919018+0.009477654646436944j)
SS-p,1e-11,35.0,22.1,0.4487989505128276,51,(-0.45646068232622095+0.004615106372640482j),(-0.45646068232522047-0.0046151063556305605j),(-0.08631981912667933-8.540759766084705e-11j),(0.04350646615283221-1.710923052411886e-11j),(0.04350646615288983-1.3050636250682825e-11j),(-0.047200679129643465-0.009365746354166003j),(-0.04720067912982404+0.009365746407622517j)
