form,rtol,N,a1,a2,omega1,omega multiplier,phi1,phi offset,square,chi,gamma,triangle,alpha,tilde,star,beta,rho,epsilon,delta
DS-p,1e-11,51,35.0,35.0,174.2,2.0,0.0,0.7853981633974483,(-0.001148794339442774+3.602743839680281e-09j),(0.002274182624204176-6.723546144120264e-11j),(-0.9899260183415609+1.675764462723774e-06j),(0.0020580026606654266+0.0001764958562536647j),(-0.0041312432122209836-6.887970706510017e-11j),(-0.9849650462402104-0.06973262272062901j),(-0.000741396271855474-2.7114356290382036e-05j),(0.0014513144484685127-6.666145384484216e-11j),(-0.9949623500675641+0.07080191022257201j),(-0.00020322030070846903+1.08347624353149e-05j),(0.0004060049224541059-8.597118988916341e-11j)
DS-p,1e-11,51,35.0,35.0,174.3,2.0,0.0,0.7853981633974483,(-0.0011474817781389375+3.6076457671443442e-09j),(0.0022716110447129206-6.740512309043912e-11j),(-0.9899375535223623+1.6729735805133566e-06j),(0.00205569286186515+0.00017619659606797383j),(-0.004126589003372129-6.905382638517504e-11j),(-0.984982175138241-0.06969410191588402j),(-0.0007405505976572323-2.706794170782604e-05j),(0.0014496949934048684-6.683119780752369e-11j),(-0.9949681192446493+0.07076155697823071j),(-0.00020298792842973756+1.0816139882552237e-05j),(0.0004055412326088581-8.596464241221581e-11j)
DS-p,1e-11,51,35.0,35.0,174.4,2.0,0.0,0.7853981633974483,(-0.0011461714619142686+3.5577079108168645e-09j),(0.0022690438028366375-6.588719766060303e-11j),(-0.9899490689143947+1.6701885743983365e-06j),(0.0020533869236596444+0.0001758979501845818j),(-0.004121942605298308-6.812583234377061e-11j),(-0.9849992748490111-0.06965562274532211j),(-0.000739706366901547-2.702163557215244e-05j),(0.0014480783428564067-6.531581934310361e-11j),(-0.9949738785218177+0.07072124954952833j),(-0.00020275595047676565+1.0797612747645265e-05j),(0.00040507833526813933-8.483710847688264e-11j)
DS-p,1e-11,51,35.0,35.0,174.5,2.0,0.0,0.7853981633974483,(-0.0011448633857908848+3.5624279560760277e-09j),(0.002266480888746295-6.604535160196024e-11j),(-0.9899605645628555+1.667410110706207e-06j),(0.0020510848291639423+0.0001756000357551168j),(-0.0041173040003259845-6.828757261211196e-11j),(-0.985016345440329-0.06961718514837976j),(-0.0007388635760611981-2.6975431287023393e-05j),(0.001446464245124979-6.547404012353376e-11j),(-0.9949796279235271+0.07068098786265424j),(-0.00020252437305903412+1.0779076168327979e-05j),(0.0004046162290378772-8.48126686842637e-11j)
DS-p,1e-11,51,35.0,35.0,174.6,2.0,0.0,0.7853981633974483,(-0.0011435575446024013+3.567049659386523e-09j),(0.0022639222928819355-6.620993770100617e-11j),(-0.9899720405129522+1.6646375000154454e-06j),(0.0020487865740048492+0.00017530279158050612j),(-0.004112673171166335-6.842123405600909e-11j),(-0.9850333869773511-0.06957878905714411j),(-0.0007380222220401481-2.6929331364489632e-05j),(0.00144485281750221-6.563894997126286e-11j),(-0.9949853674715342+0.07064077183767871j),(-0.0002022931916581365+1.076058269026763e-05j),(0.0004041549119871146-8.478545304371647e-11j)
DS-p,1e-11,51,35.0,35.0,174.7,2.0,0.0,0.7853981633974483,(-0.0011422539332341768+3.571615083403953e-09j),(0.002261368005629809-6.634197056859135e-11j),(-0.9899834968095013+1.6618718043599178e-06j),(0.002046492149882638+0.00017500621575247265j),(-0.004108050100487454-6.853802779376366e-11j),(-0.985050399525757-0.06954043440487337j),(-0.0007371823013676004-2.688333546475147e-05j),(0.0014432440543031676-6.577136866709914e-11j),(-0.994991097188168+0.07060060139847531j),(-0.000202062405366632+1.074213220062588e-05j),(0.000403694382255489-8.474938984710239e-11j)
DS-p,1e-11,51,35.0,35.0,174.8,2.0,0.0,0.7853981633974483,(-0.0011409525472484416+3.5939479352973458e-09j),(0.002258818016662504-6.687639119166117e-11j),(-0.9899949335127813+1.6591062575632234e-06j),(0.002044201547935883+0.00017471030592020823j),(-0.004103434784860159-6.942750223486363e-11j),(-0.9850673831343186-0.06950212113177781j),(-0.0007363438109445584-2.6837462611685288e-05j),(0.0014416379494666398-6.630227487784722e-11j),(-0.9949968170792168+0.07056047646956315j),(-0.00020183201463556955+1.0723705635938378e-05j),(0.0004032346381954068-8.509003798822655e-11j)
DS-p,1e-11,51,35.0,35.0,174.9,2.0,0.0,0.7853981633974483,(-0.001139653380739944+3.59851609307592e-09j),(0.0022562723177169675-6.705659027919851e-11j),(-0.9900063506371813+1.656351915290346e-06j),(0.002041914760112446+0.00017441505981173936j),(-0.004098827181180001-6.959967019968136e-11j),(-0.9850843379012206-0.06946384916383336j),(-0.0007355067479362237-2.67916771671355e-05j),(0.0014400344967526093-6.648263482183084e-11j),(-0.9950025271998219+0.07052039696782834j),(-0.0002016020164678986+1.0705337702240263e-05j),(0.0004027756771913301-8.508852837445223e-11j)
DS-p,1e-11,51,35.0,35.0,175.0,2.0,0.0,0.7853981633974483,(-0.0011383564288957627+3.6031238182125507e-09j),(0.0022537308985141197-6.720369332631234e-11j),(-0.9900177482423056+1.6536038965409985e-06j),(0.002039631777988108+0.0001741204764717216j),(-0.004094227284654854-6.97365097520914e-11j),(-0.9851012638757406-0.06942561843962948j),(-0.0007346711086568536-2.6745995010475806e-05j),(0.0014384336908961678-6.662990576950473e-11j),(-0.9950082275562778+0.07048036282014852j),(-0.00020137241071210496+1.068701223678613e-05j),(0.0004023174982090358-8.506185807504903e-11j)
DS-p,1e-11,51,35.0,35.0,175.1,2.0,0.0,0.7853981633974483,(-0.001137061686751234+3.606725296383494e-09j),(0.002251193749593039-6.737024361713297e-11j),(-0.9900291263724219+1.650862055358588e-06j),(0.0020373525932846307+0.00017382655305204684j),(-0.0040896350781053775-6.988940504207034e-11j),(-0.9851181611226211-0.06938742889422876j),(-0.0007338368899157954-2.6700416779325582e-05j),(0.0014368355262642449-6.679688894818488e-11j),(-0.9950139181706111+0.0704403739498091j),(-0.00020114319658084967+1.066872832032671e-05j),(0.0004018600994430844-8.505492573077203e-11j)
DS-p,1e-11,51,35.0,35.0,175.2,2.0,0.0,0.7853981633974483,(-0.0011357691493092056+3.6109908942885532e-09j),(0.0022486608613511132-6.747577599018134e-11j),(-0.9900404850719812+1.6481258159270222e-06j),(0.0020350771974746665+0.00017353328943605522j),(-0.004085050544626059-6.996063827034173e-11j),(-0.9851350297068252-0.06934928046339127j),(-0.000733004088470917-2.66549405418162e-05j),(0.0014352399971244035-6.690285607095527e-11j),(-0.995019599065255+0.07040043027963969j),(-0.00020091437300856843+1.0650487316144321e-05j),(0.00040140347918561983-8.498090942514421e-11j)
DS-p,1e-11,51,35.0,35.0,175.3,2.0,0.0,0.7853981633974483,(-0.0011344788115046044+3.614335193730854e-09j),(0.0022461322243857735-6.762666628505081e-11j),(-0.9900518243851577+1.6453954519142684e-06j),(0.0020328055823654236+0.00017324068188015148j),(-0.004080473667288108-7.007797846983285e-11j),(-0.9851518696930267-0.06931117308200173j),(-0.0007321727012123934-2.660956798170698e-05j),(0.0014336470976297616-6.705407866570844e-11j),(-0.9950252702622738+0.0703605317336472j),(-0.00020068593936584458+1.0632287287189483e-05j),(0.0004009476356061671-8.495633679919116e-11j)
DS-p,1e-11,51,35.0,35.0,175.4,2.0,0.0,0.7853981633974483,(-0.0011331906683997896+3.6175170656886438e-09j),(0.0022436078291822315-6.776176952243608e-11j),(-0.990063144356045+1.6426717719133113e-06j),(0.0020305377395930403+0.00017294872958690752j),(-0.004075904429170087-7.018205932047477e-11j),(-0.985168681145604-0.06927310668467578j),(-0.0007313427249308543-2.656429766433137e-05j),(0.0014320568220817474-6.718970322203195e-11j),(-0.9950309317834817+0.07032067823645462j),(-0.00020045789466107203+1.0614129243756909e-05j),(0.00040049256688506896-8.491946003382221e-11j)
DS-p,1e-11,51,35.0,35.0,175.5,2.0,0.0,0.7853981633974483,(-0.0011319047150138914+3.6204461503788994e-09j),(0.0022410876663090263-6.78775702264706e-11j),(-0.9900744450285023+1.639953405767796e-06j),(0.002028273660891252+0.00017265743048460304j),(-0.004071342813432813-7.024807569395663e-11j),(-0.9851854641287604-0.06923508120824201j),(-0.0007305141563864609-2.6519129700456356e-05j),(0.0014304691648128007-6.730606925541512e-11j),(-0.9950365836511141+0.0702808697107686j),(-0.00020023023794213737+1.0596012572915668e-05j),(0.0004000382714019028-8.486645144306963e-11j)
DS-p,1e-11,51,35.0,35.0,175.6,2.0,0.0,0.7853981633974483,(-0.0011306209464709838+3.6228701244026275e-09j),(0.002238571726320712-6.801663396871968e-11j),(-0.9900857264464159+1.6372408356598384e-06j),(0.0020260133380152357+0.0001723667824420264j),(-0.004066788803165543-7.033626321879911e-11j),(-0.9852022187067516-0.06919709658792882j),(-0.0007296869924097588-2.6474064118628905e-05j),(0.0014288841202130462-6.744572615684878e-11j),(-0.9950422258869931+0.07024110608117545j),(-0.0002000029684675296+1.0577936937655394e-05j),(0.00039958474733776603-8.482776130165792e-11j)
DS-p,1e-11,51,35.0,35.0,175.7,2.0,0.0,0.7853981633974483,(-0.0011293393574702167+3.6240187815332053e-09j),(0.0022360600004885205-6.812039617289483e-11j),(-0.9900969886708112+1.6345328752435462e-06j),(0.0020237567630455103+0.00017207678282387794j),(-0.004062242381228577-7.040747797252391e-11j),(-0.9852189449605308-0.06915915276187776j),(-0.000728861229711681-2.6429100694794788e-05j),(0.0014273016826331381-6.755007045891203e-11j),(-0.9950478585306978+0.0702013872767107j),(-0.00019977608540190303+1.0559903610688273e-05j),(0.00039913199300724116-8.476583782162413e-11j)
DS-p,1e-11,51,35.0,35.0,175.8,2.0,0.0,0.7853981633974483,(-0.0011280599435249603+3.627095355094195e-09j),(0.002233552478415486-6.822106848698443e-11j),(-0.9901082317105212+1.6318322311424268e-06j),(0.00202150392713573+0.00017178743319147473j),(-0.004057703531605582-7.045414832440769e-11j),(-0.9852356429194428-0.06912124966069828j),(-0.0007280368653951423-2.6384237271469186e-05j),(0.0014257218462928028-6.765144125941544e-11j),(-0.9950534815685252+0.07016171321308183j),(-0.00019954958750897228+1.054191132977768e-05j),(0.0003986800066658469-8.46917568776024e-11j)
DS-p,1e-11,51,35.0,35.0,175.9,2.0,0.0,0.7853981633974483,(-0.0011267826996225368+3.6293498947209628e-09j),(0.002231049151153899-6.832911433924456e-11j),(-0.9901194556262918+1.6291376846423001e-06j),(0.002019254822437871+0.0001714987288649639j),(-0.004053172237303407-7.050869467247634e-11j),(-0.9852523126642573-0.06908338722288962j),(-0.0007272138961422758-2.6339475755575465e-05j),(0.0014241446056539112-6.776014811347957e-11j),(-0.9950590950398797+0.07012208381962114j),(-0.0001993234741213927+1.052395924345628e-05j),(0.0003982287866208835-8.463439373309136e-11j)
DS-p,1e-11,51,35.0,35.0,176.0,2.0,0.0,0.7853981633974483,(-0.0011255076208053702+3.6319403277423356e-09j),(0.0022285500094351724-6.842793106800525e-11j),(-0.9901306604600751+1.6264491867514886e-06j),(0.002017009440668009+0.00017121066922020235j),(-0.004048648481746402-7.054623073425442e-11j),(-0.9852689542570308-0.06904556538468187j),(-0.0007263923189489152-2.6294814743846753e-05j),(0.001422569954910238-6.785967129361062e-11j),(-0.9950646989651587+0.07008249902079126j),(-0.00019909774452877074+1.0506048387992368e-05j),(0.000397778330893047-8.45656884886521e-11j)
DS-p,1e-11,51,35.0,35.0,176.1,2.0,0.0,0.7853981633974483,(-0.001124234702254992+3.6341918634444713e-09j),(0.002226055044019789-6.85516320566428e-11j),(-0.9901418462525039+1.6237662743035964e-06j),(0.0020147677737243855+0.00017092325165361192j),(-0.004044132248169609-7.061562146785869e-11j),(-0.9852855677582865-0.0690077840825338j),(-0.000725572130542404-2.625025469007008e-05j),(0.001420997888745952-6.798393630911394e-11j),(-0.9950702933631963+0.0700429587412248j),(-0.00019887239768903026+1.048817788824874e-05j),(0.0003973286380611219-8.452648660604913e-11j)
DS-p,1e-11,51,35.0,35.0,176.2,2.0,0.0,0.7853981633974483,(-0.0011229639393012282+3.6340648653237356e-09j),(0.0022235642450344068-6.860055626359905e-11j),(-0.9901530130684398+1.6210929672009594e-06j),(0.002012529813565256+0.00017063647245998395j),(-0.004039623520795191-7.061455146188274e-11j),(-0.985302153253125-0.06897004325024979j),(-0.0007247533281167125-2.620579583447184e-05j),(0.0014194284013426609-6.803397824363086e-11j),(-0.9950758782784163+0.07000346290479889j),(-0.00019864743227109363+1.0470349129279577e-05j),(0.0003968797064603808-8.441398309790505e-11j)
DS-p,1e-11,51,35.0,35.0,176.3,2.0,0.0,0.7853981633974483,(-0.0011216953251527821+3.6366672296326746e-09j),(0.0022210776070766772-6.87108533823597e-11j),(-0.9901641608826881+1.6184119703714602e-06j),(0.002010295553144935+0.00017035033526580914j),(-0.004035122279174255-7.063916694590247e-11j),(-0.9853187107353018-0.06893234283760594j),(-0.0007239359067422076-2.6161436306873767e-05j),(0.0014178614875386755-6.8144556138633e-11j),(-0.9950814536607132+0.06996401144780226j),(-0.0001984228498060972+1.045255785894826e-05j),(0.0003964315334260733-8.435318248890754e-11j)
DS-p,1e-11,51,35.0,35.0,176.4,2.0,0.0,0.7853981633974483,(-0.001120428858003241+3.637935587962122e-09j),(0.0022185951151916464-6.880478823953483e-11j),(-0.9901752898203984+1.6157461859106534e-06j),(0.002008064982261512+0.00017006483370809804j),(-0.004030628512664412-7.065770472166341e-11j),(-0.985335240351027-0.06889468276312116j),(-0.000723119866097837-2.6117177025999563e-05j),(0.0014162971412382715-6.823930291736006e-11j),(-0.9950870196180694+0.06992460427930161j),(-0.00019819864624055425+1.0434808244417278e-05j),(0.0003959841186716821-8.428470955493998e-11j)
DS-p,1e-11,51,35.0,35.0,176.5,2.0,0.0,0.7853981633974483,(-0.0011191645316469684+3.6402206913424703e-09j),(0.0022161167627168087-6.890935094490824e-11j),(-0.990186399892268+1.6130866744150017e-06j),(0.002005838093758157+0.00016977996863786545j),(-0.004026142202368438-7.069344880160927e-11j),(-0.9853517421302598-0.06885706297078388j),(-0.0007223052018967661-2.6073016129688547e-05j),(0.001414735356948629-6.83446886867378e-11j),(-0.9950925761381167+0.06988524133264518j),(-0.00019797482190725066+1.0417099993302896e-05j),(0.00039553745984986094-8.422594486887751e-11j)
DS-p,1e-11,51,35.0,35.0,176.6,2.0,0.0,0.7853981633974483,(-0.0011179023412832903+3.641518008008166e-09j),(0.0022136425405399774-6.900044981013467e-11j),(-0.9901974911408228+1.610432944912988e-06j),(0.0020036148798205228+0.00016949573623952603j),(-0.00402166333173351-7.071054396894504e-11j),(-0.9853682161352265-0.06881948339790522j),(-0.0007214919109768542-2.6028955320296925e-05j),(0.001413176129335808-6.843658082377058e-11j),(-0.9950981232420725+0.06984592253338448j),(-0.0001977513762137055+1.039943110704082e-05j),(0.0003950915551915613-8.416144563197156e-11j)
DS-p,1e-11,51,35.0,35.0,176.7,2.0,0.0,0.7853981633974483,(-0.0011166422820822544+3.6431742337615827e-09j),(0.00221117243952027-6.90750567124021e-11j),(-0.99020856360861+1.6077842221684304e-06j),(0.0020013953322640596+0.00016921213595076884j),(-0.004017191884556924-7.071070834163214e-11j),(-0.9853846624280554-0.06878194398236835j),(-0.0007206799903190578-2.598499330643774e-05j),(0.0014116194528103962-6.851182728420173e-11j),(-0.9951036609512525+0.0698066478067325j),(-0.0001975283080931159+1.0381802392500378e-05j),(0.0003946464031628783-8.407314328647922e-11j)
DS-p,1e-11,51,35.0,35.0,176.8,2.0,0.0,0.7853981633974483,(-0.0011153843493108898+3.6443195688226945e-09j),(0.0022087064505563313-6.91711955280424e-11j),(-0.9902196173379381+1.6051422822105804e-06j),(0.0019991794432599273+0.00016892916524654578j),(-0.004012727844415032-7.072567098199251e-11j),(-0.985401081070901-0.06874444465951249j),(-0.0007198694367380951-2.5941130550918364e-05j),(0.0014100653219467386-6.860872187220959e-11j),(-0.9951091892868454+0.06976741708073995j),(-0.0001973056168399559+1.0364212998168702e-05j),(0.00039420200196364254-8.400918071603524e-11j)
DS-p,1e-11,51,35.0,35.0,176.9,2.0,0.0,0.7853981633974483,(-0.001114128538222403+3.646170603662898e-09j),(0.002206244564442548-6.92605278590862e-11j),(-0.990230652371062+1.6025055532127315e-06j),(0.001996967204625718+0.00016864682354129684j),(-0.004008271195273291-7.07409288689876e-11j),(-0.9854174721254291-0.06870698536831216j),(-0.0007190602473341225-2.589736557633946e-05j),(0.00140851373108534-6.869884757853774e-11j),(-0.9951147082700785+0.06972823028000348j),(-0.0001970833015576233+1.0346663963672507e-05j),(0.0003937583498619564-8.393946679070824e-11j)
DS-p,1e-11,51,35.0,35.0,177.0,2.0,0.0,0.7853981633974483,(-0.0011128748437482863+3.6474332301103325e-09j),(0.0022037867727994122-6.935732486111561e-11j),(-0.990241668748962+1.5998749407275639e-06j),(0.0019947586083182995+0.0001683651077754603j),(-0.004003821920795021-7.07550664913084e-11j),(-0.9854338356520734-0.06866956604565426j),(-0.0007182524192243904-2.5853699138982525e-05j),(0.0014069646744177215-6.879655333703958e-11j),(-0.9951202179205888+0.06968908733155091j),(-0.00019686136162554158+1.0329154268764323e-05j),(0.00039331544482353736-8.388129017459383e-11j)
DS-p,1e-11,51,35.0,35.0,177.1,2.0,0.0,0.7853981633974483,(-0.0011116232613090707+3.6485278157468456e-09j),(0.002201333066292466-6.94305854750688e-11j),(-0.9902526665140866+1.5972496832344871e-06j),(0.001992553646573759+0.00016808401675148918j),(-0.003999380004751543-7.074589051534367e-11j),(-0.9854501717128438-0.06863218662952862j),(-0.0007174459491286235-2.5810130431092683e-05j),(0.0014054181468435758-6.887085195180894e-11j),(-0.9951257182601168+0.06964998816170845j),(-0.0001966397960152036+1.0311684372785483e-05j),(0.0003928732854721305-8.380268171075236e-11j)
DS-p,1e-11,51,35.0,35.0,177.2,2.0,0.0,0.7853981633974483,(-0.0011103737863194206+3.5637539494444405e-09j),(0.0021988834355823605-6.689384109124984e-11j),(-0.9902636457093712+1.5946300999154537e-06j),(0.001990352317905151+0.00016780345602614535j),(-0.003994945431208229-6.900013099519187e-11j),(-0.9854664803683724-0.06859484705903424j),(-0.0007166408340667403-2.5766665251470675e-05j),(0.001403874018468242-6.633879563739954e-11j),(-0.9951312093083448+0.06961093270014501j),(-0.00019641859838692363+1.0294333256143052e-05j),(0.0003924318702037792-8.199585487344036e-11j)
DS-p,1e-11,51,35.0,35.0,177.3,2.0,0.0,0.7853981633974483,(-0.0011091264139788774+3.5654894803764383e-09j),(0.002196437871735523-6.698276906636461e-11j),(-0.9902746063760605+1.5920166076611943e-06j),(0.001988154601610755+0.00016752361018394324j),(-0.003990518184020374-6.901055075315423e-11j),(-0.9854827616827402-0.06855754726792117j),(-0.0007158370709211027-2.5723291014761955e-05j),(0.0014023325328308966-6.642873860545628e-11j),(-0.9951366910902121+0.06957192086954588j),(-0.00019619777880044986+1.0276942551454239e-05j),(0.0003919911974089776-8.193968924403649e-11j)
DS-p,1e-11,51,35.0,35.0,177.4,2.0,0.0,0.7853981633974483,(-0.0011078811395846579+3.565727222557678e-09j),(0.0021939963658941103-6.706715191934889e-11j),(-0.9902855485560249+1.5894086465680396e-06j),(0.0019859604963479126+0.00016724438250840634j),(-0.00398609824711435-6.900207675592484e-11j),(-0.985499015715327-0.06852028719647506j),(-0.0007150346566283869-2.568001539254491e-05j),(0.001400793560225962-6.651389650464349e-11j),(-0.9951421636244405+0.0695329525990622j),(-0.0001959773310575147+1.0259589825389144e-05j),(0.00039155126546438525-8.185816324069921e-11j)
