"form","rtol","a","omega","phi","N","hopping","onsite","next onsite","NNN","NNN overtop"
"Linear-m","",30,5.7,1.0471975511965976,51,0.013670979381324687-0.08759078694848633*I,-0.00001657536980461229+0.000039476968465553446*I,-0.00003173732285908387+0.000041277272010917024*I,-0.0007232085315417799+0.0023884779691748033*I,-0.0007233443107826939+0.0023185412929531152*I
"Linear-m","",30,6.7,1.0471975511965976,51,0.24136502779907412-0.21862311058325606*I,0.00002190919804994848+0.000039959891899582545*I,4.99560591139727*^-6+0.00003980039232633376*I,-0.002376978801903054-0.00022782152180317143*I,-0.0023246336151955156-0.00022572790903109975*I
"Linear-m","",30,7.7,1.0471975511965976,51,0.39109820377711213-0.09259047509428611*I,0.000018189463646080972+0.00004120421663833311*I,0.000010392853559953313+0.0000413711074253127*I,-0.0010657244622226242-0.0020990417264828243*I,-0.0010289111899097515-0.002052791306248589*I
"Linear-m","",30,8.7,1.0471975511965976,51,0.36794896501321234+0.05762285052283867*I,0.00002152793378195406+0.000040955792210199754*I,-0.00001101116599511523+0.000040591313031732464*I,0.000688753114731956-0.002177765487925495*I,0.0006859980471247817-0.0021333476015670478*I
"Linear-m","",30,9.7,1.0471975511965976,51,0.2593425044031144+0.12952695437351974*I,0.000055302846137906025+0.0000386612305874029*I,0.0000390671203219662+0.000038883825959118436*I,0.0017771542386712893-0.0013443399966044274*I,0.001716729489697184-0.001290317097792956*I
"Linear-m","",30,10.7,1.0471975511965976,51,0.14106788466713377+0.12211389196687394*I,0.000044836035214913805+0.00003988894876937119*I,0.000018294513372426463+0.00004034121605338128*I,0.002153343868385049-0.00031206051100889044*I,0.002091661569116949-0.0003040326652720437*I
"Linear-m","",30,11.7,1.0471975511965976,51,0.0482705602905956+0.06352683352334529*I,0.000028098406896935255+0.00003933042346973674*I,0.000028899889606060457+0.00003954786434247132*I,0.0020703146083783774+0.0005756704027496254*I,0.0020159450395009796+0.000559917564193104*I
"Linear-m","",30,12.7,1.0471975511965976,51,-0.01030731609106972-0.020047834049461134*I,0.000022514461122649465+0.000038561918911940496*I,0.00006491876116788498+0.00003845043817587139*I,0.0017209117259175011+0.0012222800110897407*I,0.001659480451825365+0.0011860090133658612*I
"Linear-m","",30,13.7,1.0471975511965976,51,-0.03713476949223722-0.109996004338558*I,2.410174340866629*^-6+0.00003812100014481181*I,0.00007677810569855278+0.000037582209822610445*I,0.0012443983204370292+0.0016400983276162492*I,0.0012174649571841051+0.001596540814786742*I
"Linear-m","",30,14.7,1.0471975511965976,51,-0.03914443937628822-0.19656952956521506*I,0.00003869287751432667+0.00003793127477159475*I,0.000023472724469295395+0.00003792859640741423*I,0.0008006702022410116+0.0019284324459288161*I,0.0007842255561916096+0.0018900737355220516*I
"Linear-m","",30,15.7,1.0471975511965976,51,-0.023119413103483755-0.274564443414435*I,7.624584774432972*^-7+0.000039010640184354835*I,0.000015864261271793245+0.0000389829347605144*I,0.00033361510523033963+0.0019605315212296473*I,0.00033036185219581515+0.0019444297431718317*I
"Linear-m","",30,16.7,1.0471975511965976,51,0.005160124875737079-0.3420400447799384*I,9.142979238714511*^-6+0.000039164981462933995*I,0.000012314973368227414+0.00003923428414996359*I,-0.000058169503959649245+0.0019391564991983487*I,-0.00005787273415103211+0.0019281491181655228*I
"Linear-m","",30,17.7,1.0471975511965976,51,0.041212163732591976-0.3987970098402454*I,7.805878812247844*^-6+0.00003854064534546442*I,-1.4909258850837048*^-6+0.000038538759842800505*I,-0.00038423064445909487+0.001840958001433853*I,-0.00038321548559991543+0.0018359215939515844*I
"Linear-m","",30,18.7,1.0471975511965976,51,0.0817451018007226-0.4455236081115391*I,3.4396588835097083*^-6+0.000038734756586562835*I,6.806441929425172*^-6+0.000038688699114545*I,-0.0006284071101266739+0.0016558404834767042*I,-0.0006266343026256945+0.0016509735839687562*I
