-1.4102359557899291*^-9-1.0963908999910806*^-9*I,-1.0859073432123445*^-9-2.3354815222040774*^-9*I,1.6581693882550264*^-9+2.0047628295726342*^-8*I,6.912305311468359*^-10+5.272402877715126*^-9*I,-2.1979426820251113*^-9+6.222477109597891*^-8*I,-9.022856000545643*^-9-9.552526732786788*^-9*I,3.1240638166674106*^-9+2.664630732031185*^-7*I,-6.555915935124723*^-9+1.6231445216741683*^-8*I,-4.592826636368175*^-9+6.874472599607636*^-7*I,-2.547285631038232*^-8-2.68400050886961*^-8*I,7.331527149267991*^-9+1.4820203479796383*^-6*I,6.542397561204449*^-9+3.317009816318899*^-8*I,-1.577040103967948*^-8+2.2434679250806174*^-6*I,-1.495711063337346*^-8-1.6735206405981797*^-7*I,-2.5233006739622255*^-8+3.215816243234987*^-6*I,-1.1303298099590853*^-8-4.65419128185018*^-7*I,3.1381200752550464*^-8+3.5934059049893218*^-6*I,1.3175167137835508*^-9-2.0066910308041724*^-8*I,1.1856193089798683*^-8+1.5661140598272253*^-6*I,0.9999998700142514+1.0417813231341892*^-7*I,-5.190806513094559*^-8-8.115128955638786*^-8*I,0.9999999074327054-1.900909879695592*^-7*I,-6.692929838073708*^-7-5.736097003153662*^-7*I,9.65668276314835*^-8-9.244315985498966*^-7*I,-2.3996432865144857*^-6-6.677840456521309*^-7*I,-0.00001020629046225539+3.904472604930482*^-6*I,-2.3996433239428794*^-6-2.27646190569381*^-7*I,8.272308320983468*^-8-9.244317505043365*^-7*I,-6.692930799457458*^-7+3.257525629762682*^-7*I,1.880992358399558*^-8-1.9009129592540606*^-7*I,-5.190820461659085*^-8-1.6438136444530565*^-8*I,-9.470697281965812*^-10+1.0417769729357571*^-7*I,1.1856032263585226*^-8-2.742049098158686*^-7*I,1.1432307503445038*^-8-2.0067283370574977*^-8*I,3.138104850627932*^-8+4.976213833155828*^-7*I,-1.348872473092011*^-8-4.654191619950282*^-7*I,-2.523313591407117*^-8+2.1832378002059702*^-7*I,-1.0903736955003573*^-8-1.67351585023392*^-7*I,-1.5770492384023512*^-8-9.808692672675941*^-9*I,1.9920704218134855*^-8+3.317120089346153*^-8*I,7.331503723562172*^-9+1.0086389934347247*^-7*I,-9.139865727106344*^-9-2.6838259288077773*^-8*I,-4.592759294402837*^-9+3.0741122167248346*^-8*I,5.025729318819394*^-9+1.6233563969178987*^-8*I,3.124187492042907*^-9+3.453126581468256*^-8*I,-4.07342843483649*^-9-9.550475827622036*^-9*I,-2.1978023082014353*^-9+1.925203690683881*^-10*I,1.8783585901960276*^-9+5.274039583895552*^-9*I,1.6582907044065953*^-9+6.3413292427089185*^-9*I,-9.80363852598476*^-10-2.33454990309993*^-9*I,-1.4101851075754013*^-9-3.391590011727401*^-9*I
1.8350337013806062*^-9+3.764564210854002*^-9*I,-4.736830719331842*^-10+1.6537129302065421*^-9*I,-2.2582939598198015*^-9-4.791230498297542*^-9*I,1.0304657162285569*^-9+2.061607684960678*^-8*I,1.4508619652908727*^-9+7.088900986300368*^-9*I,-1.768666437265698*^-9+6.758535903646937*^-8*I,-9.502584193479824*^-9-1.1201885121796055*^-8*I,2.8178744199136574*^-9+2.848038134161969*^-7*I,-6.3128127864020556*^-9+1.809941143273791*^-8*I,-4.3556419851084605*^-9+7.294299383844358*^-7*I,-2.545089935676592*^-8-2.9301809680800146*^-8*I,7.121922562108862*^-9+1.5566236770702214*^-6*I,7.60327617199451*^-9+3.6013759316456135*^-8*I,-1.555080894263816*^-8+2.2946073527664746*^-6*I,-1.1296524021764398*^-8-1.781232736908602*^-7*I,-2.5485276410920632*^-8+3.1307169606951723*^-6*I,-2.013468929432105*^-8-4.896521491172301*^-7*I,3.25400922977781*^-8+3.2222284157771833*^-6*I,-7.503366358102559*^-8-1.8994989913724734*^-8*I,4.3612472749518516*^-8+1.0763801263333876*^-6*I,0.9999999074320562+1.9541781558892597*^-7*I,8.780095877500282*^-7-8.350006021081261*^-8*I,1.0000000111496923+1.8984000697594674*^-6*I,0.000015218894422686091-6.508556186799404*^-7*I,-0.000011647692401764442+0.00001823053839164953*I,0.00010496852030271727-0.00014768275258608045*I,-0.000011678826281957128+0.000018230538345797042*I,0.00001521889436090218-2.2148553781511435*^-7*I,1.5027728964001064*^-8+1.8983999339115626*^-6*I,8.780094851584819*^-7-1.7788496781843547*^-8*I,1.8809190340668414*^-8+1.9541751278572302*^-7*I,4.361233799966835*^-8-2.87462950783281*^-7*I,1.0820087091925612*^-8-1.899544568337318*^-8*I,3.253995590341008*^-8+5.22598382935919*^-7*I,-1.3866910380383457*^-8-4.896524813501196*^-7*I,-2.5485395038250813*^-8+2.3165783220948948*^-7*I,-1.073091492748146*^-8-1.7812320888130774*^-7*I,-1.5550904779171315*^-8-1.1236888766349486*^-8*I,1.9882247644300156*^-8+3.601439292022897*^-8*I,7.1218724979893455*^-9+1.0763779790064244*^-7*I,-9.244327223850712*^-9-2.93005593722419*^-8*I,-4.355631071963073*^-9+3.261424566543508*^-8*I,5.290183156120287*^-9+1.8101114442597086*^-8*I,2.817955764566893*^-9+3.691429198662169*^-8*I,-4.544141812834468*^-9-1.1200039281323083*^-8*I,-1.7685366209690967*^-9+7.592780810564858*^-10*I,2.638222300344051*^-9+7.0905543878021604*^-9*I,1.030597700929503*^-9+5.6874438859958835*^-9*I,-2.161325764193922*^-9-4.790054033056605*^-9*I,-4.735875094863395*^-10-1.3632535460878883*^-9*I,1.8140512876574366*^-9+3.765003145356896*^-9*I
9.36265729875596*^-10+3.314641165544146*^-9*I,6.628457140805954*^-10+1.6728050530935879*^-9*I,-1.1009972994066586*^-9+3.2854310046580137*^-10*I,-1.4988786592104453*^-9-3.766766159330126*^-9*I,1.459235428671879*^-9+2.3012721704769*^-8*I,9.717171772088973*^-10+6.798605265938607*^-9*I,-2.0734469531949462*^-9+7.122511856485722*^-8*I,-9.260982239758797*^-9-1.1500586956414847*^-8*I,3.0551915658830198*^-9+3.0044810935767326*^-7*I,-6.292205775512705*^-9+1.8985844827284287*^-8*I,-4.557310749261911*^-9+7.576223713227239*^-7*I,-2.441107352542382*^-8-3.09060525067862*^-8*I,7.348361681006476*^-9+1.5729687986144306*^-6*I,1.1546552153643419*^-8+3.796070644670368*^-8*I,-1.57961468003065*^-8+2.165949125889301*^-6*I,-4.6282688653809245*^-9-1.8785986487939892*^-7*I,-2.5333593466937698*^-8+2.6943055405617624*^-6*I,-2.2610358012958853*^-9-5.162917298859303*^-7*I,1.8872223845299574*^-8+2.4771971534165686*^-6*I,-2.6804557396592488*^-8-7.049104086704014*^-8*I,-6.692850828635827*^-7+4.962961167229325*^-7*I,1.0000000111399463-1.8976109881570629*^-6*I,-0.00002346380924056696-7.820725108984994*^-8*I,0.9999971402934505-0.00004881477296532365*I,-0.00022294411766115088+0.000027310931883892478*I,-0.0016797844791176207+0.0014395115462864823*I,-0.0002229441176860511+0.000027462943767233447*I,-2.982598346664214*^-6-0.000048814772995764136*I,-0.000023463809310131974-1.4454016246489476*^-8*I,1.5017927517887997*^-8-1.8976111179246724*^-6*I,-6.692851798190125*^-7-3.0834643951910026*^-7*I,3.005975100344588*^-8-7.049136507288564*^-8*I,1.887211286289575*^-8+5.492738148791439*^-7*I,-1.4413645436917033*^-8-5.162921450087901*^-7*I,-2.533369633343774*^-8+2.438820722588846*^-7*I,-1.1120682999899573*^-8-1.8786009900107785*^-7*I,-1.5796231548487194*^-8-1.2077886683054331*^-8*I,2.0041288619973563*^-8+3.796092738462359*^-8*I,7.348307311471343*^-9+1.1398028688431847*^-7*I,-9.2946362707097*^-9-3.090527069588877*^-8*I,-4.557327005355605*^-9+3.456842742879927*^-8*I,5.18439818072286*^-9+1.8987052898885402*^-8*I,3.055217465304516*^-9+3.962921863422055*^-8*I,-4.2813548001979784*^-9-1.1499155968914827*^-8*I,-2.073358510053247*^-9+3.6131780180247047*^-10*I,2.1679425988782586*^-9+6.8000545069088065*^-9*I,1.4593584101579848*^-9+6.990053679449785*^-9*I,-1.4017935241403268*^-9-3.765572612821009*^-9*I,-1.1008904898801575*^-9-3.000920770568167*^-9*I,6.332268199377156*^-10+1.6734885011821684*^-9*I,9.36312131993855*^-10+2.754526260785694*^-9*I
-1.1663384910653996*^-9-2.8240880852969177*^-9*I,3.052568683936663*^-10+2.0241352681122607*^-9*I,1.4149187828327303*^-9+3.5594998012412216*^-9*I,-6.636275001747904*^-10+1.1335721380099381*^-9*I,-1.9664179243261692*^-9-5.198895877462229*^-9*I,1.1403687612265845*^-9+2.3549745359096565*^-8*I,1.1969563951108597*^-9+8.135896750840866*^-9*I,-1.8060640899486557*^-9+7.240887497856277*^-8*I,-9.204821346114889*^-9-1.2979316697073298*^-8*I,2.8372212079741388*^-9+3.029577256012026*^-7*I,-5.2796468516524975*^-9+2.108419073320191*^-8*I,-4.1707630682452645*^-9+7.301586609482905*^-7*I,-2.0367177536156205*^-8-3.345587023810972*^-8*I,7.202996012145579*^-9+1.417634506175567*^-6*I,1.771375454651114*^-8+4.1753205913367624*^-8*I,-1.494007068926495*^-8+1.6955016975637276*^-6*I,0.-1.9873324036187683*^-7*I,-2.0979888000483005*^-8+1.8999843666154796*^-6*I,7.219516019729699*^-9-5.24228844539132*^-7*I,2.6250760447321664*^-7+1.6549729865448818*^-6*I,9.644751251813855*^-8+9.091441066211214*^-7*I,0.000015219028632555004+5.839912929333187*^-7*I,0.9999971403701238+0.000048804382698998985*I,0.000764135470216469-5.967347899109902*^-8*I,0.9973478821720201+0.0009669223340435366*I,0.04736098111721926-0.01727256789280539*I,-0.002652221156357333+0.0009669223340595393*I,0.0007641354701834954-1.1100864030808705*^-8*I,-2.9825216950191136*^-6+0.000048804382672938336*I,0.000015219028568630444+2.454242998730988*^-7*I,8.26036582884937*^-8+9.091439515491652*^-7*I,2.6250753060175214*^-7+5.773853635723181*^-7*I,4.0676194530686605*^-9-5.242291317205328*^-7*I,-2.0979965500989017*^-8+2.5856645237414474*^-7*I,-1.1775311913042597*^-8-1.9873355901781345*^-7*I,-1.4940139875241343*^-8-1.475733403584015*^-8*I,1.9569806129771106*^-8+4.175312630259898*^-8*I,7.202949549311999*^-9+1.2079342074178238*^-7*I,-9.012844644207274*^-9-3.345550133171554*^-8*I,-4.1707848771888045*^-9+3.5900387662725835*^-8*I,5.106613805427873*^-9+2.108493141638126*^-8*I,2.837219919074596*^-9+4.237566776894832*^-8*I,-4.351796350360315*^-9-1.2978380721456148*^-8*I,-1.8060301656963595*^-9+3.7396561343766976*^-10*I,2.414211941470512*^-9+8.136932481265645*^-9*I,1.1404514416168965*^-9+7.145775463097942*^-9*I,-1.8605857410314286*^-9-5.197905425085866*^-9*I,-6.635287423673031*^-10-2.3800986002506064*^-9*I,1.3853409981667841*^-9+3.5602010392251446*^-9*I,3.053162098143325*^-10+1.3565250172299399*^-9*I,-1.1750008049871141*^-9-2.823843545163874*^-9*I
-8.533273497535188*^-10-1.6390354577336734*^-9*I,-3.172883067392718*^-10-1.2389114767661405*^-9*I,1.0239287039776057*^-9+2.946902793057097*^-9*I,7.101095302053384*^-10+2.7880613029311*^-9*I,-1.3863574940820023*^-9+2.4780731993408596*^-10*I,-1.4067072472145892*^-9-4.991459272295613*^-9*I,2.0692941873901027*^-9+2.1426526947084226*^-8*I,2.7854073908484267*^-10+8.524092525251164*^-9*I,-2.956258324943173*^-9+6.183997985667564*^-8*I,-8.370825596917819*^-9-1.350714222694859*^-8*I,5.159822756561905*^-9+2.5144085630797797*^-7*I,-7.008631567467782*^-9+2.3758230757792806*^-8*I,-6.289295196130431*^-9+5.412088460665601*^-7*I,-1.9526814568071593*^-8-3.389681863241062*^-8*I,1.3426286464557347*^-8+9.337645673582343*^-7*I,7.233089576938467*^-9+4.837679375679712*^-8*I,-1.6975598832874583*^-8+8.951360253342281*^-7*I,2.330788202026257*^-8-2.206978685836568*^-7*I,-2.549268294030349*^-8+9.926022077838762*^-7*I,-5.039846616081145*^-8-8.221181598436825*^-7*I,-2.396186407932488*^-6+6.612839128907734*^-7*I,-0.000011651556281234293-0.00001825563995395526*I,-0.00022294654465276204-0.000027339995346971633*I,0.9973478861034701-0.0009668873265312224*I,0.01270534983143589-6.07141359211542*^-8*I,0.0064614961574174495+0.3974561497308904*I,0.0127053498314267-4.2362471967280246*^-8*I,-0.002652217224908271-0.0009668873265122912*I,-0.0002229465446815463-0.000027431565406523222*I,-0.000011682690191333611-0.000018255640008344892*I,-2.396186448358484*^-6+2.5150722280542837*^-7*I,-4.2710055121047974*^-8-8.221182827482379*^-7*I,-2.5492721350550696*^-8+2.569479802450565*^-7*I,1.4235986972588321*^-8-2.206980643769999*^-7*I,-1.6975641267680253*^-8-8.453588466449067*^-9*I,4.342774351934198*^-9+4.837662382234048*^-8*I,1.342625355338356*^-8+1.2338604212673215*^-7*I,-1.4796094256058767*^-8-3.3896751007718924*^-8*I,-6.289315977814461*^-9+3.962975405668675*^-8*I,-3.8482736094969106*^-10+2.3758560613585452*^-8*I,5.159805721577371*^-9+4.3339849649905085*^-8*I,-4.60826756268351*^-9-1.3506671581980586*^-8*I,-2.9562609374367277*^-9+1.0954358704611736*^-9*I,1.3690803490895576*^-9+8.524635343527144*^-9*I,2.0693137099681014*^-9+7.346248352537823*^-9*I,-1.2799418504239046*^-9-4.9908791611130865*^-9*I,-1.386308914885781*^-9-2.7806790842242828*^-9*I,6.892092417609685*^-10+2.7885627487398807*^-9*I,1.0239714440946068*^-9+2.3000926883581787*^-9*I,-3.2594493770687905*^-10-1.238648616907336*^-9*I,-8.533167228375049*^-10-1.7031771501257122*^-9*I
5.336297268448526*^-9-2.0135161757830955*^-9*I,-2.2472501181255196*^-9+3.329453234182454*^-10*I,-6.68099043146444*^-9+2.420205228797527*^-9*I,5.448998570800546*^-9-7.183556359116764*^-10*I,9.548866922860783*^-9-2.9952716724722732*^-9*I,-7.814907264223331*^-9+1.1806815502812714*^-9*I,-1.520892459482592*^-8+5.521974381733155*^-9*I,2.1685177724679867*^-8-1.950920533340206*^-9*I,2.216782810280531*^-8-2.423266128906748*^-9*I,1.6520246647516906*^-9+2.527711593991878*^-9*I,-4.255277458616961*^-8+2.4407271988884038*^-8*I,1.2394798940103162*^-7-4.449624218619573*^-9*I,4.928209630444466*^-8+1.6167584368509442*^-8*I,1.064877276403435*^-7+5.800344504239617*^-9*I,-1.1443709710047305*^-7+7.086843949457719*^-8*I,3.339833934510127*^-7-9.258570486806404*^-9*I,1.051039515770589*^-7-3.211600077598052*^-8*I,-1.1021720745449812*^-7+1.1857101301209876*^-7*I,-6.351617110751589*^-7-6.460656401754655*^-8*I,8.442874813351797*^-7+2.5508472889595907*^-6*I,-0.000010278487972029817-3.90450854698537*^-6*I,0.000105048621084267+0.00014768143957607764*I,-0.0016797336513610858-0.0014395107803504869*I,0.04736090064092424+0.01727257045157967*I,0.006461477728895733-0.3974561597041689*I,-0.02689294544170289-3.110191798228754*^-9*I,0.006461477728921784-0.39745615970417864*I,0.047360900640740035+0.017272570451588476*I,-0.0016797336513466406-0.0014395107803936715*I,0.00010504862085979394+0.0001476814395864676*I,-0.000010278487992398947-3.904508618277879*^-6*I,8.44287248545601*^-7+2.550847297291315*^-6*I,-6.35161748812452*^-7-6.460665120719728*^-8*I,-1.1021751516581121*^-7+1.1857101265011933*^-7*I,1.0510388042894037*^-7-3.2116089299616636*^-8*I,3.3398308377101035*^-7-9.258565254607378*^-9*I,-1.1443711264200425*^-7+7.086835017500595*^-8*I,1.0648751583274261*^-7+5.800359649995802*^-9*I,4.928220354114704*^-8+1.616751754826211*^-8*I,1.2394785523668377*^-7-4.449586118773476*^-9*I,-4.2552595930324864*^-8+2.4407256697690838*^-8*I,1.6519652881887515*^-9+2.527755760212407*^-9*I,2.216803510405783*^-8-2.4232589863528776*^-9*I,2.168520039664002*^-8-1.9508769108266486*^-9*I,-1.520869923092515*^-8+5.522005274403083*^-9*I,-7.814866935057385*^-9+1.1807175398748197*^-9*I,9.549103851401447*^-9-2.995233433385029*^-9*I,5.449028560096446*^-9-7.183387282591444*^-10*I,-6.680825351261582*^-9+2.4202300182690387*^-9*I,-2.247235475034633*^-9+3.329589770326359*^-10*I,5.336343956329375*^-9-2.01350558888009*^-9*I
-8.533209000516351*^-10-1.7032354096234401*^-9*I,-3.259439662617325*^-10-1.2391357203050455*^-9*I,1.0239701205005947*^-9+2.299913071600644*^-9*I,6.892143869507983*^-10+2.7876329090541853*^-9*I,-1.3863036898986714*^-9-2.7809507911521377*^-9*I,-1.279933513342879*^-9-4.991959000038596*^-9*I,2.0693195663945563*^-9+7.345985841987383*^-9*I,1.3690897304741156*^-9+8.523621531547612*^-9*I,-2.9562516462577904*^-9+1.0954131247259722*^-9*I,-4.608267146349876*^-9-1.3507556753558158*^-8*I,5.159814707444976*^-9+4.334022302172766*^-8*I,-3.8484102363178785*^-10+2.375793063636736*^-8*I,-6.289309076625762*^-9+3.963052292642237*^-8*I,-1.479610966387268*^-8-3.389690051271945*^-8*I,1.3426259333482182*^-8+1.2338726811337323*^-7*I,4.342756468669884*^-9+4.837693285612433*^-8*I,-1.697564136135532*^-8-8.452104799054957*^-9*I,1.4235968813502975*^-8-2.206976927258343*^-7*I,-2.549272015012205*^-8+2.5694928638645305*^-7*I,-4.271007095560386*^-8-8.221180543152269*^-7*I,-2.3961864453816983*^-6+2.5150830564025923*^-7*I,-0.000011682690200270907-0.000018255639907807536*I,-0.00022294654467770215-0.000027431564454000144*I,-0.002652217224912559-0.0009668873265472415*I,0.0127053498314267-4.236201788191878*^-8*I,0.006461496157443499+0.39745614973090027*I,0.01270534983141174-6.071413592140273*^-8*I,0.9973478861034358-0.000966887326527035*I,-0.0002229465447081639-0.000027339995415205426*I,-0.000011651556248791495-0.000018255639960370027*I,-2.396186483337448*^-6+6.612838305877917*^-7*I,-5.039837595172125*^-8-8.221181774894375*^-7*I,-2.549276047897342*^-8+9.926021205508773*^-7*I,2.330796784744127*^-8-2.2069789121393507*^-7*I,-1.697568177000397*^-8+8.951359171335183*^-7*I,7.233188693833714*^-9+4.8376760333862284*^-8*I,1.3426233319568937*^-8+9.337644620045583*^-7*I,-1.952668286439585*^-8-3.389683165336249*^-8*I,-6.289323381458438*^-9+5.412087760052938*^-7*I,-7.00858139579541*^-9+2.3758262372975517*^-8*I,5.1598046529877095*^-9+2.5144082226861326*^-7*I,-8.370847577598983*^-9-1.3507086059591157*^-8*I,-2.956248929680827*^-9+6.183997346068188*^-8*I,2.7848850309153406*^-10+8.524160992985848*^-9*I,2.069339956334293*^-9+2.1426545512744378*^-8*I,-1.4068029796643344*^-9-4.991379603234024*^-9*I,-1.3862551523358135*^-9+2.4783150517416365*^-10*I,7.100247403912796*^-10+2.788134580999608*^-9*I,1.0240143108464217*^-9+2.94692263532303*^-9*I,-3.173397170042058*^-10-1.2388704213813562*^-9*I,-8.533089547457795*^-10-1.6390258748902912*^-9*I
-1.175003198905511*^-9-2.82431293019961*^-9*I,3.0530507982851063*^-10+1.3562980704480658*^-9*I,1.3853408403069478*^-9+3.558848261000206*^-9*I,-6.635317885417269*^-10-2.380527920006725*^-9*I,-1.8605820079065083*^-9-5.199822619078793*^-9*I,1.1404484127897074*^-9+7.145268871284035*^-9*I,2.4142217253109166*^-9+8.134926748710805*^-9*I,-1.8060313036749598*^-9+3.7370222121140355*^-10*I,-4.3517867226450235*^-9-1.298020188023234*^-8*I,2.8372201307108602*^-9+4.237600748553487*^-8*I,5.106608975957716*^-9+2.1083476722390167*^-8*I,-4.1707861747619646*^-9+3.59014870870535*^-8*I,-9.012848271022233*^-9-3.3456251474366815*^-8*I,7.202953775098386*^-9+1.2079533866456971*^-7*I,1.956980526934826*^-8+4.175326314680535*^-8*I,-1.494013947972439*^-8-1.4754743751003051*^-8*I,-1.1775314508188917*^-8-1.9873292653828788*^-7*I,-2.0979965764666986*^-8+2.585691239253439*^-7*I,4.067617655895139*^-9-5.242285626870151*^-7*I,2.625075315905445*^-7+5.773876636952277*^-7*I,8.260365946116677*^-8+9.091442585269501*^-7*I,0.000015219028570694765+2.454262498168256*^-7*I,-2.9825216911871094*^-6+0.00004880438272971903*I,0.0007641354701834954-1.1099526490743028*^-8*I,-0.002652221156353045+0.0009669223340245937*I,0.04736098111703506-0.01727256789281419*I,0.9973478821719858+0.0009669223340393534*I,0.0007641354701438466-5.967347899115827*^-8*I,0.9999971403701048+0.00004880438270473694*I,0.000015219028507821447+5.83991228457033*^-7*I,9.644760712995692*^-8+9.091441043291016*^-7*I,2.625074578890829*^-7+1.6549729063747954*^-6*I,7.21965981442807*^-9-5.242288542765866*^-7*I,-2.0980043202722953*^-8+1.899984288186632*^-6*I,0.-1.9873325030672698*^-7*I,-1.4940199613913685*^-8+1.6955016037473078*^-6*I,1.771395263805431*^-8+4.175318252320961*^-8*I,7.2029201075851645*^-9+1.4176344094385113*^-6*I,-2.036702298221073*^-8-3.345587951270097*^-8*I,-4.170794237756681*^-9+7.301585975793155*^-7*I,-5.279627804388731*^-9+2.10842195293023*^-8*I,2.8372321471403783*^-9+3.0295769601074516*^-7*I,-9.204895550646297*^-9-1.297926831107271*^-8*I,-1.8059915923851477*^-9+7.240886697761298*^-8*I,1.196816652726529*^-9+8.135958535151188*^-9*I,1.1405316101276153*^-9+2.354975805850849*^-8*I,-1.9665864353646256*^-9-5.198832605365151*^-9*I,-6.634314694831112*^-10+1.1335908950483565*^-9*I,1.414790052473025*^-9+3.559551331632746*^-9*I,3.0536657230628705*^-10+2.024153760053399*^-9*I,-1.1663863139221853*^-9-2.8240653702129845*^-9*I
9.363078836560623*^-10+2.754357478689108*^-9*I,6.332231492628404*^-10+1.6721502578917526*^-9*I,-1.1008961841099674*^-9-3.001398651131248*^-9*I,-1.401794910184384*^-9-3.767917602535927*^-9*I,1.4593568003345991*^-9+6.989386528889298*^-9*I,2.16794845356999*^-9+6.797209342346139*^-9*I,-2.0733575854456343*^-9+3.608079865240619*^-10*I,-4.281344086545791*^-9-1.1501970226589759*^-8*I,3.0552175034684326*^-9+3.962931621881564*^-8*I,5.184398770095161*^-9+1.898466138305404*^-8*I,-4.557328216192591*^-9+3.45694916007325*^-8*I,-9.29463764808014*^-9-3.090684640961606*^-8*I,7.3483099887318225*^-9+1.1398253165926459*^-7*I,2.0041288449970662*^-8+3.796046527331023*^-8*I,-1.579623248523787*^-8-1.2074605968466157*^-8*I,-1.1120683963538464*^-8-1.8785963263623464*^-7*I,-2.5333698597251875*^-8+2.438858507929123*^-7*I,-1.4413646167235616*^-8-5.162913105694266*^-7*I,1.887211071183864*^-8+5.492774801384811*^-7*I,3.005975377553399*^-8-7.04907140823587*^-8*I,-6.692851790418564*^-7-3.0834327195631394*^-7*I,1.5017930590950634*^-8-1.897610852375207*^-6*I,-0.000023463809310131974-1.4451680092472628*^-8*I,-2.982598350511831*^-6-0.00004881477293898341*I,-0.00022294411768989525+0.000027462944719756853*I,-0.0016797844791031796+0.001439511546329662*I,-0.0002229441177165753+0.000027310931952126058*I,0.9999971402934317-0.00004881477297106154*I,-0.000023463809380840604-7.820725108979217*^-8*I,1.000000011139999-1.897610981580633*^-6*I,-6.692852761776974*^-7+4.962960533900912*^-7*I,-2.6804399018073854*^-8-7.049103975821607*^-8*I,1.887200190651278*^-8+2.477197078313042*^-6*I,-2.2608091180403855*^-9-5.162917335813514*^-7*I,-2.533379318738621*^-8+2.69430547198077*^-6*I,-4.62800228478652*^-9-1.8785987273734642*^-7*I,-1.579630082640393*^-8+2.1659490417040434*^-6*I,1.1546783605653754*^-8+3.796068466737315*^-8*I,7.348275380098588*^-9+1.5729687111195527*^-6*I,-2.4410940458255426*^-8-3.0906062278107564*^-8*I,-4.557322888856796*^-9+7.576223147288032*^-7*I,-6.292235494361614*^-9+1.8985868281904582*^-8*I,3.0552550697726666*^-9+3.004480811083804*^-7*I,-9.261146668992914*^-9-1.1500544710823748*^-8*I,-2.0732665827194463*^-9+7.12251072527267*^-8*I,9.71501336842484*^-10+6.7986542779609885*^-9*I,1.4594813326634926*^-9+2.3012731706900894*^-8*I,-1.499092932254198*^-9-3.766721077154228*^-9*I,-1.1007862919798495*^-9+3.285620638551541*^-10*I,6.627208989917754*^-10+1.672838796151868*^-9*I,9.363547680274475*^-10+3.3146499000192124*^-9*I
1.8140506458097505*^-9+3.7641334283952734*^-9*I,-4.735878599004817*^-10-1.36367340867169*^-9*I,-2.161331246787468*^-9-4.792385222564*^-9*I,1.0305939365795602*^-9+5.686727648719724*^-9*I,2.638222133810597*^-9+7.08728332072709*^-9*I,-1.7685337985740013*^-9+7.586076335570252*^-10*I,-4.544135802017624*^-9-1.1203692021814652*^-8*I,2.8179578670517458*^-9+3.691414267972329*^-8*I,5.290186160661348*^-9+1.8097729612043913*^-8*I,-4.355632726889269*^-9+3.2615066055020295*^-8*I,-9.244323473378557*^-9-2.9303072615616503*^-8*I,7.1218755996749206*^-9+1.0764000505098454*^-7*I,1.9882249215795155*^-8+3.6013105780034345*^-8*I,-1.5550905722860886*^-8-1.1233282137788811*^-8*I,-1.0730915683820896*^-8-1.781233404999698*^-7*I,-2.5485398618720068*^-8+2.3166230005863353*^-7*I,-1.3866908961379654*^-8-4.896518133812456*^-7*I,3.253995305846358*^-8+5.226031552689485*^-7*I,1.0820091007196497*^-8-1.89945288011307*^-8*I,4.361233766139727*^-8-2.874584190939262*^-7*I,1.8809194722579914*^-8+1.954181233388473*^-7*I,8.780094851584819*^-7-1.7784944640429004*^-8*I,1.5027725866652297*^-8+1.898400199461088*^-6*I,0.000015218894358841328-2.214835878714079*^-7*I,-0.000011678826273002485+0.000018230538446334506*I,0.00010496852007824551-0.00014768275259644266*I,-0.000011647692369314705+0.000018230538398060503*I,0.00001521889429810519-6.50855554203831*^-7*I,1.000000011149745+1.8984000631829826*^-6*I,8.780093773107234*^-7-8.350006021085054*^-8*I,0.9999999074321737+1.9541782116512489*^-7*I,4.3612205203116816*^-8+1.0763800645231134*^-6*I,-7.503342182822725*^-8-1.8994986501775457*^-8*I,3.2539827887756445*^-8+3.222228347985491*^-6*I,-2.0134350169759285*^-8-4.896521521789951*^-7*I,-2.5485501619661177*^-8+3.1307168984972147*^-6*I,-1.1296224729923088*^-8-1.7812328114430122*^-7*I,-1.5550977169181968*^-8+2.294607276655664*^-6*I,7.603486821036186*^-9+3.601373785257692*^-8*I,7.121854404823491*^-9+1.5566235981703907*^-6*I,-2.5450814143679334*^-8-2.930182267796575*^-8*I,-4.355601487121552*^-9+7.294298864099993*^-7*I,-6.3129334537670445*^-9+1.8099429462784458*^-8*I,2.8180441626057817*^-9+2.8480378479538726*^-7*I,-9.50282397563229*^-9-1.1201852505651762*^-8*I,-1.7684031721615368*^-9+6.75853483419087*^-8*I,1.4505999595959551*^-9+7.088936183733893*^-9*I,1.0307275866150434*^-9+2.061608744005072*^-8*I,-2.258506485129652*^-9-4.7911988390361364*^-9*I,-4.734922211258041*^-10+1.6537234533334649*^-9*I,1.834955729029808*^-9+3.764578066166882*^-9*I
