1.1686481719841435*^-8+3.25856090513372*^-7*I,1.2849414386673086*^-8+5.8751145536830835*^-9*I,-1.8615738813301808*^-8+8.803330339643459*^-7*I,-5.917713319369966*^-9-6.299234484289496*^-8*I,-2.3404233759349857*^-8+1.4892689446207223*^-6*I,-4.945928874788841*^-9-2.1730589789595296*^-7*I,3.028516976436024*^-8+1.913332970920667*^-6*I,6.109315354996259*^-8-1.3029601872434736*^-8*I,1.3760133220352966*^-8+1.1097332687156714*^-6*I,1.000000097720369+5.703227535700715*^-8*I,-1.656174723752013*^-8-9.310537739349137*^-8*I,1.0000000995570684-5.703227841074359*^-8*I,1.3286148403127181*^-8-1.4177747537235682*^-6*I,5.8836950499185914*^-8+4.331730317260491*^-9*I,3.1315280590860084*^-8-2.752877506958723*^-6*I,-3.5308585742688248*^-9+3.2786450952582474*^-7*I,-2.5173194372757335*^-8-2.653957223100645*^-6*I,-1.5466727149027193*^-8+1.6419986420024498*^-7*I,-1.5798115007154*^-8-2.007335599204523*^-6*I,6.526186285826796*^-9-4.574699554889206*^-8*I,7.331554342793201*^-9-1.5171743178463462*^-6*I,-2.545131788309063*^-8+3.941515345248458*^-8*I,-4.555881429058051*^-9-7.688671312645583*^-7*I,-5.29766373824625*^-9-2.770285374497164*^-8*I,5.6941388756892586*^-9-2.6291628278503716*^-7*I,-5.345923485883828*^-8-2.505487952939445*^-8*I,5.6941308612667996*^-9-4.8761359576635686*^-8*I,5.088742552339376*^-9-2.7702139167969913*^-8*I,-4.5558989220095825*^-9-2.818321951161116*^-8*I,-9.24445031635912*^-9+3.94164163240308*^-8*I,7.331533852239502*^-9-1.1206397969922563*^-7*I,2.0025025925657358*^-8-4.574537561141319*^-8*I,-1.5798120121118808*^-8+2.6642970527433188*^-8*I,-1.102470651576093*^-8+1.6420173359980567*^-7*I,-2.5173190806165868*^-8-1.9956592401175353*^-7*I,-1.3313527709099549*^-8+3.278664941767303*^-7*I,3.1315264895082073*^-8-3.2287281698779487*^-7*I,1.1222751915285212*^-8+4.333665114795401*^-9*I,1.3286099248615318*^-8+1.7940596148329024*^-7*I,6.286473702710182*^-10-5.7030563592731964*^-8*I,-1.6561856289176724*^-8-1.635303413450199*^-8*I,-1.1856737536231066*^-9+5.7033550799774274*^-8*I,1.375998291003322*^-8-1.3247429956483706*^-7*I,1.3383716052084438*^-8-1.3028848313310698*^-8*I,3.0285025182097414*^-8+2.409799781790565*^-7*I,-1.5952228735877094*^-8-2.173055673061674*^-7*I,-2.3404354482225997*^-8+8.676105044575808*^-8*I,-6.481114221690287*^-9-6.299231913475425*^-8*I,-1.8615822673304083*^-8-6.417541448485291*^-9*I,1.4735091133366574*^-8+5.875020710097363*^-9*I,1.1686448163350516*^-8+2.205022241283801*^-8*I
-1.9159767158244412*^-8-1.2595889426866603*^-8*I,4.275840292944366*^-9+5.560356135991175*^-7*I,1.5794516243505807*^-8+1.3025638492396487*^-8*I,-1.3723237945323374*^-8+1.0642211886978231*^-6*I,-1.639807309383734*^-8-7.494640805529575*^-8*I,-2.6632736994935957*^-8+1.6817351300279835*^-6*I,-2.0003967787785015*^-9-2.420305281883434*^-7*I,3.241689783273216*^-8+2.1152161685589154*^-6*I,5.8174136129823806*^-8-1.3182819252374256*^-8*I,1.2349754347634745*^-8+1.2153556089050623*^-6*I,1.000000099557084+6.13522130971052*^-8*I,-1.5625369168686953*^-8-9.385850285491943*^-8*I,1.000000098384537-6.135221539256527*^-8*I,1.2658236712287385*^-8-1.5219053966510779*^-6*I,5.962215696847517*^-8+4.358175428824989*^-9*I,3.174455103123475*^-8-2.9539379749598625*^-6*I,-3.951452120370957*^-9+3.5326757004690457*^-7*I,-2.5479581895748726*^-8-2.8343871520806493*^-6*I,-1.5197686917961528*^-8+1.7405521601438153*^-7*I,-1.556061592425384*^-8-2.1347115920755877*^-6*I,6.541972706608501*^-9-4.7779869982751504*^-8*I,7.122056552150147*^-9-1.5908692432491014*^-6*I,-2.4412578441407318*^-8+4.106000379572316*^-8*I,-4.148413945692653*^-9-7.395313093909189*^-7*I,-7.614007629247466*^-9-3.0782357880781356*^-8*I,1.3685380034309917*^-7+3.6246015642591083*^-9*I,-9.901238544329782*^-10-3.078205773734975*^-8*I,-4.148437086903822*^-9-2.985234674785534*^-8*I,-9.295872321901655*^-9+4.1060797707341224*^-8*I,7.12200957236897*^-9-1.185104276760029*^-7*I,1.9920698743347565*^-8-4.7778747812158234*^-8*I,-1.5560680535764426*^-8+2.7450219869788082*^-8*I,-1.0760424426492499*^-8+1.7405666235689347*^-7*I,-2.5479624465862827*^-8-2.1216689946037334*^-7*I,-1.3784042348502501*^-8+3.532693381322251*^-7*I,3.174452387760818*^-8-3.490967216247422*^-7*I,1.1982652439734842*^-8+4.360116077651707*^-9*I,1.2658198895315609*^-8+1.9426057524286882*^-7*I,-5.520550330410073*^-10-6.135026596730454*^-8*I,-1.5625426834364742*^-8-1.7087309104683236*^-8*I,6.285426207286449*^-10+6.135392305133165*^-8*I,1.2349653411014572*^-8-1.4597815901608545*^-7*I,1.0589463250720854*^-8-1.3181572289056989*^-8*I,3.2416776797605795*^-8+2.665094008103668*^-7*I,-1.1912447289014194*^-8-2.4202973765132964*^-7*I,-2.663284715334613*^-8+1.0038576560390956*^-7*I,-1.3192566594710797*^-8-7.494598087400128*^-8*I,-1.3723320865105526*^-8-7.979841561401772*^-10*I,2.4304879980147076*^-8+1.3025825090029672*^-8*I,4.27579902734232*^-9+3.0517242300582915*^-8*I,-1.4429791798942215*^-8-1.2595835423840761*^-8*I
-7.410656337522038*^-9+2.0946054729706745*^-7*I,-1.621264255489039*^-8-7.709461166704853*^-9*I,9.168382023551533*^-9+7.162893178179033*^-7*I,5.320957566635032*^-9+1.2395683886159482*^-8*I,-1.6951677858932134*^-8+1.2096486784269849*^-6*I,-1.3448811566430815*^-8-8.424510104467822*^-8*I,-2.45009807198483*^-8+1.8667108590360889*^-6*I,-4.9205709586476054*^-9-2.6687901630026576*^-7*I,3.1006580428338724*^-8+2.3162846270619816*^-6*I,6.00105077827374*^-8-1.432276298192796*^-8*I,1.3286192015803725*^-8+1.3197535172860537*^-6*I,1.0000000983845536+6.702330347896161*^-8*I,-1.625334061041335*^-8-9.337150008570836*^-8*I,1.0000000991620737-6.702330551716218*^-8*I,1.3087426484565571*^-8-1.6272046699535515*^-6*I,5.901673710685018*^-8+5.58308241669448*^-9*I,3.1438128771237634*^-8-3.1532471212842243*^-6*I,-4.072216370356963*^-9+3.7766132386828383*^-7*I,-2.5242181276010272*^-8-3.011923801053975*^-6*I,-1.5385185684452445*^-8+1.8476047570010402*^-7*I,-1.5770456986259837*^-8-2.2458712432388107*^-6*I,7.603010677990938*^-9-5.058102509221957*^-8*I,7.3466915802969165*^-9-1.6053567060254737*^-6*I,-2.0339961109133826*^-8+4.342335549173779*^-8*I,-7.057799971466122*^-9-5.444144587506844*^-7*I,6.532616827516201*^-8-1.626646587262266*^-8*I,-7.057813835693959*^-9-3.346863854830182*^-8*I,-8.98541211870749*^-9+4.3423736191023156*^-8*I,7.346639904433459*^-9-1.2520454314329696*^-7*I,1.9882387578854067*^-8-5.058037113889488*^-8*I,-1.577054885906026*^-8+2.8781515189988392*^-8*I,-1.0864642728471573*^-8+1.8476142282849366*^-7*I,-2.524228299577744*^-8-2.255154637267074*^-7*I,-1.3519685292468284*^-8+3.776626687246852*^-7*I,3.143805485083805*^-8-3.743616141041556*^-7*I,1.15121392234848*^-8+5.5848085267357035*^-9*I,1.3087376998947248*^-8+2.079808634420319*^-7*I,2.0796306334800066*^-10-6.702135085621445*^-8*I,-1.6253385007069298*^-8-1.6597365224890067*^-8*I,-5.521690283068798*^-10+6.70252487178359*^-8*I,1.3286140374203043*^-8-1.605882126823642*^-7*I,1.2403590873284978*^-8-1.4321079038207178*^-8*I,3.1006508265310674*^-8+2.924046058149855*^-7*I,-1.4706703910092362*^-8-2.6687773272096527*^-7*I,-2.4501067939366567*^-8+1.1411693982655788*^-7*I,-9.152840634415246*^-9-8.424421441357611*^-8*I,-1.6951750984933016*^-8-1.978458964831505*^-9*I,1.7593374931229787*^-8+1.2396270568962571*^-8*I,9.168340649263195*^-9+4.6629475120358355*^-8*I,-4.860006607191648*^-9-7.709128539274765*^-9*I,-7.41066573403295*^-9+2.8600301642606154*^-9*I
2.9470194791436644*^-9+1.0592344542155346*^-8*I,-2.518128879025472*^-9+3.37079173572994*^-7*I,-2.6685708559570642*^-8-1.436906163323305*^-8*I,5.93998111114713*^-9+8.264921459439645*^-7*I,8.270830541279306*^-9+1.690537344831984*^-8*I,-1.4819855429643036*^-8+1.3461956404974277*^-6*I,-1.63692175231267*^-8-9.530808800637213*^-8*I,-2.5911273147938285*^-8+2.0489452015992995*^-6*I,-3.0846769166759103*^-9-2.9162908854533426*^-7*I,3.1943087709651596*^-8+2.516691975985628*^-6*I,5.8837315297655124*^-8-1.4832266955174203*^-8*I,1.2658282311228675*^-8+1.424858165690289*^-6*I,1.000000099162092+7.18262991764582*^-8*I,-1.5824210740367217*^-8-9.370405722781871*^-8*I,1.0000000989237645-7.18263027234153*^-8*I,1.2780921997829209*^-8-1.7317648580621162*^-6*I,5.977345077928797*^-8+6.034472350634468*^-9*I,3.167551253929757*^-8-3.350794095829963*^-6*I,-4.403801229929671*^-9+4.0272236429021476*^-7*I,-2.5452213364696163*^-8-3.1731937934002538*^-6*I,-1.4957591457087638*^-8+1.9486172463259617*^-7*I,-1.5551024024063054*^-8-2.2951503833393677*^-6*I,1.1547419605587028*^-8-5.2737018544025065*^-8*I,7.176904584516031*^-9-1.4435743646486163*^-6*I,-1.8867127114102766*^-8+4.4505735048621623*^-8*I,9.237102105367085*^-8-4.551151317847343*^-9*I,-1.413629147420381*^-8+4.4505816370434086*^-8*I,7.176862375224413*^-9-1.316235918330363*^-7*I,2.0042520797527996*^-8-5.273677749907134*^-8*I,-1.5551120828571907*^-8+2.986071596552399*^-8*I,-1.0903700532749472*^-8+1.948622029023821*^-7*I,-2.5452341817500113*^-8-2.3838348371011847*^-7*I,-1.3623835580511834*^-8+4.02723211400611*^-7*I,3.167537708514967*^-8-4.002666099504475*^-7*I,1.1776492035014963*^-8+6.035776869241306*^-9*I,1.2780824095240395*^-8+2.2246807166061092*^-7*I,-2.6242713557778075*^-10-7.182456162770898*^-8*I,-1.5824268569109012*^-8-1.6932854448250835*^-8*I,2.0783900495124865*^-10+7.182825048017197*^-8*I,1.2658242998925262*^-8-1.7446293852264032*^-7*I,1.12227815235455*^-8-1.4830348098769881*^-8*I,3.1943063154640794*^-8+3.17918741559798*^-7*I,-1.2892579608070331*^-8-2.9162736740747177*^-7*I,-2.5911308820791845*^-8+1.269951856749736*^-7*I,-1.1947156621644472*^-8-9.530670758561195*^-8*I,-1.48199037902641*^-8-1.6449149745949183*^-9*I,2.163304442526215*^-8+1.6906417971839202*^-8*I,5.939951083083761*^-9+5.26215818588749*^-8*I,-1.1571519492603599*^-8-1.436833040387674*^-8*I,-2.5181364840531906*^-9+1.6873106673826038*^-8*I,9.569785359986316*^-9+1.059262347564295*^-8*I
4.8925340237482295*^-9+1.157047015571457*^-7*I,-7.52614099513993*^-9+5.873111251676165*^-9*I,-5.74654955391718*^-9+4.030635375839469*^-7*I,-2.3735944300329326*^-8-1.3404744820295425*^-8*I,8.071846968604746*^-9+9.264317929885031*^-7*I,5.350105660578697*^-9+1.8010334351314506*^-8*I,-1.6230074131873273*^-8+1.478077194763542*^-6*I,-1.4533898758106734*^-8-1.0518751555984683*^-7*I,-2.497473364920788*^-8+2.2310817888988812*^-6*I,-4.257249480027481*^-9-3.164694378453438*^-7*I,3.131525413979652*^-8+2.717281056990265*^-6*I,5.962255124336568*^-8-1.5726806554294926*^-8*I,1.3087476897358139*^-8+1.5294923248863787*^-6*I,1.0000000989237838+7.716702322565538*^-8*I,-1.6130779691148067*^-8-9.344586975943689*^-8*I,1.0000000992689972-7.71670283657935*^-8*I,1.3018228880307126*^-8-1.834798235201226*^-6*I,5.662894490138237*^-8+6.970462094973874*^-9*I,3.146539126128167*^-8-3.5341491351135327*^-6*I,-6.695987535276782*^-9+4.2734053126416616*^-7*I,-2.523295390688407*^-8-3.272101710507734*^-6*I,-1.129718732451046*^-8+2.054211303351824*^-7*I,-1.579323761179141*^-8-2.160029911370596*^-6*I,1.767252087725435*^-8-5.6158077067428376*^-8*I,1.4626936196970863*^-8-9.505066571132897*^-7*I,-1.3911893685044265*^-7-7.18311355251092*^-8*I,1.4626909058956805*^-8-1.3438525135088997*^-7*I,1.952885356898415*^-8-5.615813445036046*^-8*I,-1.579332326549776*^-8+3.1109989960584436*^-8*I,-1.0731090693133494*^-8+2.054211968757269*^-7*I,-2.5233087258547116*^-8-2.515257216851874*^-7*I,-1.366281790482482*^-8+4.27340908535179*^-7*I,3.146522833605281*^-8-4.257347261098868*^-7*I,1.1672319055744396*^-8+6.971269975061125*^-9*I,1.3018068532877347*^-8+2.3642266244420686*^-7*I,0.-7.71657061722342*^-8*I,-1.613088568275245*^-8-1.669351328244691*^-8*I,-2.6256070928543096*^-10+7.716876097922437*^-8*I,1.308742506776571*^-8-1.8885420455429818*^-7*I,1.198268391455759*^-8-1.5724882163265705*^-8*I,3.131523756971788*^-8+3.4367931408522466*^-7*I,-1.4073391790478396*^-8-3.1646747898188026*^-7*I,-2.4974723695364576*^-8+1.4021748794243738*^-7*I,-1.0133096341180536*^-8-1.0518569733436947*^-7*I,-1.623007278225841*^-8-3.3830112258333736*^-9*I,1.883866787913413*^-8+1.8011870852719018*^-8*I,8.071841313406214*^-9+6.15352661240925*^-8*I,-7.531856631437517*^-9-1.3403555365981937*^-8*I,-5.746545747933873*^-9+1.7445963187244072*^-8*I,2.8582672409460663*^-9+5.873789396052032*^-9*I,4.892535925005159*^-9+1.75209090601843*^-8*I
-1.0473183383041818*^-8-8.48478226320153*^-9*I,1.6641162094155337*^-9+1.5819148872986845*^-7*I,-4.576448936390726*^-9+1.1262069420582303*^-8*I,-3.6147085160156966*^-9+4.574022651113121*^-7*I,-2.6656855982992722*^-8-1.7485590233045*^-8*I,6.661671035981809*^-9+1.0197824088247379*^-6*I,7.18506960178944*^-9+2.138399749372304*^-8*I,-1.5293457842138758*^-8+1.6104242618915813*^-6*I,-1.5705769117538293*^-8-1.1587793451202862*^-7*I,-2.5602535728627696*^-8+2.412863273987042*^-6*I,-3.530368185289401*^-9-3.412117621783011*^-7*I,3.1744525119670186*^-8+2.917676410621782*^-6*I,5.90171600359374*^-8-1.6413986999538956*^-8*I,1.2780974870466033*^-8+1.6345688880453364*^-6*I,1.000000099269018+8.220580812725727*^-8*I,-1.5893518549858765*^-8-9.356949116194369*^-8*I,1.0000000994725247-8.220580245544844*^-8*I,1.2808267519509586*^-8-1.9337141962558853*^-6*I,4.8703558333008934*^-8+7.625731232693239*^-9*I,3.1687106660793773*^-8-3.663350712808907*^-6*I,-1.1303887454544581*^-8+4.522577169048556*^-7*I,-2.548497665851024*^-8-3.1805440458918193*^-6*I,-4.63096993955428*^-9+2.1557196106998886*^-7*I,-1.4894863393025148*^-8-1.6808066455493478*^-6*I,6.047020698410344*^-9-6.386897010969566*^-8*I,3.592757322980045*^-7+7.412079262994985*^-9*I,3.156841997878357*^-9-6.386910880020335*^-8*I,-1.4894932228587399*^-8+3.3198467464997435*^-8*I,-1.1122970471327126*^-8+2.1557172853754676*^-7*I,-2.5485098822941588*^-8-2.6445535918492744*^-7*I,-1.3488782429557644*^-8+4.522576806479441*^-7*I,3.1686939261713065*^-8-4.514985230851568*^-7*I,1.1633292633025927*^-8+7.626069742958289*^-9*I,1.2808078320158955*^-8+2.5077045184123623*^-7*I,-1.0200642327345966*^-10-8.220497547495041*^-8*I,-1.589368754445139*^-8-1.6879315095311915*^-8*I,0.+8.220712968738135*^-8*I,1.2780875779591638*^-8-2.0286273015138626*^-7*I,1.1512171450166933*^-8-1.6412273829792*^-8*I,3.174449565712667*^-8+3.6923224137898685*^-7*I,-1.331349197726539*^-8-3.412097978479912*^-7*I,-2.5602518197945928*^-8+1.531973338631275*^-7*I,-1.1313976735517761*^-8-1.1587587910419427*^-7*I,-1.529340937396484*^-8-4.051924630909641*^-9*I,2.0652662805625832*^-8+2.138597064449997*^-8*I,6.6617168031912755*^-9+6.715859827069443*^-8*I,-1.0326239918700963*^-8-1.7483909317022572*^-8*I,-3.6146804481898553*^-9+2.2347954026370278*^-8*I,6.897926386768144*^-9+1.1263206169382245*^-8*I,1.66412929790416*^-9+1.828150310356136*^-8*I,-6.711525623454007*^-9-8.484382616304406*^-9*I
-3.2284219603218034*^-9+3.0903159280900216*^-8*I,-7.523503521567054*^-9-4.377099505275247*^-9*I,3.795955412846941*^-9+1.8765024329916105*^-7*I,-7.497427029906634*^-9+9.96542932746144*^-9*I,-5.0249130238710915*^-9+5.032284208046743*^-7*I,-2.4822091642534572*^-8-1.8212592808574734*^-8*I,7.598337119218979*^-9+1.1141621643951483*^-6*I,6.012443435482462*^-9+2.322595136341717*^-8*I,-1.5921175343380778*^-8+1.741891175034464*^-6*I,-1.4949918538363638*^-8-1.259872717138274*^-7*I,-2.5173228328234654*^-8+2.5946339043124394*^-6*I,-3.950925302198538*^-9-3.6607709604079947*^-7*I,3.143809923909175*^-8+3.117501932407574*^-6*I,5.977390089492718*^-8-1.7167318079373482*^-8*I,1.3018285768828797*^-8+1.7373550237768786*^-6*I,1.0000000994725444+8.736384764733847*^-8*I,-1.610379318436883*^-8-9.311528655913689*^-8*I,1.0000000867135461-8.736414984747364*^-8*I,1.3025476865505259*^-8-1.999817340650176*^-6*I,2.3512504141592894*^-8+8.4022587088694*^-9*I,3.138123789991898*^-8-3.620171327195401*^-6*I,-2.013489269064861*^-8+4.769093306235807*^-7*I,-2.5337883176150544*^-8-2.7353844484540647*^-6*I,0.+2.258158366611202*^-7*I,-1.8763956135398052*^-8-8.742562103429428*^-7*I,1.4188993529453888*^-7+3.345184606106365*^-8*I,-1.8763998677756577*^-8+2.733648316259688*^-8*I,-1.171375502151406*^-8+2.2581552310592018*^-7*I,-2.5337988309934167*^-8-2.772982360512564*^-7*I,-1.3866644690135876*^-8+4.769089942527442*^-7*I,3.1381082201548116*^-8-4.769959878062699*^-7*I,1.1806905193118*^-8+8.402182860866238*^-9*I,1.3025286044188178*^-8+2.648013056486065*^-7*I,-1.409517259853832*^-10-8.736379232555874*^-8*I,-1.6103987299925793*^-8-1.6715586242775047*^-8*I,-1.0215725574497236*^-10+8.736467460539473*^-8*I,1.3018125574054684*^-8-2.1718892382069286*^-7*I,1.1776525459666898*^-8-1.7166018311657477*^-8*I,3.1438023951558835*^-8+3.949758158596444*^-7*I,-1.3784006214212496*^-8-3.660753416105336*^-7*I,-2.5173227065355963*^-8+1.662784283821938*^-7*I,-1.0554149072923569*^-8-1.2598520744676206*^-7*I,-1.592112102224985*^-8-5.4521854580001106*^-9*I,1.9471711267676772*^-8+2.3228164394223104*^-8*I,7.598428039545801*^-9+7.457623837458954*^-8*I,-8.512248713191117*^-9-1.8210473693276474*^-8*I,-5.024834853761817*^-9+2.2740880935676073*^-8*I,4.103541586392145*^-9+9.967059131805326*^-9*I,3.795993128337394*^-9+2.477878959093179*^-8*I,-2.6718710681439273*^-9-4.376241161213421*^-9*I,-3.22841044522737*^-9-2.559500621378614*^-9*I
2.9497010736734275*^-9+6.5919559614186746*^-9*I,-1.096593357785558*^-9+4.739588883807371*^-8*I,-1.0444458789157784*^-8-8.595451701970113*^-9*I,2.3857464406806805*^-9+2.0667288831199514*^-7*I,-5.662695319597066*^-9+1.3107774262263468*^-8*I,-4.0882830280863924*^-9+5.506471802699939*^-7*I,-2.5994759792619115*^-8-2.1192020568538422*^-8*I,6.970672351835905*^-9+1.2071290285433415*^-6*I,6.772023528750504*^-9+2.6132047570539397*^-8*I,-1.5491779230963898*^-8+1.8736328996542014*^-6*I,-1.5466283614928855*^-8-1.3654998644115275*^-7*I,-2.547962123927716*^-8+2.7755802075272696*^-6*I,-4.071656116270455*^-9-3.9077279192000347*^-7*I,3.1675483687376715*^-8+3.314801665764146*^-6*I,5.6629417703735196*^-8-1.7984041949078346*^-8*I,1.2808324940591365*^-8+1.8371793916591024*^-6*I,1.0000000867135628+9.256462839412523*^-8*I,-1.588079217434979*^-8-9.218515472371365*^-8*I,1.000000037774384-9.25576804964907*^-8*I,1.2817481943872*^-8-1.9548676281261202*^-6*I,1.3170690996155976*^-9+9.302549606954017*^-9*I,3.253972973016328*^-8-3.24023968850285*^-6*I,-2.25785933699596*^-9+5.028570696145916*^-7*I,-2.1054186422064802*^-8-1.9342406455326147*^-6*I,2.5228175014324616*^-8+2.4903903120164804*^-7*I,-1.512815816107808*^-7-1.1523933087359112*^-7*I,1.615640517205197*^-8+2.49038855204021*^-7*I,-2.1054264241759935*^-8-2.909029843863856*^-7*I,-1.441010765400319*^-8+5.028566502208238*^-7*I,3.2539590424929266*^-8-5.025856456129774*^-7*I,1.1432248640808051*^-8+9.302172520963304*^-9*I,1.2817302080803117*^-8+2.7915362397054043*^-7*I,0.-9.255773721603427*^-8*I,-1.5880989190364403*^-8-1.6890096814860285*^-8*I,-1.4110900989350306*^-10+9.256498684832296*^-8*I,1.2808137732703284*^-8-2.312092563277197*^-7*I,1.1672355602898588*^-8-1.7983236251668337*^-8*I,3.167534978060216*^-8+4.205092083411821*^-7*I,-1.3519647253698452*^-8-3.907714499868964*^-7*I,-2.547966572452598*^-8+1.7935808538983307*^-7*I,-1.102473449338115*^-8-1.3654813163433986*^-7*I,-1.549174109827245*^-8-6.442305548362875*^-9*I,2.02314676921167*^-8+2.6134271158846684*^-8*I,6.970769239611485*^-9+8.077364198756102*^-8*I,-9.6932017898399*^-9-2.1189659712469568*^-8*I,-4.0881593978137065*^-9+2.5653243125269608*^-8*I,5.9175359404251004*^-9+1.3109845179816717*^-8*I,2.385834637491646*^-9+2.5548301624876635*^-8*I,-5.466257117087148*^-9-8.594098741219967*^-9*I,-1.0965563040921111*^-9+2.025249454865264*^-9*I,4.039658954568814*^-9+6.592415416994553*^-9*I
2.131820473622037*^-9+1.5110332540956627*^-8*I,0.+3.2174435404342715*^-9*I,-2.5068167888719906*^-9+5.152896609071309*^-8*I,-8.609673543547025*^-9-7.28967284624935*^-9*I,3.322367377739388*^-9+2.2785160859483548*^-7*I,-6.835374250988013*^-9+1.3276981012742511*^-8*I,-4.715983194236717*^-9+5.961209502904808*^-7*I,-2.5235615739443995*^-8-2.26242464452113*^-8*I,7.400125411755054*^-9+1.3006869364683734*^-6*I,6.289294865284567*^-9+2.8254400136198247*^-8*I,-1.579807377971587*^-8+2.004271144431822*^-6*I,-1.5197216218093557*^-8-1.4670727927402627*^-7*I,-2.5242217875076423*^-8+2.952869615112239*^-6*I,-4.403216073006755*^-9-4.1571456826357723*^-7*I,3.146535614700907*^-8+3.499065116692932*^-6*I,4.8704046878844665*^-8-1.8596877379005982*^-8*I,1.3025536619790112*^-8+1.9051428016405895*^-6*I,1.0000000377743918+9.754656082110647*^-8*I,-1.6220511746267707*^-8-8.89559484020079*^-8*I,0.9999999248923753-9.770433730490341*^-8*I,1.1856153989131535*^-8-1.6455759963038404*^-6*I,-7.503451859153243*^-8+7.531355285596081*^-9*I,1.8879532074841943*^-8-2.488344230563747*^-6*I,7.1224657838264704*^-9+5.112963703720245*^-7*I,-2.260542790108455*^-8-1.0304928580017875*^-6*I,-6.944656231691705*^-7+6.196819967804429*^-8*I,-2.2605465103964217*^-8-2.909220863200144*^-7*I,3.970792875063189*^-9+5.112960880343806*^-7*I,1.8879418869389986*^-8-5.281398940255248*^-7*I,1.0819539474418716*^-8+7.530894393044845*^-9*I,1.185599195208109*^-8+2.932088897788124*^-7*I,-3.4283474670271374*^-10-9.77046941524329*^-8*I,-1.6220697231575376*^-8-1.6687880512214387*^-8*I,0.+9.754650595956825*^-8*I,1.3025347911366225*^-8-2.4558913286588604*^-7*I,1.1633337443535396*^-8-1.8596540541228526*^-8*I,3.146519636856859*^-8+4.4630478406101317*^-7*I,-1.3623795317579956*^-8-4.157137205851102*^-7*I,-2.524231815304515*^-8+1.9233504217917143*^-7*I,-1.0760454444147527*^-8-1.4670583885407538*^-7*I,-1.579808220353307*^-8-7.62596288383532*^-9*I,1.976081195464302*^-8+2.8256413224163767*^-8*I,7.400204721577652*^-9+8.769007671286941*^-8*I,-8.933444838044036*^-9-2.262187550559351*^-8*I,-4.715854531531227*^-9+2.6856472786214725*^-8*I,4.736589375928246*^-9+1.3279294222526799*^-8*I,3.322500764096903*^-9+2.9562374253466705*^-8*I,-3.652262364067793*^-9-7.287880482837271*^-9*I,-2.5067289537508697*^-9-3.3648751689796544*^-10*I,1.2452802573836852*^-9+3.218396396821365*^-9*I,2.1318464320241315*^-9+5.9923084762019094*^-9*I
-2.920864831251757*^-9-5.014946590930383*^-9*I,7.215848335517805*^-10+1.5937472021517903*^-8*I,1.863681494719549*^-9+6.452204386026737*^-9*I,-1.5702134523176703*^-9+5.838160006632276*^-8*I,-9.782255405016427*^-9-9.677749026725115*^-9*I,2.6946547944384225*^-9+2.465531038483298*^-7*I,-6.076100050184108*^-9+1.5476447530488168*^-8*I,-4.286569831729592*^-9+6.424943666143719*^-7*I,-2.5715523299316145*^-8-2.5170576714420567*^-8*I,7.093879489904198*^-9+1.3929730019228293*^-6*I,6.526599035522329*^-9+3.1017976618725406*^-8*I,-1.556056808404982*^-8+2.131399892691091*^-6*I,-1.5384699597933844*^-8-1.572932763460103*^-7*I,-2.5452251514734847*^-8+3.115048017803866*^-6*I,-6.695391324695876*^-9-4.4029030068208123*^-7*I,3.1687064585943225*^-8+3.6301269534669168*^-6*I,2.351298724126427*^-8-1.9585002976230857*^-8*I,1.281754502535648*^-8+1.8666514912278326*^-6*I,0.9999999248923627+1.0311151602923728*^-7*I,-1.4179914787498804*^-8-8.457890329010734*^-8*I,0.9999998700142827-9.946978868216099*^-8*I,4.361301468233658*^-8-1.148986596249964*^-6*I,-2.681179633867714*^-8+5.9635086656896*^-8*I,2.6262875756077886*^-7-1.6707388974788564*^-6*I,-5.374858460735488*^-8+8.035517133454526*^-7*I,9.150731499153053*^-7-2.5535174468287076*^-6*I,-4.60600935482669*^-8+8.035516074704392*^-7*I,2.626286847058623*^-7-5.588734657856971*^-7*I,3.005272563704614*^-8+5.963475968334738*^-8*I,4.361287962717508*^-8+3.0757940878580695*^-7*I,-9.469089609637216*^-10-9.947022966808309*^-8*I,-1.418008187606401*^-8-1.699423797545909*^-8*I,-3.429987821546021*^-10+1.0311116278660295*^-7*I,1.2817367490286502*^-8-2.5953701820289117*^-7*I,1.1806956691853832*^-8-1.958507930991169*^-8*I,3.168690177000194*^-8+4.7171955692845237*^-7*I,-1.3662773006711815*^-8-4.4028992141127427*^-7*I,-2.5452377001161652*^-8+2.055305199546705*^-7*I,-1.0864674554731918*^-8-1.5729232872883247*^-7*I,-1.556063339638869*^-8-8.804821971536237*^-9*I,2.0025026602199514*^-8+3.101957499499247*^-8*I,7.0939133733904924*^-9+9.422088963167448*^-8*I,-9.404088218215034*^-9-2.516841373229228*^-8*I,-4.286457300217705*^-9+2.9087633961025974*^-8*I,5.49635815506877*^-9+1.5478773867570094*^-8*I,2.6947944292698978*^-9+3.13784246041911*^-8*I,-4.833203962051336*^-9-9.675712585568158*^-9*I,-1.5700806557661373*^-9+1.2714638867424927*^-9*I,3.0592861733486076*^-9+6.453596566311615*^-9*I,7.216620738492718*^-10+3.81941852913368*^-9*I,-2.794375612846789*^-9-5.014453886475931*^-9*I
