form,rtol,N,a,omega,phi,onsite,O-3,O-2,O-1,O,O+1,O+2,O+3,N1-3,N1-2,N1-1,N1+1,N1+2,N1+3,N2-2,N2-1,N2,N2+1,N2+2,N3-2,N3-1,N3+1,N3+2,N4-1,N4,N4+1,N5-1,N5+1,N6
SS-p,1e-11,51,15,17.8,0,0,(8.007426741695898e-06-2.371542211255073e-11j),(-0.0007539553370031491-2.0689882787494382e-11j),(0.07436877084559769-1.664050056297367e-11j),(-0.14724546608562156-2.5498529868591015e-11j),(0.07436877084558585-1.6640500562974e-11j),(-0.0007539553370245443-2.0689882787495044e-11j),(8.007426727144007e-06-2.3715422112551704e-11j),(-0.9999975154204526-2.0869798238671486e-11j),(-0.9985801235536341-2.8566355570978282e-11j),(-0.8199062103329393-1.880274462589387e-11j),(-0.8199062103329586+2.1009214714667757e-11j),(-0.9985801235536774+2.888971701798044e-11j),(-0.9999975154204982+2.2206398228510287e-11j),(0.0004920173677597003+6.595785503018825e-11j),(-0.04535236683612115+1.3238916166113493e-10j),(0.07436877084560012-1.20164996183714e-11j),(-0.04535236683613916-1.3689998230422497e-10j),(0.000492017367738034-7.79075328548556e-11j),(0.00018125512359397247-5.57074577820725e-12j),(0.0014198764449357274-2.8589457277250764e-11j),(0.0014198764449266012+2.8869935252893364e-11j),(0.00018125512357262561+2.926727999420612e-12j),(0.0004920173677665453+9.923291408867905e-11j),(-0.0007539553369943653-7.85515071769677e-12j),(2.4845772971522195e-06+2.2142762433134076e-11j),(2.4845773047916164e-06-2.0940165186321498e-11j),(0.0014198764449357274-2.8589457277250764e-11j),(8.007426751509615e-06-6.302853189154514e-12j)
SS-p,1e-11,51,15,17.9,0,0,(7.758453138605797e-06-2.3385487738346574e-11j),(-0.0007388024731253707-2.040214447069808e-11j),(0.07375659339692256-1.6408959586917947e-11j),(-0.14605092648803553-2.535142248386258e-11j),(0.07375659339688925-1.6408959586918144e-11j),(-0.0007388024731676181-2.0402144470698183e-11j),(7.758453091150295e-06-2.3385487738347175e-11j),(-0.9999975964643454-2.0856740714517044e-11j),(-0.9986099557703484-2.8279590657258044e-11j),(-0.821909042426805-1.8008152858496207e-11j),(-0.8219090424268207+2.0287720053636792e-11j),(-0.9986099557703599+2.8599568317275903e-11j),(-0.9999975964643667+2.2248859160672775e-11j),(0.00048227736073488514+6.340356167134732e-11j),(-0.044875082950592844+1.278921252131071e-10j),(0.07375659339690695-1.1851259856355978e-11j),(-0.04487508295062391-1.31990561282024e-10j),(0.00048227736070347965-7.491525292168267e-11j),(0.0001769359517369356-4.95770920366751e-12j),(0.0013900442282817928-2.8222970883673836e-11j),(0.0013900442282730968+2.8653953383241877e-11j),(0.00017693595173258058+2.4599446587908975e-12j),(0.00048227736073082594+9.621576773252582e-11j),(-0.0007388024731467789-7.689265366760494e-12j),(2.4035334988621636e-06+2.2386715889242882e-11j),(2.4035335031889976e-06-2.0715030475675896e-11j),(0.0013900442282817928-2.8222970883673836e-11j),(7.75845311338449e-06-6.1099351750444975e-12j)
SS-p,1e-11,51,15,18.0,0,0,(7.5183437739994065e-06-2.328895856270036e-11j),(-0.0007240165680726784-2.0323030053120368e-11j),(0.0731500572233578-1.640495228735011e-11j),(-0.1448669528982977-2.5411191719176873e-11j),(0.0731500572234052-1.6404952287350155e-11j),(-0.0007240165680142854-2.0323030053120416e-11j),(7.518343821751763e-06-2.3288958562700314e-11j),(-0.9999976744772391-2.069065042153474e-11j),(-0.9986390249800607-2.816933443242271e-11j),(-0.823879305767509-1.7815154281180184e-11j),(-0.8238793057674999+2.0024502143638065e-11j),(-0.9986390249800582+2.837799035573344e-11j),(-0.9999976744772414+2.2042639529434005e-11j),(0.00047276781047752247+6.509512308059365e-11j),(-0.04440500352185313+1.294984866472759e-10j),(0.07315005722337953-1.1983969779010776e-11j),(-0.04440500352181587-1.3375177894628553e-10j),(0.00047276781051808615-7.656271818970742e-11j),(0.00017274269751682949-3.395629299443682e-12j),(0.0013609750185906665-2.8228181633205427e-11j),(0.001360975018595645+2.831824899060967e-11j),(0.00017274269751870342+5.786985036160281e-13j),(0.00047276781048752374+9.75138071732468e-11j),(-0.0007240165680451288-7.953082495076265e-12j),(2.3255206685990175e-06+2.1943897434273112e-11j),(2.3255206623935864e-06-2.0784371179465178e-11j),(0.0013609750185906665-2.8228181633205427e-11j),(7.518343806629945e-06-6.522003716324063e-12j)
SS-p,1e-11,51,15,18.1,0,0,(7.286745224989057e-06-2.324488272531763e-11j),(-0.0007095874369371334-2.0315365146959134e-11j),(0.07254915286825245-1.6455056195540246e-11j),(-0.14369354607689114-2.535673007421684e-11j),(0.07254915286825063-1.645505619554011e-11j),(-0.0007095874369280513-2.03153651469583e-11j),(7.286745228718523e-06-2.3244882725316764e-11j),(-0.9999977495864696-2.015967214083186e-11j),(-0.9986673538495263-2.761604551754518e-11j),(-0.8258176798866356-1.755548227516216e-11j),(-0.825817679886631+1.9905288579438083e-11j),(-0.9986673538494947+2.7815178674911957e-11j),(-0.9999977495864351+2.1541736023488134e-11j),(0.0004634825563921027+6.734436326398985e-11j),(-0.043941992646742103+1.3249441418511175e-10j),(0.07254915286825024-1.204050932837408e-11j),(-0.043941992646740015-1.3700322394360375e-10j),(0.000463482556399734-7.892404564179004e-11j),(0.00016867107822580454-2.877927321850871e-13j),(0.0013326461491657798-2.754797628722959e-11j),(0.001332646149170696+2.788180931087754e-11j),(0.00016867107825070432-2.5112628682107927e-12j),(0.00046348255639393616+9.971660443447244e-11j),(-0.000709587436935717-7.951990628112548e-12j),(2.2504115052937894e-06+2.166883186224462e-11j),(2.250411499661901e-06-2.003181033211983e-11j),(0.0013326461491657798-2.754797628722959e-11j),(7.286745216037178e-06-6.472064787952187e-12j)
SS-p,1e-11,51,15,18.2,0,0,(7.063319415565815e-06-2.325368943785376e-11j),(-0.0006955052163736641-2.0313102164054808e-11j),(0.07195386777726573-1.6466966156885342e-11j),(-0.14253070002380452-2.5390394312062662e-11j),(0.07195386777727561-1.6466966156884948e-11j),(-0.0006955052163647017-2.0313102164054236e-11j),(7.063319413440562e-06-2.3253689437853472e-11j),(-0.999997821910938-1.9873569606609006e-11j),(-0.9986949642858082-2.6933736906388367e-11j),(-0.8277248275446706-1.6827383709353655e-11j),(-0.8277248275446686+1.916853082538474e-11j),(-0.9986949642857813+2.7169264619256516e-11j),(-0.9999978219109029+2.1036829080147437e-11j),(0.0004544156016313692+6.588291197847537e-11j),(-0.04348591733043486+1.3093976295323357e-10j),(0.07195386777726984-1.201318885487665e-11j),(-0.0434859173304266-1.353802335953771e-10j),(0.0004544156016334076-7.73852425317948e-11j),(0.00016471698069915998+1.3462818436588345e-12j),(0.001305035712906453-2.6905301888788e-11j),(0.0013050357129077241+2.7197164959634916e-11j),(0.00016471698072208782-4.1167852969076515e-12j),(0.00045441560163373876+9.830250162518324e-11j),(-0.0006955052163642658-7.877654174936677e-12j),(2.1780870781938633e-06+2.1087320246550726e-11j),(2.178087075170674e-06-1.9823925024097522e-11j),(0.001305035712906453-2.6905301888788e-11j),(7.0633194324242305e-06-6.3863973114901215e-12j)
SS-p,1e-11,51,15,18.3,0,0,(6.847744787581801e-06-2.330522236974628e-11j),(-0.0006817603272796452-2.0345878979211535e-11j),(0.07136418653698384-1.6546269387472604e-11j),(-0.1413784024061933-2.5450942719259852e-11j),(0.0713641865370035-1.6546269387472927e-11j),(-0.0006817603272316311-2.034587897921242e-11j),(6.847744854918752e-06-2.3305222369747465e-11j),(-0.9999978915684969-1.98676529141446e-11j),(-0.9987218774784553-2.6848336059918196e-11j),(-0.8296013951816897-1.7082239067531378e-11j),(-0.8296013951816928+1.9321314616085177e-11j),(-0.9987218774784792+2.7005690303197624e-11j),(-0.9999978915685375+2.086921359980821e-11j),(0.0004455611367489871+6.644938081057261e-11j),(-0.043036647389999134+1.3146655619370845e-10j),(0.07136418653698527-1.2047178411857987e-11j),(-0.04303664738998367-1.3604210084230843e-10j),(0.00044556113679252915-7.795341979979491e-11j),(0.00016087644226881978+2.0881040295764222e-12j),(0.0012781225202653154-2.698633916578826e-11j),(0.0012781225202625575+2.6866373576345724e-11j),(0.00016087644225563783-5.161178991204441e-12j),(0.0004455611367451862+9.897317097076661e-11j),(-0.0006817603272810347-7.810685352176923e-12j),(2.1084295399948416e-06+2.0565895254632105e-11j),(2.108429540141209e-06-2.0169223412678272e-11j),(0.0012781225202653154-2.698633916578826e-11j),(6.847744783959285e-06-6.287196364009344e-12j)
SS-p,1e-11,51,15,18.4,0,0,(6.6397117487020395e-06-2.338866514353526e-11j),(-0.0006683434857836083-2.0414713344212985e-11j),(0.07078009104631323-1.6575930817868874e-11j),(-0.14023663498410702-2.561217510018632e-11j),(0.07078009104634232-1.6575930817868978e-11j),(-0.0006683434857270528-2.041471334421359e-11j),(6.639711831647517e-06-2.3388665143535922e-11j),(-0.9999979586691569-1.9461602056551877e-11j),(-0.9987481139127505-2.623727063041759e-11j),(-0.8314480133950312-1.6242911309453037e-11j),(-0.8314480133950265+1.852918860207778e-11j),(-0.9987481139127676+2.6418058392528554e-11j),(-0.9999979586691966+2.048120450927279e-11j),(0.0004369135132551924+6.364877079408015e-11j),(-0.04259405542139707+1.2821794375592043e-10j),(0.07078009104633658-1.2161241837944577e-11j),(-0.04259405542137151-1.3276744225046508e-10j),(0.0004369135133041717-7.522781878914401e-11j),(0.00015714565226864104+3.7733680832735164e-12j),(0.001251886085968107-2.626578088866754e-11j),(0.0012518860859728799+2.6385799539144155e-11j),(0.00015714565226004787-6.678748644905709e-12j),(0.00043691351327924304+9.615921907502995e-11j),(-0.0006683434857357364-8.057335531229817e-12j),(2.041328878181676e-06+2.0403392335017052e-11j),(2.041328869530285e-06-1.9534063921841077e-11j),(0.001251886085968107-2.626578088866754e-11j),(6.6397118111985664e-06-6.640988705975592e-12j)
SS-p,1e-11,51,15,18.5,0,0,(6.43892454629411e-06-2.3432570851199838e-11j),(-0.000655245690445283-2.0457492578246326e-11j),(0.07020156070917813-1.6771567326017923e-11j),(-0.13910537398763284-2.548566571139096e-11j),(0.07020156070920126-1.6771567326017955e-11j),(-0.00065524569041121-2.045749257824637e-11j),(6.43892455140447e-06-2.3432570851199334e-11j),(-0.9999980233183331-2.0466414694334985e-11j),(-0.9987736933966693-2.7522520988150247e-11j),(-0.8332652973414344-1.620912720385491e-11j),(-0.833265297341432+1.8531483335941356e-11j),(-0.9987736933966773+2.7777155603888744e-11j),(-0.9999980233183335+2.1502998272428964e-11j),(0.00042846724321985265+6.942755419007315e-11j),(-0.04215801673468019+1.3490005086613196e-10j),(0.07020156070919187-1.2237888405224694e-11j),(-0.04215801673466144-1.401105127194013e-10j),(0.0004284672432499964-8.12744728204494e-11j),(0.00015352094560449519+2.858517782075972e-12j),(0.0012263066020732959-2.7536960534976314e-11j),(0.0012263066020745228+2.776126008921748e-11j),(0.00015352094560118013-5.73489875866819e-12j),(0.0004284672432318678+1.0216453931130458e-10j),(-0.0006552456904208564-7.86705703961504e-12j),(1.976679758089765e-06+2.1514001201602186e-11j),(1.9766797556287343e-06-2.045234053808384e-11j),(0.0012263066020732959-2.7536960534976314e-11j),(6.438924556553228e-06-6.379810535426605e-12j)
SS-p,1e-11,51,15,18.6,0,0,(6.245100312633207e-06-2.3514628637302625e-11j),(-0.0006424582145958409-2.053292723062809e-11j),(0.06962857260593551-1.696144140648626e-11j),(-0.13798459048886585-2.553451041157792e-11j),(0.06962857260593311-1.696144140648649e-11j),(-0.0006424582145824241-2.0532927230628662e-11j),(6.245100297590363e-06-2.3514628637302816e-11j),(-0.9999980856159293-2.008793367612112e-11j),(-0.99879863509471-2.733628470293344e-11j),(-0.8350538471654916-1.617559023712223e-11j),(-0.8350538471655001+1.8460523874904302e-11j),(-0.9987986350947387+2.7535275991943842e-11j),(-0.9999980856159559+2.1115320619277257e-11j),(0.00042021699277991736+7.443835318387719e-11j),(-0.0417284092968689+1.4122835996695987e-10j),(0.06962857260592928-1.2499373200430147e-11j),(-0.04172840929687058-1.4715099114891667e-10j),(0.00042021699279702005-8.664632492331353e-11j),(0.0001499987924200618+4.9821507945341264e-12j),(0.0012013649040596896-2.7413564459773297e-11j),(0.0012013649040518587+2.7457161265901102e-11j),(0.0001499987923956347-8.123550604817785e-12j),(0.00042021699277409075+1.0724095328932622e-10j),(-0.0006424582146082238-8.026644242060516e-12j),(1.9143822002793418e-06+2.0923651434252394e-11j),(1.9143822090134576e-06-2.027809457686858e-11j),(0.0012013649040596896-2.7413564459773297e-11j),(6.24510027089863e-06-6.578254253076541e-12j)
SS-p,1e-11,51,15,18.7,0,0,(6.057968048699305e-06-2.3569362150639802e-11j),(-0.0006299725920285914-2.0589350453832e-11j),(0.06906110166625007-1.7066202786233628e-11j),(-0.13687425074493123-2.5538550645953686e-11j),(0.06906110166623108-1.7066202786233118e-11j),(-0.0006299725920235941-2.0589350453832e-11j),(6.057968055848751e-06-2.356936215063943e-11j),(-0.999998145658204-1.9769812139247757e-11j),(-0.9988229575337813-2.7023965156780755e-11j),(-0.8368142484081779-1.575208084931427e-11j),(-0.8368142484081658+1.797759712155969e-11j),(-0.9988229575337738+2.7188600294391707e-11j),(-0.9999981456582007+2.0774962413909654e-11j),(0.0004121575837304093+7.594254837494608e-11j),(-0.04130511366894819+1.431339732135466e-10j),(0.06906110166623584-1.253900336920561e-11j),(-0.04130511366896318-1.4932568638397612e-10j),(0.0004121575837355389-8.828496139045261e-11j),(0.00014657580112328677+5.571896578885543e-12j),(0.0011770424650223146-2.7071604121053933e-11j),(0.0011770424650331475+2.714034058073866e-11j),(0.00014657580112202627-8.687604435729966e-12j),(0.00041215758373592756+1.0891621371164191e-10j),(-0.0006299725920346413-7.943555315562475e-12j),(1.85433997578182e-06+2.0670541425341648e-11j),(1.854339968124642e-06-1.987396694047292e-11j),(0.0011770424650223146-2.7071604121053933e-11j),(6.057968037069261e-06-6.421055919464587e-12j)
SS-p,1e-11,51,15,18.8,0,0,(5.877269326848641e-06-2.3671504503896137e-11j),(-0.0006177806148632429-2.0688889764451125e-11j),(0.06849912081569372-1.7157437681795984e-11j),(-0.13577431653369465-2.5692502022162783e-11j),(0.06849912081565843-1.715743768179578e-11j),(-0.0006177806148969247-2.068888976445083e-11j),(5.877269294191523e-06-2.3671504503895853e-11j),(-0.9999982035366902-1.9502033259000487e-11j),(-0.998846678639923-2.6778727261867545e-11j),(-0.8385470724021375-1.5737836220984267e-11j),(-0.838547072402128+1.7964279201660397e-11j),(-0.998846678639892+2.6960233906275515e-11j),(-0.99999820353666+2.0614480004256683e-11j),(0.00040428398276786645+7.588614577401583e-11j),(-0.04088801295979107+1.4293123539475115e-10j),(0.06849912081567748-1.264142475421891e-11j),(-0.04088801295981964-1.4921504784736317e-10j),(0.00040428398274291246-8.833726737916043e-11j),(0.0001432487025347783+6.11080185369178e-12j),(0.0011533213589040203-2.6761822296452625e-11j),(0.0011533213589163189+2.6979188439795055e-11j),(0.0001432487025554898-9.096006202790959e-12j),(0.00040428398276498367+1.0897480347424693e-10j),(-0.0006177806148821977-8.039527011889096e-12j),(1.7964615304416664e-06+2.0647445169127642e-11j),(1.796461520860355e-06-1.9477393943646254e-11j),(0.0011533213589040203-2.6761822296452625e-11j),(5.877269303702514e-06-6.493992170330217e-12j)
SS-p,1e-11,51,15,18.9,0,0,(5.702755200183222e-06-2.369556927059531e-11j),(-0.0006058743170860251-2.0699042126976667e-11j),(0.06794260113834391-1.7159410093784928e-11j),(-0.13468474545693274-2.57224204315707e-11j),(0.06794260113832717-1.715941009378488e-11j),(-0.0006058743171037106-2.0699042126976405e-11j),(5.702755168721924e-06-2.369556927059469e-11j),(-0.9999982593384688-1.973231713343686e-11j),(-0.998869815756301-2.6772754125836807e-11j),(-0.8402528766723784-1.4917428173191836e-11j),(-0.8402528766723825+1.7150623174356242e-11j),(-0.9988698157562999+2.6834909616203922e-11j),(-0.9999982593384521+2.0837782916930783e-11j),(0.00039659130579085234+7.242421829184169e-11j),(-0.04047699275191958+1.391164386729575e-10j),(0.06794260113832881-1.2607977808144961e-11j),(-0.040476992751932825-1.4531609125074452e-10j),(0.00039659130578049946-8.481090059933115e-11j),(0.00014001434823209262+8.127077476003114e-12j),(0.0011301842425362877-2.680429606825586e-11j),(0.0011301842425333673+2.6801738275565388e-11j),(0.00014001434823302417-1.1378818317635442e-11j),(0.00039659130578514505+1.0557111511139807e-10j),(-0.0006058743171052316-8.034199925126448e-12j),(1.7406597588505998e-06+2.078255324883708e-11j),(1.7406597636640238e-06-1.978364820480906e-11j),(0.0011301842425362877-2.680429606825586e-11j),(5.702755169869642e-06-6.5724060890284484e-12j)
SS-p,1e-11,51,15,19.0,0,0,(5.534188973717464e-06-2.3395192310778924e-11j),(-0.0005942459773897709-2.0546049341749085e-11j),(0.06739151199918461-1.6962433619303114e-11j),(-0.1336054912340438-2.561187165802642e-11j),(0.0673915119991568-1.6962433619302484e-11j),(-0.0005942459774055239-2.0546049341748342e-11j),(5.534188967259712e-06-2.3395192310777913e-11j),(-0.9999983131487081-1.9793249080218107e-11j),(-0.9988923856612428-2.692762929803354e-11j),(-0.8419322052689929-1.4808910318076494e-11j),(-0.8419322052689686+1.7117859349736157e-11j),(-0.9988923856611956+2.698642865982106e-11j),(-0.9999983131486566+2.0984947020252516e-11j),(0.0003890748027743055+7.486830108908257e-11j),(-0.040071941069557+1.411262742944434e-10j),(0.06739151199916642-1.2548650160062682e-11j),(-0.04007194106957556-1.4708269602185572e-10j),(0.0003890748027608263-8.715077100666139e-11j),(0.00013686971063703941+8.837072212326663e-12j),(0.001107614337640139-2.6906293962091706e-11j),(0.0011076143376598775+2.7007547133204e-11j),(0.00013686971066164473-1.2045436298069899e-11j),(0.0003890748027708969+1.0741451365537227e-10j),(-0.0005942459774070452-8.17170735353306e-12j),(1.6868495969596083e-06+2.099904439776405e-11j),(1.6868495794637294e-06-1.9781281557716196e-11j),(0.001107614337640139-2.6906293962091706e-11j),(5.534188957201311e-06-6.628601181045553e-12j)
SS-p,1e-11,51,15,19.1,0,0,(5.371342188970872e-06-2.3243273094504178e-11j),(-0.0005828880987078342-2.0418613608633042e-11j),(0.06684582119252619-1.7002058886815713e-11j),(-0.13253650398215183-2.5556144209001735e-11j),(0.0668458211924808-1.7002058886815415e-11j),(-0.0005828880987684194-2.0418613608632735e-11j),(5.371342137931676e-06-2.3243273094503897e-11j),(-0.99999836504542-1.945036993964402e-11j),(-0.9989144045865486-2.6769143739214075e-11j),(-0.8435855891804461-1.4883090691620766e-11j),(-0.8435855891804411+1.7099066489651995e-11j),(-0.99891440458653+2.6713442292941788e-11j),(-0.9999983650453956+2.058728953779538e-11j),(0.00038172986618592635+8.107571434318224e-11j),(-0.039672748300441006+1.4799206553367547e-10j),(0.06684582119250831-1.2500395047194569e-11j),(-0.03967274830047791-1.5407495376822223e-10j),(0.00038172986613883863-9.312636021165312e-11j),(0.0001338118759060061+1.0341790614904426e-11j),(0.0010855954123493753-2.678036996156483e-11j),(0.0010855954123575636+2.6703072851578794e-11j),(0.00013381187591536277-1.3684614320732593e-11j),(0.0003817298661814016+1.1343727213306038e-10j),(-0.000582888098727571-7.888324157885584e-12j),(1.6349529084417475e-06+2.058620339851336e-11j),(1.634952903170465e-06-1.9450989555305264e-11j),(0.0010855954123493753-2.678036996156483e-11j),(5.3713421783141646e-06-6.204185283770845e-12j)
