Hamiltonian,method,rtol,atol,a,b,c,omega,phi,localisation
OSC+a,BDF,0.001,1e-06,15,na,na,17.061224489795922,0.0,0.7699100268975606
OSC+a,BDF,0.001,1e-06,15,na,na,17.306122448979593,0.0,0.8217907454266035
OSC+a,BDF,0.001,1e-06,15,na,na,17.551020408163268,0.0,0.8502158155411839
OSC+a,BDF,0.001,1e-06,15,na,na,17.795918367346946,0.0,0.8790502964210289
OSC+a,BDF,0.001,1e-06,15,na,na,18.04081632653061,0.0,0.8818259585452867
OSC+a,BDF,0.001,1e-06,15,na,na,18.285714285714285,0.0,1.0081726749460969
OSC+a,BDF,0.001,1e-06,15,na,na,18.530612244897963,0.0,0.971616821124015
OSC+a,BDF,0.001,1e-06,15,na,na,18.77551020408164,0.0,1.012802604700135
OSC+a,BDF,0.001,1e-06,15,na,na,19.020408163265305,0.0,1.0046581449762622
OSC+a,BDF,0.001,1e-06,15,na,na,19.26530612244898,0.0,1.0162268294076364
OSC+a,BDF,0.001,1e-06,15,na,na,19.510204081632647,0.0,1.1024946840624064
OSC+a,BDF,0.001,1e-06,15,na,na,19.755102040816325,0.0,1.0796092333502323
OSC+a,BDF,0.001,1e-06,15,na,na,20.0,0.0,1.071408225723048
OSC+2a,BDF,0.001,1e-06,15,na,na,2.0,0.0,0.8181427669636715
OSC+2a,BDF,0.001,1e-06,15,na,na,2.0869565217391304,0.0,0.8181702234195604
OSC+2a,BDF,0.001,1e-06,15,na,na,2.1739130434782608,0.0,0.8231959702332522
OSC+2a,BDF,0.001,1e-06,15,na,na,2.260869565217391,0.0,0.8241237782597938
OSC+2a,BDF,0.001,1e-06,15,na,na,2.347826086956521,0.0,0.826800392443975
OSC+2a,BDF,0.001,1e-06,15,na,na,2.4347826086956523,0.0,0.8538000159194609
OSC+2a,BDF,0.001,1e-06,15,na,na,2.5217391304347827,0.0,0.8625093209192953
OSC+2a,BDF,0.001,1e-06,15,na,na,2.608695652173913,0.0,0.8441249824029841
OSC+2a,BDF,0.001,1e-06,15,na,na,2.6956521739130435,0.0,0.8420857367730568
OSC+2a,BDF,0.001,1e-06,15,na,na,2.782608695652174,0.0,0.8670255001929603
OSC+2a,BDF,0.001,1e-06,15,na,na,2.869565217391304,0.0,0.8742140223315569
OSC+2a,BDF,0.001,1e-06,15,na,na,2.9565217391304346,0.0,0.8631086005666259
OSC+2a,BDF,0.001,1e-06,15,na,na,3.0434782608695654,0.0,0.8851378931225505
OSC+2a,BDF,0.001,1e-06,15,na,na,3.1304347826086962,0.0,0.8657615890167822
OSC+2a,BDF,0.001,1e-06,15,na,na,3.217391304347826,0.0,0.8854202787230233
OSC+2a,BDF,0.001,1e-06,15,na,na,3.3043478260869565,0.0,0.8768200891714164
OSC+2a,BDF,0.001,1e-06,15,na,na,3.391304347826087,0.0,0.895219477671136
OSC+2a,BDF,0.001,1e-06,15,na,na,3.4782608695652173,0.0,0.9074976213928428
OSC+2a,BDF,0.001,1e-06,15,na,na,3.565217391304348,0.0,0.9012175306141244
OSC+2a,BDF,0.001,1e-06,15,na,na,3.65217391304348,0.0,0.906683769005958
OSC+2a,BDF,0.001,1e-06,15,na,na,3.739130434782608,0.0,0.9130507290332612
OSC+2a,BDF,0.001,1e-06,15,na,na,3.8260869565217392,0.0,0.9118493940665404
OSC+2a,BDF,0.001,1e-06,15,na,na,3.9130434782608696,0.0,0.9250365186777206
OSC+2a,BDF,0.001,1e-06,15,na,na,4.0,0.0,0.9308672120508727
OSC+2a,BDF,0.001,1e-06,15,na,na,4.086956521739131,0.0,0.9276663113972852
OSC+2a,BDF,0.001,1e-06,15,na,na,4.173913043478262,0.0,0.9314480417680232
OSC+2a,BDF,0.001,1e-06,15,na,na,4.260869565217392,0.0,0.9167958975790608
OSC+2a,BDF,0.001,1e-06,15,na,na,4.3478260869565215,0.0,0.9284878767879438
OSC+2a,BDF,0.001,1e-06,15,na,na,4.434782608695652,0.0,0.9256452903988712
OSC+2a,BDF,0.001,1e-06,15,na,na,4.521739130434783,0.0,0.9231626301367614
OSC+2a,BDF,0.001,1e-06,15,na,na,4.608695652173913,0.0,0.9369058732410926
OSC+2a,BDF,0.001,1e-06,15,na,na,4.695652173913043,0.0,0.933635641392746
OSC+2a,BDF,0.001,1e-06,15,na,na,4.782608695652174,0.0,0.9223633694447588
OSC+2a,BDF,0.001,1e-06,15,na,na,4.869565217391305,0.0,0.946548200644462
OSC+2a,BDF,0.001,1e-06,15,na,na,4.956521739130435,0.0,0.942582972725873
OSC+2a,BDF,0.001,1e-06,15,na,na,5.0434782608695645,0.0,0.9587485059781896
OSC+2a,BDF,0.001,1e-06,15,na,na,5.130434782608695,0.0,0.9517879895913278
OSC+2a,BDF,0.001,1e-06,15,na,na,5.217391304347826,0.0,0.9439476416477142
OSC+2a,BDF,0.001,1e-06,15,na,na,5.304347826086957,0.0,0.9631168761367256
OSC+2a,BDF,0.001,1e-06,15,na,na,5.391304347826088,0.0,0.9582253459387414
OSC+2a,BDF,0.001,1e-06,15,na,na,5.478260869565216,0.0,0.9645790627747848
OSC+2a,BDF,0.001,1e-06,15,na,na,5.565217391304348,0.0,0.9779005581101312
OSC+2a,BDF,0.001,1e-06,15,na,na,5.6521739130434785,0.0,0.9778161657211756
OSC+2a,BDF,0.001,1e-06,15,na,na,5.739130434782608,0.0,0.9612401587362684
OSC+2a,BDF,0.001,1e-06,15,na,na,5.8260869565217375,0.0,0.9681368451094609
OSC+2a,BDF,0.001,1e-06,15,na,na,5.913043478260869,0.0,0.9614809544711276
OSC+2a,BDF,0.001,1e-06,15,na,na,6.0,0.0,0.9608628572888438
OSC+2a,BDF,0.001,1e-06,15,na,na,6.08695652173913,0.0,0.9594526236516979
OSC+2a,BDF,0.001,1e-06,15,na,na,6.1739130434782625,0.0,0.9610272596496592
OSC+2a,BDF,0.001,1e-06,15,na,na,6.2608695652173925,0.0,0.9690112286948968
OSC+2a,BDF,0.001,1e-06,15,na,na,6.3478260869565215,0.0,0.9724650241661416
OSC+2a,BDF,0.001,1e-06,15,na,na,6.434782608695652,0.0,0.967870181167813
OSC+2a,BDF,0.001,1e-06,15,na,na,6.521739130434782,0.0,0.9670899641077908
OSC+2a,BDF,0.001,1e-06,15,na,na,6.608695652173912,0.0,0.975995114485838
OSC+2a,BDF,0.001,1e-06,15,na,na,6.695652173913042,0.0,0.9753559687632556
OSC+2a,BDF,0.001,1e-06,15,na,na,6.782608695652174,0.0,0.9580825759931472
OSC+2a,BDF,0.001,1e-06,15,na,na,6.869565217391305,0.0,0.9664495541484908
OSC+2a,BDF,0.001,1e-06,15,na,na,6.956521739130435,0.0,0.9964167905841516
OSC+2a,BDF,0.001,1e-06,15,na,na,7.043478260869565,0.0,0.9530015027581504
OSC+2a,BDF,0.001,1e-06,15,na,na,7.130434782608695,0.0,0.9489118740069326
OSC+2a,BDF,0.001,1e-06,15,na,na,7.217391304347826,0.0,0.9494102679485604
OSC+2a,BDF,0.001,1e-06,15,na,na,7.304347826086956,0.0,0.9588116880003228
OSC+2a,BDF,0.001,1e-06,15,na,na,7.391304347826088,0.0,0.966644337901686
OSC+2a,BDF,0.001,1e-06,15,na,na,7.478260869565218,0.0,0.9450741626891752
OSC+2a,BDF,0.001,1e-06,15,na,na,7.565217391304348,0.0,0.9546469918272809
OSC+2a,BDF,0.001,1e-06,15,na,na,7.6521739130434785,0.0,0.9596380027635644
OSC+2a,BDF,0.001,1e-06,15,na,na,7.739130434782607,0.0,0.9644064259641564
OSC+2a,BDF,0.001,1e-06,15,na,na,7.8260869565217375,0.0,0.9641258125297728
OSC+2a,BDF,0.001,1e-06,15,na,na,7.913043478260869,0.0,0.9643095981775563
OSC+2a,BDF,0.001,1e-06,15,na,na,8.0,0.0,0.9597737622519168
OSC+2a,BDF,0.001,1e-06,15,na,na,8.0,0.0,0.9597737622519168
OSC+2a,BDF,0.001,1e-06,15,na,na,8.244897959183673,0.0,0.9706476830520112
OSC+2a,BDF,0.001,1e-06,15,na,na,8.489795918367347,0.0,0.9610434944790448
OSC+2a,BDF,0.001,1e-06,15,na,na,8.734693877551019,0.0,0.9379996869763
OSC+2a,BDF,0.001,1e-06,15,na,na,8.979591836734693,0.0,0.9526657408247778
OSC+2a,BDF,0.001,1e-06,15,na,na,9.224489795918366,0.0,0.9643093005297186
OSC+2a,BDF,0.001,1e-06,15,na,na,9.469387755102039,0.0,0.9481269665455831
OSC+2a,BDF,0.001,1e-06,15,na,na,9.714285714285714,0.0,0.9904227361825748
OSC+2a,BDF,0.001,1e-06,15,na,na,9.959183673469388,0.0,0.9304772459794576
OSC+2a,BDF,0.001,1e-06,15,na,na,10.20408163265306,0.0,0.9678438230828332
OSC+2a,BDF,0.001,1e-06,15,na,na,10.448979591836736,0.0,0.9881147980684942
OSC+2a,BDF,0.001,1e-06,15,na,na,10.693877551020408,0.0,1.0186564185423903
OSC+2a,BDF,0.001,1e-06,15,na,na,10.93877551020408,0.0,0.9773185651577326
OSC+2a,BDF,0.001,1e-06,15,na,na,11.183673469387756,0.0,0.9391691032590516
OSC+2a,BDF,0.001,1e-06,15,na,na,11.428571428571427,0.0,0.941156198514
OSC+2a,BDF,0.001,1e-06,15,na,na,11.6734693877551,0.0,0.9168193880141244
OSC+2a,BDF,0.001,1e-06,15,na,na,11.918367346938775,0.0,0.914641796275478
OSC+2a,BDF,0.001,1e-06,15,na,na,12.16326530612245,0.0,0.9210299197676856
OSC+2a,BDF,0.001,1e-06,15,na,na,12.408163265306122,0.0,0.9032792218201592
OSC+2a,BDF,0.001,1e-06,15,na,na,12.653061224489793,0.0,0.8986308226099925
OSC+2a,BDF,0.001,1e-06,15,na,na,12.89795918367347,0.0,0.883674566824419
OSC+2a,BDF,0.001,1e-06,15,na,na,13.142857142857142,0.0,0.8924222817567155
OSC+2a,BDF,0.001,1e-06,15,na,na,13.387755102040815,0.0,0.8667806009643922
OSC+2a,BDF,0.001,1e-06,15,na,na,13.63265306122449,0.0,0.8927121727144879
OSC+2a,BDF,0.001,1e-06,15,na,na,13.877551020408163,0.0,0.8852028152048997
OSC+2a,BDF,0.001,1e-06,15,na,na,14.122448979591837,0.0,0.9457891332402846
OSC+2a,BDF,0.001,1e-06,15,na,na,14.36734693877551,0.0,0.9565855739799184
OSC+2a,BDF,0.001,1e-06,15,na,na,14.612244897959185,0.0,0.9252658452643406
OSC+2a,BDF,0.001,1e-06,15,na,na,14.857142857142858,0.0,0.9868991052310154
OSC+2a,BDF,0.001,1e-06,15,na,na,15.10204081632653,0.0,1.017459820320639
OSC+2a,BDF,0.001,1e-06,15,na,na,15.346938775510207,0.0,1.0041458900193756
OSC+2a,BDF,0.001,1e-06,15,na,na,15.591836734693878,0.0,1.0328004471872458
OSC+2a,BDF,0.001,1e-06,15,na,na,15.83673469387755,0.0,1.0575415776940285
OSC+2a,BDF,0.001,1e-06,15,na,na,16.081632653061224,0.0,1.0159906199769018
OSC+2a,BDF,0.001,1e-06,15,na,na,16.3265306122449,0.0,0.9664580495525884
OSC+2a,BDF,0.001,1e-06,15,na,na,16.57142857142857,0.0,0.9592019707973772
OSC+2a,BDF,0.001,1e-06,15,na,na,16.816326530612244,0.0,0.9743214077010502
OSC+2a,BDF,0.001,1e-06,15,na,na,17.061224489795922,0.0,0.9958727570250834
OSC+2a,BDF,0.001,1e-06,15,na,na,17.306122448979593,0.0,1.0140402677832037
OSC+2a,BDF,0.001,1e-06,15,na,na,17.551020408163268,0.0,1.0342733000245814
OSC+2a,BDF,0.001,1e-06,15,na,na,17.795918367346946,0.0,1.0259367605040284
OSC+2a,BDF,0.001,1e-06,15,na,na,18.04081632653061,0.0,0.9596935061835628
OSC+2a,BDF,0.001,1e-06,15,na,na,18.285714285714285,0.0,0.9570970003493118
OSC+2a,BDF,0.001,1e-06,15,na,na,18.530612244897963,0.0,0.9411345304763752
OSC+2a,BDF,0.001,1e-06,15,na,na,18.77551020408164,0.0,0.9005033867838417
OSC+2a,BDF,0.001,1e-06,15,na,na,19.020408163265305,0.0,0.9481565043116588
OSC+2a,BDF,0.001,1e-06,15,na,na,19.26530612244898,0.0,0.9749809841474808
OSC+2a,BDF,0.001,1e-06,15,na,na,19.510204081632647,0.0,0.8779152699145844
OSC+2a,BDF,0.001,1e-06,15,na,na,19.755102040816325,0.0,0.8810592807972225
OSC+2a,BDF,0.001,1e-06,15,na,na,20.0,0.0,0.8938564933152392
OSC+2a,BDF,0.001,1e-06,10,na,na,8.0,0.0,0.938632840217726
OSC+2a,BDF,0.001,1e-06,10,na,na,8.244897959183673,0.0,0.9417398422750916
OSC+2a,BDF,0.001,1e-06,10,na,na,8.489795918367347,0.0,0.9457043581419972
OSC+2a,BDF,0.001,1e-06,10,na,na,8.734693877551019,0.0,0.9113842710343776
OSC+2a,BDF,0.001,1e-06,10,na,na,8.979591836734693,0.0,0.9055150156384448
OSC+2a,BDF,0.001,1e-06,10,na,na,9.224489795918366,0.0,0.8732096428409034
OSC+2a,BDF,0.001,1e-06,10,na,na,9.469387755102039,0.0,0.8983812765734417
OSC+2a,BDF,0.001,1e-06,10,na,na,9.714285714285714,0.0,0.9453015089587784
OSC+2a,BDF,0.001,1e-06,10,na,na,9.959183673469388,0.0,0.9629326152757379
OSC+2a,BDF,0.001,1e-06,10,na,na,10.20408163265306,0.0,0.9015677020589998
OSC+2a,BDF,0.001,1e-06,10,na,na,10.448979591836736,0.0,0.8848391373111701
OSC+2a,BDF,0.001,1e-06,10,na,na,10.693877551020408,0.0,0.9167875437629794
OSC+2a,BDF,0.001,1e-06,10,na,na,10.93877551020408,0.0,0.9268270833152408
OSC+2a,BDF,0.001,1e-06,10,na,na,11.183673469387756,0.0,0.9603864829369959
OSC+2a,BDF,0.001,1e-06,10,na,na,11.428571428571427,0.0,1.0393727240077495
OSC+2a,BDF,0.001,1e-06,10,na,na,11.6734693877551,0.0,1.004438218617811
OSC+2a,BDF,0.001,1e-06,10,na,na,11.918367346938775,0.0,0.9835394433723621
OSC+2a,BDF,0.001,1e-06,10,na,na,12.16326530612245,0.0,0.956247926791292
OSC+2a,BDF,0.001,1e-06,10,na,na,12.408163265306122,0.0,0.9550504716628524
OSC+2a,BDF,0.001,1e-06,10,na,na,12.653061224489793,0.0,0.9313051833197392
OSC+2a,BDF,0.001,1e-06,10,na,na,12.89795918367347,0.0,0.9604045079721896
OSC+2a,BDF,0.001,1e-06,10,na,na,13.142857142857142,0.0,0.9210873304779136
OSC+2a,BDF,0.001,1e-06,10,na,na,13.387755102040815,0.0,0.9017847319570684
OSC+2a,BDF,0.001,1e-06,10,na,na,13.63265306122449,0.0,0.9272927361250874
OSC+2a,BDF,0.001,1e-06,10,na,na,13.877551020408163,0.0,0.9398727319565924
OSC+2a,BDF,0.001,1e-06,10,na,na,14.122448979591837,0.0,0.9462879767729984
OSC+2a,BDF,0.001,1e-06,10,na,na,14.36734693877551,0.0,0.9403592772332346
OSC+2a,BDF,0.001,1e-06,10,na,na,14.612244897959185,0.0,0.9691474639952382
OSC+2a,BDF,0.001,1e-06,10,na,na,14.857142857142858,0.0,0.9973215007664464
OSC+2a,BDF,0.001,1e-06,10,na,na,15.10204081632653,0.0,0.9807886704920123
OSC+2a,BDF,0.001,1e-06,10,na,na,15.346938775510207,0.0,0.9989725344623678
OSC+2a,BDF,0.001,1e-06,10,na,na,15.591836734693878,0.0,1.0100393727780614
OSC+2a,BDF,0.001,1e-06,10,na,na,15.83673469387755,0.0,1.0065362804624196
OSC+2a,BDF,0.001,1e-06,10,na,na,16.081632653061224,0.0,1.0119241816047857
OSC+2a,BDF,0.001,1e-06,10,na,na,16.3265306122449,0.0,1.0308802618369244
OSC+2a,BDF,0.001,1e-06,10,na,na,16.57142857142857,0.0,1.0349118114495008
OSC+2a,BDF,0.001,1e-06,10,na,na,16.816326530612244,0.0,1.037687913763201
OSC+2a,BDF,0.001,1e-06,10,na,na,17.061224489795922,0.0,1.079966130760844
OSC+2a,BDF,0.001,1e-06,10,na,na,17.306122448979593,0.0,1.1100613578889147
OSC+2a,BDF,0.001,1e-06,10,na,na,17.551020408163268,0.0,1.0934207137870149
OSC+2a,BDF,0.001,1e-06,10,na,na,17.795918367346946,0.0,1.095016794220017
OSC+2a,BDF,0.001,1e-06,10,na,na,18.04081632653061,0.0,1.0652746110831641
OSC+2a,BDF,0.001,1e-06,10,na,na,18.285714285714285,0.0,0.9695649099156372
OSC+2a,BDF,0.001,1e-06,10,na,na,18.530612244897963,0.0,0.8326241837233666
OSC+2a,BDF,0.001,1e-06,10,na,na,18.77551020408164,0.0,0.7818303356217108
OSC+2a,BDF,0.001,1e-06,10,na,na,19.020408163265305,0.0,0.7262828671268621
OSC+2a,BDF,0.001,1e-06,10,na,na,19.26530612244898,0.0,0.6912038494262531
OSC+2a,BDF,0.001,1e-06,10,na,na,19.510204081632647,0.0,0.6719073858297336
OSC+2a,BDF,0.001,1e-06,10,na,na,19.755102040816325,0.0,0.6685207977348658
OSC+2a,BDF,0.001,1e-06,10,na,na,20.0,0.0,0.6556679910155685
OSC+2a,BDF,0.001,1e-06,10,na,na,1.0,0.0,0.8550988211376125
OSC+2a,BDF,0.001,1e-06,10,na,na,1.1014492753623188,0.0,0.8579447055246502
OSC+2a,BDF,0.001,1e-06,10,na,na,1.2028985507246377,0.0,0.8620813416507044
OSC+2a,BDF,0.001,1e-06,10,na,na,1.3043478260869563,0.0,0.8675763739969444
OSC+2a,BDF,0.001,1e-06,10,na,na,1.4057971014492754,0.0,0.8705666073747677
OSC+2a,BDF,0.001,1e-06,10,na,na,1.5072463768115942,0.0,0.8740185927166929
OSC+2a,BDF,0.001,1e-06,10,na,na,1.608695652173913,0.0,0.8787478233304507
OSC+2a,BDF,0.001,1e-06,10,na,na,1.710144927536232,0.0,0.8809713330715604
OSC+2a,BDF,0.001,1e-06,10,na,na,1.8115942028985508,0.0,0.8911751975592334
OSC+2a,BDF,0.001,1e-06,10,na,na,1.9130434782608696,0.0,0.8944259095653357
OSC+2a,BDF,0.001,1e-06,10,na,na,2.0144927536231885,0.0,0.9037346919059168
OSC+2a,BDF,0.001,1e-06,10,na,na,2.115942028985508,0.0,0.9158185740976076
OSC+2a,BDF,0.001,1e-06,10,na,na,2.217391304347826,0.0,0.9116198425802652
OSC+2a,BDF,0.001,1e-06,10,na,na,2.318840579710145,0.0,0.92069793511536
OSC+2a,BDF,0.001,1e-06,10,na,na,2.420289855072464,0.0,0.9346433659049802
OSC+2a,BDF,0.001,1e-06,10,na,na,2.5217391304347827,0.0,0.9253895219736654
OSC+2a,BDF,0.001,1e-06,10,na,na,2.6231884057971016,0.0,0.9431764308027464
OSC+2a,BDF,0.001,1e-06,10,na,na,2.7246376811594204,0.0,0.9459212770148012
OSC+2a,BDF,0.001,1e-06,10,na,na,2.8260869565217392,0.0,0.9518881849732224
OSC+2a,BDF,0.001,1e-06,10,na,na,2.927536231884058,0.0,0.9392881235752708
OSC+2a,BDF,0.001,1e-06,10,na,na,3.028985507246377,0.0,0.9562253519446796
OSC+2a,BDF,0.001,1e-06,10,na,na,3.1304347826086962,0.0,0.967329316089486
OSC+2a,BDF,0.001,1e-06,10,na,na,3.2318840579710137,0.0,0.9497285651595848
OSC+2a,BDF,0.001,1e-06,10,na,na,3.333333333333333,0.0,0.9505895884012392
OSC+2a,BDF,0.001,1e-06,10,na,na,3.4347826086956523,0.0,0.9591321722632272
OSC+2a,BDF,0.001,1e-06,10,na,na,3.536231884057971,0.0,0.969903333480638
OSC+2a,BDF,0.001,1e-06,10,na,na,3.63768115942029,0.0,0.9732199045827538
OSC+2a,BDF,0.001,1e-06,10,na,na,3.739130434782609,0.0,0.9581860678748116
OSC+2a,BDF,0.001,1e-06,10,na,na,3.840579710144928,0.0,0.934747374031398
OSC+2a,BDF,0.001,1e-06,10,na,na,3.942028985507247,0.0,0.9556682810957816
OSC+2a,BDF,0.001,1e-06,10,na,na,4.043478260869565,0.0,0.9620913605223228
OSC+2a,BDF,0.001,1e-06,10,na,na,4.144927536231885,0.0,0.9633826291504124
OSC+2a,BDF,0.001,1e-06,10,na,na,4.246376811594203,0.0,0.9548094507312148
OSC+2a,BDF,0.001,1e-06,10,na,na,4.3478260869565215,0.0,0.9775689910905316
OSC+2a,BDF,0.001,1e-06,10,na,na,4.449275362318841,0.0,0.973316388252206
OSC+2a,BDF,0.001,1e-06,10,na,na,4.55072463768116,0.0,0.9741814415263712
OSC+2a,BDF,0.001,1e-06,10,na,na,4.652173913043479,0.0,0.9695708696711284
OSC+2a,BDF,0.001,1e-06,10,na,na,4.753623188405797,0.0,0.9612156312500076
OSC+2a,BDF,0.001,1e-06,10,na,na,4.855072463768116,0.0,0.9506142611669453
OSC+2a,BDF,0.001,1e-06,10,na,na,4.956521739130436,0.0,0.9705272657609524
OSC+2a,BDF,0.001,1e-06,10,na,na,5.057971014492754,0.0,0.9745244310096514
OSC+2a,BDF,0.001,1e-06,10,na,na,5.159420289855072,0.0,0.9773226525761928
OSC+2a,BDF,0.001,1e-06,10,na,na,5.260869565217392,0.0,0.9820040557533876
OSC+2a,BDF,0.001,1e-06,10,na,na,5.362318840579711,0.0,0.9796015838047116
OSC+2a,BDF,0.001,1e-06,10,na,na,5.463768115942028,0.0,0.9708939671650632
OSC+2a,BDF,0.001,1e-06,10,na,na,5.565217391304348,0.0,0.9892390941307893
OSC+2a,BDF,0.001,1e-06,10,na,na,5.666666666666668,0.0,0.960229360291861
OSC+2a,BDF,0.001,1e-06,10,na,na,5.768115942028986,0.0,0.9721136029287007
OSC+2a,BDF,0.001,1e-06,10,na,na,5.869565217391305,0.0,0.9643269152592678
OSC+2a,BDF,0.001,1e-06,10,na,na,5.971014492753622,0.0,0.9668158746733798
OSC+2a,BDF,0.001,1e-06,10,na,na,6.072463768115942,0.0,0.9800815429165564
OSC+2a,BDF,0.001,1e-06,10,na,na,6.1739130434782625,0.0,0.97251160667452
OSC+2a,BDF,0.001,1e-06,10,na,na,6.27536231884058,0.0,0.9714147436519645
OSC+2a,BDF,0.001,1e-06,10,na,na,6.376811594202898,0.0,0.9278400884668216
OSC+2a,BDF,0.001,1e-06,10,na,na,6.478260869565218,0.0,0.9318307882273664
OSC+2a,BDF,0.001,1e-06,10,na,na,6.579710144927537,0.0,0.9338888868646308
OSC+2a,BDF,0.001,1e-06,10,na,na,6.681159420289855,0.0,0.9559629511699042
OSC+2a,BDF,0.001,1e-06,10,na,na,6.782608695652174,0.0,0.9378046034760475
OSC+2a,BDF,0.001,1e-06,10,na,na,6.884057971014492,0.0,0.955703895393616
OSC+2a,BDF,0.001,1e-06,10,na,na,6.985507246376812,0.0,0.9598682514589201
OSC+2a,BDF,0.001,1e-06,10,na,na,7.086956521739131,0.0,0.9606391242952592
OSC+2a,BDF,0.001,1e-06,10,na,na,7.188405797101448,0.0,0.9756683476457698
OSC+2a,BDF,0.001,1e-06,10,na,na,7.289855072463768,0.0,0.987358909293208
OSC+2a,BDF,0.001,1e-06,10,na,na,7.391304347826088,0.0,0.9810161622959124
OSC+2a,BDF,0.001,1e-06,10,na,na,7.492753623188406,0.0,0.9647548648978704
OSC+2a,BDF,0.001,1e-06,10,na,na,7.594202898550725,0.0,0.9559287541219932
OSC+2a,BDF,0.001,1e-06,10,na,na,7.695652173913044,0.0,0.9546460820046536
OSC+2a,BDF,0.001,1e-06,10,na,na,7.797101449275362,0.0,0.9517321340565924
OSC+2a,BDF,0.001,1e-06,10,na,na,7.8985507246376825,0.0,0.9481528272394836
OSC+2a,BDF,0.001,1e-06,10,na,na,8.0,0.0,0.938632840217726
OSC,BDF,0.001,1e-06,15,na,na,1.0,0.0,0.5588561251449911
OSC,BDF,0.001,1e-06,15,na,na,1.1014492753623188,0.0,0.5601064165395759
OSC,BDF,0.001,1e-06,15,na,na,1.2028985507246377,0.0,0.5958274383649751
OSC,BDF,0.001,1e-06,15,na,na,1.3043478260869563,0.0,0.5060424713777888
OSC,BDF,0.001,1e-06,15,na,na,1.4057971014492754,0.0,0.5698810676352304
OSC,BDF,0.001,1e-06,15,na,na,1.5072463768115942,0.0,0.5853870745352356
OSC,BDF,0.001,1e-06,15,na,na,1.608695652173913,0.0,0.5179371623798954
OSC,BDF,0.001,1e-06,15,na,na,1.710144927536232,0.0,0.5052838440027271
OSC,BDF,0.001,1e-06,15,na,na,1.8115942028985508,0.0,0.5651861015469258
OSC,BDF,0.001,1e-06,15,na,na,1.9130434782608696,0.0,0.6070913043987901
OSC,BDF,0.001,1e-06,15,na,na,2.0144927536231885,0.0,0.5641014677951073
OSC,BDF,0.001,1e-06,15,na,na,2.115942028985508,0.0,0.4991680364209504
OSC,BDF,0.001,1e-06,15,na,na,2.217391304347826,0.0,0.4603713305830924
OSC,BDF,0.001,1e-06,15,na,na,2.318840579710145,0.0,0.4980274365366402
OSC,BDF,0.001,1e-06,15,na,na,2.420289855072464,0.0,0.5785405155429125
OSC,BDF,0.001,1e-06,15,na,na,2.5217391304347827,0.0,0.6910954752385438
OSC,BDF,0.001,1e-06,15,na,na,2.6231884057971016,0.0,0.8058494944115023
OSC,BDF,0.001,1e-06,15,na,na,2.7246376811594204,0.0,0.9268501834400448
OSC,BDF,0.001,1e-06,15,na,na,2.8260869565217392,0.0,0.9722325944751328
OSC,BDF,0.001,1e-06,15,na,na,2.927536231884058,0.0,0.8957299980622405
OSC,BDF,0.001,1e-06,15,na,na,3.028985507246377,0.0,0.8233132640374098
OSC,BDF,0.001,1e-06,15,na,na,3.130434782608696,0.0,0.7245129411396748
OSC,BDF,0.001,1e-06,15,na,na,3.2318840579710137,0.0,0.6104315429997832
OSC,BDF,0.001,1e-06,15,na,na,3.333333333333333,0.0,0.513048582724808
OSC,BDF,0.001,1e-06,15,na,na,3.4347826086956523,0.0,0.4450512034856592
OSC,BDF,0.001,1e-06,15,na,na,3.536231884057971,0.0,0.3922982442528842
OSC,BDF,0.001,1e-06,15,na,na,3.63768115942029,0.0,0.3571241719440622
OSC,BDF,0.001,1e-06,15,na,na,3.739130434782609,0.0,0.3274659424869495
OSC,BDF,0.001,1e-06,15,na,na,3.840579710144928,0.0,0.31150329130416643
OSC,BDF,0.001,1e-06,15,na,na,3.942028985507247,0.0,0.30701967206463066
OSC,BDF,0.001,1e-06,15,na,na,4.043478260869565,0.0,0.3023865929046309
OSC,BDF,0.001,1e-06,15,na,na,4.144927536231885,0.0,0.29383307594807906
OSC,BDF,0.001,1e-06,15,na,na,4.246376811594203,0.0,0.3167964354116819
OSC,BDF,0.001,1e-06,15,na,na,4.3478260869565215,0.0,0.3274508183031608
OSC,BDF,0.001,1e-06,15,na,na,4.449275362318841,0.0,0.3427987162877458
OSC,BDF,0.001,1e-06,15,na,na,4.55072463768116,0.0,0.3577950100838441
OSC,BDF,0.001,1e-06,15,na,na,4.6521739130434785,0.0,0.38831301002143465
OSC,BDF,0.001,1e-06,15,na,na,4.753623188405797,0.0,0.4256605528348649
OSC,BDF,0.001,1e-06,15,na,na,4.855072463768116,0.0,0.4613262934396778
OSC,BDF,0.001,1e-06,15,na,na,4.956521739130436,0.0,0.5080567596670447
OSC,BDF,0.001,1e-06,15,na,na,5.057971014492754,0.0,0.5504565263707307
OSC,BDF,0.001,1e-06,15,na,na,5.159420289855072,0.0,0.5991615305922443
OSC,BDF,0.001,1e-06,15,na,na,5.260869565217392,0.0,0.6596526124041621
OSC,BDF,0.001,1e-06,15,na,na,5.362318840579711,0.0,0.7147221907038285
OSC,BDF,0.001,1e-06,15,na,na,5.463768115942028,0.0,0.7700025611421479
OSC,BDF,0.001,1e-06,15,na,na,5.565217391304348,0.0,0.8102261100700625
OSC,BDF,0.001,1e-06,15,na,na,5.666666666666668,0.0,0.862452053835609
OSC,BDF,0.001,1e-06,15,na,na,5.768115942028986,0.0,0.9184485501441556
