a,omega,phi,N,localisation,hopping,onsite,next onsite,NNN,NNN overtop
5.0,4.0,1.0471975511965976,51.0,0.18433923471848968,0.009944688042542758,,,,
5.0,4.0,1.5707963267948966,51.0,0.17613606032592016,-0.050297100688317636,,,,
5.0,4.1,0.0,51.0,0.1701019902293565,0.2256774881167465,,,,
5.0,4.1,0.4487989505128276,51.0,0.17583812690715522,0.17233032961874592,,,,
5.0,4.1,0.5235987755982988,51.0,0.17629892058811494,0.15445451614789835,,,,
5.0,4.1,0.6283185307179586,51.0,0.17664615793568428,0.12959346140627193,,,,
5.0,4.1,0.7853981633974483,51.0,0.17649855633148168,0.08517592318358634,,,,
5.0,4.1,1.0471975511965976,51.0,0.1746325258538768,0.04736580031489593,,,,
5.0,4.1,1.5707963267948966,51.0,0.16727346278805766,-0.019076566613503515,,,,
5.0,4.2,0.0,51.0,0.1648952161332516,0.26493829775107874,,,,
5.0,4.2,0.4487989505128276,51.0,0.1700005627936446,0.21082224687304427,,,,
5.0,4.2,0.5235987755982988,51.0,0.17038286010470444,0.1927158937115967,,,,
5.0,4.2,0.6283185307179586,51.0,0.17063811785963762,0.16439142404304408,,,,
5.0,4.2,0.7853981633974483,51.0,0.17039980008885042,0.11776922263917505,,,,
5.0,4.2,1.0471975511965976,51.0,0.16846402953328166,0.049222499268257065,,,,
5.0,4.2,1.5707963267948966,51.0,0.1611696120370749,0.01658195771529311,,,,
5.0,4.3,0.0,51.0,0.16113618326331014,0.30266475216801786,,,,
5.0,4.3,0.4487989505128276,51.0,0.16560264984273382,0.2478644661898385,,,,
5.0,4.3,0.5235987755982988,51.0,0.1659166003510645,0.2295499047102969,,,,
5.0,4.3,0.6283185307179586,51.0,0.16610054466513433,0.2009163535469097,,,,
5.0,4.3,0.7853981633974483,51.0,0.1658132195211249,0.15382216774126922,,,,
5.0,4.3,1.0471975511965976,51.0,0.1639473508082021,0.08499474982552803,,,,
5.0,4.3,1.5707963267948966,51.0,0.15716865218212872,0.03715064621042671,,,,
5.0,4.4,0.0,51.0,0.1583316880257158,0.3388254390727819,,,,
5.0,4.4,0.4487989505128276,51.0,0.1621965354445361,0.2738065250766252,,,,
5.0,4.4,0.5235987755982988,51.0,0.16243312859475895,0.2525526861053196,,,,
5.0,4.4,0.6283185307179586,51.0,0.16253133749432025,0.23652299631258786,,,,
5.0,4.4,0.7853981633974483,51.0,0.1621731633880986,0.18925417683813914,,,,
5.0,4.4,1.0471975511965976,51.0,0.16033612119738858,0.1107704586317068,,,,
5.0,4.4,1.5707963267948966,51.0,0.15406632408710902,0.0298323352403336,,,,
5.0,4.5,0.0,51.0,0.15617775728035724,0.3733621668327692,,,,
5.0,4.5,0.4487989505128276,51.0,0.15960906969818084,0.3085505530587335,,,,
5.0,4.5,0.5235987755982988,51.0,0.15977961137962585,0.2873653032076073,,,,
5.0,4.5,0.6283185307179586,51.0,0.15980190511716802,0.2546787346274188,,,,
5.0,4.5,0.7853981633974483,51.0,0.15935817497477464,0.2020459563621296,,,,
5.0,4.5,1.0471975511965976,51.0,0.1575201107080811,0.14550993074117624,,,,
5.0,4.5,1.5707963267948966,51.0,0.15167432297892225,0.06585333288007121,,,,
5.0,4.6,0.0,51.0,0.15457336607541788,0.4062300496869897,,,,
5.0,4.6,0.4487989505128276,51.0,0.15774167524135124,0.34189175043143144,,,,
5.0,4.6,0.5235987755982988,51.0,0.1578909382591578,0.3208522510727133,,,,
5.0,4.6,0.6283185307179586,51.0,0.15789351680865835,0.2883912706089187,,,,
5.0,4.6,0.7853981633974483,51.0,0.15744536926625605,0.2361052452231784,,,,
5.0,4.6,1.0471975511965976,51.0,0.15565346376180372,0.17946338976698015,,,,
5.0,4.6,1.5707963267948966,51.0,0.15015335173211064,0.10058209265545476,,,,
5.0,4.7,0.0,51.0,0.15344188505503073,0.4374071428368256,,,,
5.0,4.7,0.4487989505128276,51.0,0.1563988548340147,0.37374636463666944,,,,
5.0,4.7,0.5235987755982988,51.0,0.15653179682916307,0.35292538362708903,,,,
5.0,4.7,0.6283185307179586,51.0,0.15652531597616812,0.3207974339097229,,,,
5.0,4.7,0.7853981633974483,51.0,0.15610157098299024,0.2690336111154248,,,,
5.0,4.7,1.0471975511965976,51.0,0.1544273988419077,0.18597725657528505,,,,
5.0,4.7,1.5707963267948966,51.0,0.14926738831339295,0.13679503409688948,,,,
5.0,4.8,0.0,51.0,0.15268938133457655,0.4668958565367436,,,,
5.0,4.8,0.4487989505128276,51.0,0.15552005250175405,0.4023900882389985,,,,
5.0,4.8,0.5235987755982988,51.0,0.15565249891383615,0.3812560742109711,,,,
5.0,4.8,0.6283185307179586,51.0,0.1556558211880497,0.3485989629851212,,,,
5.0,4.8,0.7853981633974483,51.0,0.1552708588476751,0.3007107501359439,,,,
5.0,4.8,1.0471975511965976,51.0,0.15372702103149638,0.21867401885878154,,,,
5.0,4.8,1.5707963267948966,51.0,0.14895592346731873,0.16960871012009068,,,,
5.0,4.9,0.0,51.0,0.1524554397658152,0.4947205085153506,,,,
5.0,4.9,0.4487989505128276,51.0,0.1551497088086956,0.4317007547204743,,,,
5.0,4.9,0.5235987755982988,51.0,0.15528842944840746,0.4103521929913285,,,,
5.0,4.9,0.6283185307179586,51.0,0.1553122351646806,0.3781760356431266,,,,
5.0,4.9,0.7853981633974483,51.0,0.15498437752554922,0.3261762371552051,,,,
5.0,4.9,1.0471975511965976,51.0,0.1535886934437746,0.2503749690173424,,,,
5.0,4.9,1.5707963267948966,51.0,0.14916474829768886,0.201272226375596,,,,
5.0,5.0,0.0,51.0,0.1528920153184617,0.5209226789740632,,,,
5.0,5.0,0.4487989505128276,51.0,0.155380427877909,0.4528890096570524,,,,
5.0,5.0,0.5235987755982988,51.0,0.15550363046828475,0.430006894455412,,,,
5.0,5.0,0.6283185307179586,51.0,0.1555158237265223,0.40736825844926494,,,,
5.0,5.0,0.7853981633974483,51.0,0.15519703884658567,0.3551844288271824,,,,
5.0,5.0,1.0471975511965976,51.0,0.15387422073787313,0.2814316132995611,,,,
5.0,5.0,1.5707963267948966,51.0,0.14971330114084974,0.2316978402367951,,,,
5.0,5.1,0.0,51.0,0.15354275755232144,0.5455578530335156,,,,
5.0,5.1,0.4487989505128276,51.0,0.15578409845216795,0.4784843163756822,,,,
5.0,5.1,0.5235987755982988,51.0,0.15587944033263745,0.4567383531046931,,,,
5.0,5.1,0.6283185307179586,51.0,0.15586221904701908,0.4233568454289486,,,,
5.0,5.1,0.7853981633974483,51.0,0.15551704210429426,0.3848876136043605,,,,
5.0,5.1,1.0471975511965976,51.0,0.15419854774025782,0.3024630504391512,,,,
5.0,5.1,1.5707963267948966,51.0,0.1502803269427238,0.2285217436762064,,,,
5.0,5.2,0.0,51.0,0.15438177281793689,0.5686912722418656,,,,
5.0,5.2,0.4487989505128276,51.0,0.15631368873739054,0.5030806832214784,,,,
5.0,5.2,0.5235987755982988,51.0,0.1563773125468869,0.4817974578408991,,,,
5.0,5.2,0.6283185307179586,51.0,0.156331231977156,0.4491151546654573,,,,
5.0,5.2,0.7853981633974483,51.0,0.15598046347504047,0.396839644384332,,,,
5.0,5.2,1.0471975511965976,51.0,0.15476360395622918,0.3302917855958173,,,,
5.0,5.2,1.5707963267948966,51.0,0.15124097106645726,0.25775025220215925,,,,
5.0,5.3,0.0,51.0,0.15527127580527067,0.5903947477740551,,,,
5.0,5.3,0.4487989505128276,51.0,0.15697136156139732,0.5261949110098441,,,,
5.0,5.3,0.5235987755982988,51.0,0.15702251635911024,0.5053588233942344,,,,
5.0,5.3,0.6283185307179586,51.0,0.15697253649045878,0.4733523003131758,,,,
5.0,5.3,0.7853981633974483,51.0,0.15663580811585134,0.4223612051665357,,,,
5.0,5.3,1.0471975511965976,51.0,0.15549387299792572,0.3591072829166039,,,,
5.0,5.3,1.5707963267948966,51.0,0.15224774169287555,0.28573106948325805,,,,
5.0,5.4,0.0,51.0,0.15620713723745422,0.6107439422819723,,,,
5.0,5.4,0.4487989505128276,51.0,0.15768272567713146,0.5480617826645694,,,,
5.0,5.4,0.5235987755982988,51.0,0.15771061115203378,0.5277093757328731,,,,
5.0,5.4,0.6283185307179586,51.0,0.15762923023967088,0.4964366388783773,,,,
5.0,5.4,0.7853981633974483,51.0,0.15729836800155608,0.4463642272020672,,,,
5.0,5.4,1.0471975511965976,51.0,0.15621144031651485,0.3667447169493568,,,,
5.0,5.4,1.5707963267948966,51.0,0.15324537127125545,0.3124790639680023,,,,
5.0,5.5,0.0,51.0,0.15732672012426874,0.6298160544045891,,,,
5.0,5.5,0.4487989505128276,51.0,0.15862112433967868,0.5686266434426059,,,,
5.0,5.5,0.5235987755982988,51.0,0.15863451389178854,0.5487505173042352,,,,
5.0,5.5,0.6283185307179586,51.0,0.1585487341289587,0.5182012945818201,,,,
5.0,5.5,0.7853981633974483,51.0,0.15820222468049733,0.4692655675306233,,,,
5.0,5.5,1.0471975511965976,51.0,0.15712958619674242,0.3913957055925626,,,,
5.0,5.5,1.5707963267948966,51.0,0.15432046673767322,0.3367699954807718,,,,
5.0,5.6,0.0,51.0,0.1587267012972685,0.6476880820642521,,,,
5.0,5.6,0.4487989505128276,51.0,0.1598571776718694,0.5880125867664251,,,,
5.0,5.6,0.5235987755982988,51.0,0.15984379628520978,0.5686211716703975,,,,
5.0,5.6,0.6283185307179586,51.0,0.15971914287485267,0.5388097891639112,,,,
5.0,5.6,0.7853981633974483,51.0,0.15931709942312308,0.4910374622916566,,,,
5.0,5.6,1.0471975511965976,51.0,0.15818690525176182,0.4149683211989244,,,,
5.0,5.6,1.5707963267948966,51.0,0.15554919308500575,0.3611191842906519,,,,
5.0,5.7,0.0,51.0,0.16007879759530474,0.6644357727620649,,,,
5.0,5.7,0.4487989505128276,51.0,0.16103492374397085,0.6062568537460827,,,,
5.0,5.7,0.5235987755982988,51.0,0.16098002160967034,0.5873456101749439,,,,
5.0,5.7,0.6283185307179586,51.0,0.1608017668729089,0.5582659322576301,,,,
5.0,5.7,0.7853981633974483,51.0,0.16032384740729236,0.5116495004086945,,,,
5.0,5.7,1.0471975511965976,51.0,0.15914071993429704,0.43737603592652935,,,,
5.0,5.7,1.5707963267948966,51.0,0.1566075457006063,0.3842965449414703,,,,
5.0,5.8,0.0,51.0,0.16159021807806004,0.6801325588875214,,,,
5.0,5.8,0.4487989505128276,51.0,0.16217463868466706,0.6222967728758172,,,,
5.0,5.8,0.5235987755982988,51.0,0.16206667972215785,0.6034675157779028,,,,
5.0,5.8,0.6283185307179586,51.0,0.1618147469201319,0.5766302023232033,,,,
5.0,5.8,0.7853981633974483,51.0,0.16126646174282158,0.5311562532575552,,,,
5.0,5.8,1.0471975511965976,51.0,0.16004759374794264,0.4586628881635421,,,,
5.0,5.8,1.5707963267948966,51.0,0.1580518773283938,0.4063462695353982,,,,
5.0,5.9,0.0,51.0,0.16285873642290707,0.6948484499325354,,,,
5.0,5.9,0.4487989505128276,51.0,0.16322556020334833,0.634877417305722,,,,
5.0,5.9,0.5235987755982988,51.0,0.1631086027099161,0.6201350275480746,,,,
5.0,5.9,0.6283185307179586,51.0,0.162871632566599,0.5918751383661587,,,,
5.0,5.9,0.7853981633974483,51.0,0.16238904381795524,0.5496136480170442,,,,
5.0,5.9,1.0471975511965976,51.0,0.1615597838560044,0.4788763979174349,,,,
5.0,5.9,1.5707963267948966,51.0,0.15987533959250658,0.4273167710821293,,,,
5.0,6.0,0.0,51.0,0.16393571416167774,0.7086504817152258,,,,
5.0,6.0,0.4487989505128276,51.0,0.1643000815551132,0.6502845071237686,,,,
5.0,6.0,0.5235987755982988,51.0,0.1642287508741165,0.6313633064257334,,,,
5.0,6.0,0.6283185307179586,51.0,0.16405107994831364,0.6023166981208298,,,,
5.0,6.0,0.7853981633974483,51.0,0.1637193424082304,0.5640225181718508,,,,
5.0,6.0,1.0471975511965976,51.0,0.1629727391312936,0.4980666826678071,,,,
5.0,6.0,1.5707963267948966,51.0,0.16136474393158828,0.4324680379890036,,,,
5.0,6.1,0.0,51.0,0.16511111129632955,0.7216016652575619,,,,
5.0,6.1,0.4487989505128276,51.0,0.16551529747618254,0.6648031711487034,,,,
5.0,6.1,0.5235987755982988,51.0,0.1654389405957387,0.6463826598378889,,,,
5.0,6.1,0.6283185307179586,51.0,0.1652779752287476,0.6180973248218179,,,,
5.0,6.1,0.7853981633974483,51.0,0.16490581103115035,0.5827607161764767,,,,
5.0,6.1,1.0471975511965976,51.0,0.1641888586384901,0.5162841770056399,,,,
5.0,6.1,1.5707963267948966,51.0,0.16250242798208867,0.4522419961546824,,,,
5.0,6.2,0.0,51.0,0.16651952550500282,0.7337613795406173,,,,
5.0,6.2,0.4487989505128276,51.0,0.1668721131527419,0.6784899580591127,,,,
5.0,6.2,0.5235987755982988,51.0,0.16676664586123024,0.6605579111227904,,,,
5.0,6.2,0.6283185307179586,51.0,0.16653560103735335,0.6342885486709693,,,,
5.0,6.2,0.7853981633974483,51.0,0.16622159346773505,0.5909035034301143,,,,
5.0,6.2,1.0471975511965976,51.0,0.16546201141665842,0.5288945337236376,,,,
5.0,6.2,1.5707963267948966,51.0,0.16370929416270627,0.4710600191714423,,,,
5.0,6.3,0.0,51.0,0.16802320874277651,0.7451852033389725,,,,
5.0,6.3,0.4487989505128276,51.0,0.16822020721910802,0.6920062918056606,,,,
5.0,6.3,0.5235987755982988,51.0,0.16811482661617955,0.6747674304442056,,,,
5.0,6.3,0.6283185307179586,51.0,0.16795113809766374,0.6483068964082601,,,,
5.0,6.3,0.7853981633974483,51.0,0.16758033120199048,0.6060170878556909,,,,
5.0,6.3,1.0471975511965976,51.0,0.16676164836501456,0.5454903494617134,,,,
5.0,6.3,1.5707963267948966,51.0,0.16506206089390915,0.4889692221975512,,,,
5.0,6.4,0.0,51.0,0.16934175530238865,0.7559247793209739,,,,
5.0,6.4,0.4487989505128276,51.0,0.16946451358302209,0.7041447801241192,,,,
5.0,6.4,0.5235987755982988,51.0,0.16935530041709226,0.6873529242230086,,,,
5.0,6.4,0.6283185307179586,51.0,0.16915812062191912,0.6615719594781393,,,,
5.0,6.4,0.7853981633974483,51.0,0.168786912699617,0.6203511431589692,,,,
5.0,6.4,1.0471975511965976,51.0,0.1679950063074052,0.5612623344586355,,,,
5.0,6.4,1.5707963267948966,51.0,0.16628807396438755,0.5060167328159171,,,,
5.0,6.5,0.0,51.0,0.1704437770889559,0.7660286840036749,,,,
5.0,6.5,0.4487989505128276,51.0,0.17046703561088294,0.7156058360414154,,,,
5.0,6.5,0.5235987755982988,51.0,0.17036775822299016,0.6992481105526448,,,,
5.0,6.5,0.6283185307179586,51.0,0.17020511547705047,0.6741278476796192,,,,
5.0,6.5,0.7853981633974483,51.0,0.16986505149792974,0.6339508517227198,,,,
5.0,6.5,1.0471975511965976,51.0,0.1690656933419464,0.5762560726479976,,,,
5.0,6.5,1.5707963267948966,51.0,0.1674084131339384,0.5227887729585861,,,,
5.0,6.6,0.0,51.0,0.17145277444047455,0.7755414810286249,,,,
5.0,6.6,0.4487989505128276,51.0,0.17156637098387734,0.7264363502121909,,,,
5.0,6.6,0.5235987755982988,51.0,0.1714997938638692,0.7105006256622983,,,,
5.0,6.6,0.6283185307179586,51.0,0.17134264121573284,0.6860229493787701,,,,
5.0,6.6,0.7853981633974483,51.0,0.1709833912545592,0.6468563006892601,,,,
5.0,6.6,1.0471975511965976,51.0,0.17018011778735315,0.5823685146160056,,,,
5.0,6.6,1.5707963267948966,51.0,0.16882812607309605,0.5382198431963445,,,,
5.0,6.7,0.0,51.0,0.17259484000273909,0.7845046922229811,,,,
5.0,6.7,0.4487989505128276,51.0,0.1727383968756432,0.7367211937506795,,,,
5.0,6.7,0.5235987755982988,51.0,0.17265175372144473,0.7212093978325641,,,,
5.0,6.7,0.6283185307179586,51.0,0.17248524936442802,0.6973780615345097,,,,
5.0,6.7,0.7853981633974483,51.0,0.1721375034646271,0.6592324858121905,,,,
5.0,6.7,1.0471975511965976,51.0,0.17135872067825858,0.5963075230527686,,,,
5.0,6.7,1.5707963267948966,51.0,0.17015030531138664,0.5529235167491032,,,,
5.0,6.8,0.0,51.0,0.17375918271988786,0.7929566427557516,,,,
5.0,6.8,0.4487989505128276,51.0,0.17396817497829414,0.7464081937708499,,,,
5.0,6.8,0.5235987755982988,51.0,0.1738852943488692,0.7312927238659924,,,,
5.0,6.8,0.6283185307179586,51.0,0.17371192258255466,0.7080656089718937,,,,
5.0,6.8,0.7853981633974483,51.0,0.17335409242080854,0.6708747443770056,,,,
5.0,6.8,1.0471975511965976,51.0,0.1727063904657073,0.6095840297903797,,,,
5.0,6.8,1.5707963267948966,51.0,0.17139499967919009,0.5669404159653348,,,,
5.0,6.9,0.0,51.0,0.1749433732442464,0.8009329223968378,,,,
5.0,6.9,0.4487989505128276,51.0,0.1751459003591033,0.7555786904192296,,,,
5.0,6.9,0.5235987755982988,51.0,0.17506259450225273,0.7408468121851195,,,,
5.0,6.9,0.6283185307179586,51.0,0.1749050129141933,0.7182046932142244,,,,
5.0,6.9,0.7853981633974483,51.0,0.1745840648006181,0.6823753347242485,,,,
5.0,6.9,1.0471975511965976,51.0,0.1738823158047125,0.6222276348229542,,,,
5.0,6.9,1.5707963267948966,51.0,0.1724452627146151,0.5803096781362271,,,,
5.0,7.0,0.0,51.0,0.17608011997986428,0.8084663646726937,,,,
5.0,7.0,0.4487989505128276,51.0,0.17631997198572144,0.7642673307497145,,,,
5.0,7.0,0.5235987755982988,51.0,0.17623914917611233,0.7499066956106293,,,,
5.0,7.0,0.6283185307179586,51.0,0.1760754105463899,0.7278312797616849,,,,
5.0,7.0,0.7853981633974483,51.0,0.17574330455877368,0.6928752538881853,,,,
5.0,7.0,1.0471975511965976,51.0,0.17502673786450934,0.6342779088274051,,,,
5.0,7.0,1.5707963267948966,51.0,0.17367129655932215,0.5782195494802377,,,,
5.0,7.1,0.0,51.0,0.17720419994260872,0.8155872881288315,,,,
5.0,7.1,0.4487989505128276,51.0,0.17733917325908002,0.7727460058051256,,,,
5.0,7.1,0.5235987755982988,51.0,0.17725640255652578,0.7591655580214959,,,,
5.0,7.1,0.6283185307179586,51.0,0.17709604396401787,0.7379210036010793,,,,
5.0,7.1,0.7853981633974483,51.0,0.17675782262214898,0.7028679087529193,,,,
5.0,7.1,1.0471975511965976,51.0,0.17604087665035634,0.6457682962584524,,,,
5.0,7.1,1.5707963267948966,51.0,0.17475900968751654,0.5910622166863612,,,,
5.0,7.2,0.0,51.0,0.17810107695448807,0.8223237330713151,,,,
5.0,7.2,0.4487989505128276,51.0,0.17828129211760838,0.7810133816719741,,,,
5.0,7.2,0.5235987755982988,51.0,0.17819787597998293,0.7675978127254627,,,,
5.0,7.2,0.6283185307179586,51.0,0.17802794835975005,0.7469836450821622,,,,
5.0,7.2,0.7853981633974483,51.0,0.17774566112442025,0.7129934535317377,,,,
5.0,7.2,1.0471975511965976,51.0,0.1770967285442172,0.6567305438851252,,,,
5.0,7.2,1.5707963267948966,51.0,0.17592755835638513,0.6033356955253927,,,,
5.0,7.3,0.0,51.0,0.17895344930469545,0.8287015536903684,,,,
5.0,7.3,0.4487989505128276,51.0,0.1791825568652132,0.7883998144709955,,,,
5.0,7.3,0.5235987755982988,51.0,0.1791201527873372,0.7753083815719871,,,,
5.0,7.3,0.6283185307179586,51.0,0.17898448077005094,0.7551881422747783,,,,
5.0,7.3,0.7853981633974483,51.0,0.17871008144113834,0.7220397010663544,,,,
5.0,7.3,1.0471975511965976,51.0,0.17812965875232226,0.6671943810611639,,,,
5.0,7.3,1.5707963267948966,51.0,0.17702053564636747,0.615070649711677,,,,
5.0,7.4,0.0,51.0,0.17978398630312906,0.8347448387513229,,,,
5.0,7.4,0.4487989505128276,51.0,0.18016496643036287,0.7954187800315312,,,,
5.0,7.4,0.5235987755982988,51.0,0.18012719380451045,0.7826409187139165,,,,
5.0,7.4,0.6283185307179586,51.0,0.1800305372353999,0.7629993833819337,,,,
5.0,7.4,0.7853981633974483,51.0,0.17980537464818985,0.7306639516330552,,,,
5.0,7.4,1.0471975511965976,51.0,0.17928132998281704,0.6780281742176135,,,,
5.0,7.4,1.5707963267948966,51.0,0.1781623258660294,0.6262958459511268,,,,
5.0,7.5,0.0,51.0,0.18069171209315504,0.8404754999575935,,,,
5.0,7.5,0.4487989505128276,51.0,0.1812927881658801,0.8007366692867273,,,,
5.0,7.5,0.5235987755982988,51.0,0.18128685363131086,0.7896189167343617,,,,
5.0,7.5,0.6283185307179586,51.0,0.1812324135779698,0.7704408666633766,,,,
5.0,7.5,0.7853981633974483,51.0,0.18105157294452426,0.7388910184653259,,,,
5.0,7.5,1.0471975511965976,51.0,0.18052962340526804,0.6875484041334018,,,,
5.0,7.5,1.5707963267948966,51.0,0.17920269271879594,0.6370389305825817,,,,
5.0,7.6,0.0,51.0,0.1817768130996308,0.8459141267853708,,,,
5.0,7.6,0.4487989505128276,51.0,0.18260651918047247,0.8066703800663422,,,,
5.0,7.6,0.5235987755982988,51.0,0.18261751822187647,0.7939276807968937,,,,
5.0,7.6,0.6283185307179586,51.0,0.1825720484347592,0.7775345570747549,,,,
5.0,7.6,0.7853981633974483,51.0,0.18237949338866247,0.7467440561276589,,,,
5.0,7.6,1.0471975511965976,51.0,0.18179433360335906,0.6966502027896238,,,,
5.0,7.6,1.5707963267948966,51.0,0.18024746093689706,0.6493457728294467,,,,
5.0,7.7,0.0,51.0,0.18330546208047035,0.8510793388519666,,,,
5.0,7.7,0.4487989505128276,51.0,0.1841913684495592,0.8127897360975178,,,,
5.0,7.7,0.5235987755982988,51.0,0.1842003010278733,0.8003534816665806,,,,
5.0,7.7,0.6283185307179586,51.0,0.1841490356413308,0.7834320053125159,,,,
5.0,7.7,0.7853981633974483,51.0,0.18393595577150232,0.7542447220284488,,,,
5.0,7.7,1.0471975511965976,51.0,0.18329449017557845,0.7074566983595029,,,,
5.0,7.7,1.5707963267948966,51.0,0.18156556599067256,0.6591286418616679,,,,
5.0,7.8,0.0,51.0,0.18482462858345908,0.8559887704792559,,,,
5.0,7.8,0.4487989505128276,51.0,0.18569280320039525,0.8186247361901097,,,,
5.0,7.8,0.5235987755982988,51.0,0.18568994347491946,0.8064856625052466,,,,
5.0,7.8,0.6283185307179586,51.0,0.1856160146487251,0.7878271279164228,,,,
5.0,7.8,0.7853981633974483,51.0,0.1853646718235015,0.7614207967182468,,,,
5.0,7.8,1.0471975511965976,51.0,0.18464056476651744,0.7156885977471567,,,,
5.0,7.8,1.5707963267948966,51.0,0.1826974205487674,0.6685329026426667,,,,
5.0,7.9,0.0,51.0,0.18631221345508134,0.8606585639726789,,,,
5.0,7.9,0.4487989505128276,51.0,0.18700655495849133,0.8241894251254378,,,,
5.0,7.9,0.5235987755982988,51.0,0.18696908024310752,0.8123381330818388,,,,
5.0,7.9,0.6283185307179586,51.0,0.18684449122436653,0.7941187424805328,,,,
5.0,7.9,0.7853981633974483,51.0,0.18651351973444824,0.7670649359492693,,,,
5.0,7.9,1.0471975511965976,51.0,0.18565507178674973,0.7235734207514479,,,,
5.0,7.9,1.5707963267948966,51.0,0.18347596837488026,0.6775218400129149,,,,
5.0,8.0,0.0,51.0,0.18758516681279505,0.8651036948833817,,,,
5.0,8.0,0.4487989505128276,51.0,0.1879959384066722,0.8294971422715894,,,,
5.0,8.0,0.5235987755982988,51.0,0.1879107584403384,0.817923777960989,,,,
5.0,8.0,0.6283185307179586,51.0,0.1877208455332892,0.8001279376613498,,,,
5.0,8.0,0.7853981633974483,51.0,0.18729470691242608,0.7736687606487836,,,,
5.0,8.0,1.0471975511965976,51.0,0.1862987153699263,0.7311211259357719,,,,
5.0,8.0,1.5707963267948966,51.0,0.1840687014248012,0.6861455279450428,,,,
5.0,8.1,0.0,51.0,0.18853894638474528,0.8693380582098575,,,,
5.0,8.1,0.4487989505128276,51.0,0.18865747545243985,0.8345661018161127,,,,
5.0,8.1,0.5235987755982988,51.0,0.18852809516958616,0.8232613432200873,,,,
5.0,8.1,0.6283185307179586,51.0,0.1882820620908384,0.8058764201913152,,,,
5.0,8.1,0.7853981633974483,51.0,0.187792769572752,0.7784469823708882,,,,
5.0,8.1,1.0471975511965976,51.0,0.1867673819204874,0.7383595759745383,,,,
5.0,8.1,1.5707963267948966,51.0,0.1849492717713188,0.6944231441575898,,,,
5.0,8.2,0.0,51.0,0.1892084544057839,0.8733747325504837,,,,
5.0,8.2,0.4487989505128276,51.0,0.1891365864153217,0.8394102133500082,,,,
5.0,8.2,0.5235987755982988,51.0,0.1889918072313565,0.8283654479119493,,,,
5.0,8.2,0.6283185307179586,51.0,0.18873739405977386,0.8113779733968334,,,,
5.0,8.2,0.7853981633974483,51.0,0.18826950706661616,0.7845576951897602,,,,
5.0,8.2,1.0471975511965976,51.0,0.18736465341970604,0.7453051447296638,,,,
5.0,8.2,1.5707963267948966,51.0,0.18593312018837266,0.7023730443144679,,,,
5.0,8.3,0.0,51.0,0.18972977620512768,0.8772250181593669,,,,
5.0,8.3,0.4487989505128276,51.0,0.18960660592478426,0.8440421595359248,,,,
5.0,8.3,0.5235987755982988,51.0,0.18946904821345809,0.8336722169500509,,,,
5.0,8.3,0.6283185307179586,51.0,0.1892332801436909,0.8169148538655799,,,,
5.0,8.3,0.7853981633974483,51.0,0.1888102682938108,0.7904168553962794,,,,
5.0,8.3,1.0471975511965976,51.0,0.1880014197158845,0.7519733474499598,,,,
5.0,8.3,1.5707963267948966,51.0,0.18675545991724307,0.7100118990834059,,,,
