form,a,b,c,omega,phi,N,localisation,hopping,onsite,next onsite,NNN,NNN overtop
MG,10.0,0.1,1.0,10.3,1.5707963267948966,51.0,0.9041104251298592,0.9170212843128108,-0.31121017785702915,-3.765037643493277,-0.241465933279342,-0.022723883428154474
MG,10.0,0.1,1.0,10.4,0.0,51.0,0.904122520013282,0.9271428462171822,-0.4082828182676261,-3.7482729479302153,-0.2534912564993393,-0.02261944212907401
MG,10.0,0.1,1.0,10.4,1.5707963267948966,51.0,0.9041387437629907,0.917018158255806,-0.4110602092107928,-3.860232063085615,-0.24406739755569545,-0.02296087124430005
MG,10.0,0.1,1.0,10.5,0.0,51.0,0.9041471945654496,0.926605329384378,-0.5080758327576148,-3.8432301760168266,-0.2558916077970029,-0.022776102965849955
MG,10.0,0.1,1.0,10.5,1.5707963267948966,51.0,0.9041634755271734,0.9169948634004332,-0.5109111925413341,-3.9554350741646433,-0.2466642964693745,-0.02319722219639408
MG,10.0,0.1,1.0,10.6,0.0,51.0,0.904168606455162,0.9260799131691906,-0.6077917189037336,-3.9383221712156486,-0.2583112160637314,-0.023036118626668555
MG,10.0,0.1,1.0,10.6,1.5707963267948966,51.0,0.9041855371366919,0.9169524535299692,-0.6107628690375064,-4.050646233865671,-0.24925669316461624,-0.02343298976483648
MG,10.0,0.1,1.0,10.7,0.0,51.0,0.9041878182690404,0.925668179743118,-0.7069292036607592,-4.033389329792708,-0.260802954622051,-0.02328057629347572
MG,10.0,0.1,1.0,10.7,1.5707963267948966,51.0,0.9042049844878436,0.9168917920572488,-0.7106154198158298,-4.145865157313719,-0.25184483356091186,-0.02366820199298495
MG,10.0,0.1,1.0,10.8,0.0,51.0,0.9042060461172332,0.9251401839087134,-0.8068683000964443,-4.128464836840949,-0.26310415821329075,-0.023480489353608813
MG,10.0,0.1,1.0,10.8,1.5707963267948966,51.0,0.9042224360536278,0.9168136863271616,-0.8104686878344614,-4.241091476741822,-0.2544293358740693,-0.023902868522467702
MG,10.0,0.1,1.0,10.9,0.0,51.0,0.9042225907376712,0.9244736640858141,-0.9070705434863008,-4.223660098510878,-0.26559161081848354,-0.02366912698848824
MG,10.0,0.1,1.0,10.9,1.5707963267948966,51.0,0.904239563237288,0.9167190873664596,-0.9103226949795944,-4.336324762191682,-0.2570098117610344,-0.02413709466305132
MG,10.0,0.1,1.0,11.0,0.0,51.0,0.9042377269611992,0.9238617957456128,-1.0071887253858258,-4.318527148971216,-0.2680210726473298,-0.02354269960254391
MG,10.0,0.1,1.0,11.0,1.5707963267948966,51.0,0.9042560604796172,0.9166078831856068,-1.010180558730138,-4.431564933549646,-0.25958706514164426,-0.02437067188455316
MG,10.0,0.1,1.0,11.1,0.0,51.0,0.9042520792910684,0.9233919061159784,-1.1067357853505009,-4.414022479705596,-0.2704009319637503,-0.02408762933877556
MG,10.0,0.1,1.0,11.1,1.5707963267948966,51.0,0.90427035383744,0.9164831750679112,-1.1100325281247956,-4.5268111358639285,-0.2621602631147662,-0.02460418250698175
MG,10.0,0.1,1.0,11.2,0.0,51.0,0.9042647253260028,0.9231188515742014,-1.2051890679355002,-4.509221625166333,-0.27298611087951913,-0.024374449166932512
MG,10.0,0.1,1.0,11.2,1.5707963267948966,51.0,0.9042830471169642,0.9163432456545348,-1.2098883300410097,-4.6220636406521125,-0.264730352001495,-0.024837090868838133
MG,10.0,0.1,1.0,11.3,0.0,51.0,0.9042756914685204,0.9223927878715774,-1.3060608533775853,-4.60446988690108,-0.2752326566045176,-0.02452824916270779
MG,10.0,0.1,1.0,11.3,1.5707963267948966,51.0,0.9042944407641156,0.9161895451328148,-1.3097445727379728,-4.717321964186295,-0.2672974336312333,-0.02506963358502911
MG,10.0,0.1,1.0,11.4,0.0,51.0,0.9042861003994294,0.9217765220084908,-1.4060293858686856,-4.6997908589157635,-0.27775790202304745,-0.02473358436996208
MG,10.0,0.1,1.0,11.4,1.5707963267948966,51.0,0.9043042511385014,0.9160226998157841,-1.4096013242032746,-4.812585819218665,-0.2698613447314895,-0.02530181762123392
MG,10.0,0.1,1.0,11.5,0.0,51.0,0.9042956200359776,0.9216259981944112,-1.5044485596691273,-4.794952461084345,-0.2800435920471688,-0.02502340353655351
MG,10.0,0.1,1.0,11.5,1.5707963267948966,51.0,0.904313721730866,0.9158432344674148,-1.5094586613100829,-4.907854960492219,-0.2724224954234966,-0.025533689658220737
MG,10.0,0.1,1.0,11.6,0.0,51.0,0.9043040631177296,0.9206442336145214,-1.60591412345687,-4.890412903589797,-0.2825970139270529,-0.02514812399502176
MG,10.0,0.1,1.0,11.6,1.5707963267948966,51.0,0.9043231177577272,0.915651780672466,-1.609316248870799,-5.003129151652648,-0.2749806614755184,-0.02576523872681311
