form,a,b,c,omega,phi,N,localisation,hopping,onsite,next onsite,NNN,NNN overtop
MG,15.0,0.1,1.0,17.4,1.5707963267948966,51.0,0.9505229103719236,0.9523392357512458,-2.4330897626014902,-7.9509644492123455,-0.1841498262396085,-0.007524499841562954
MG,15.0,0.1,1.0,17.5,0.0,51.0,0.9505125056053711,0.9572644847010556,-2.5308331060385734,-7.87358171859205,-0.19044261730051065,-0.0070949073805819
MG,15.0,0.1,1.0,17.5,1.5707963267948966,51.0,0.9505234063269395,0.9524339670356268,-2.5330615468952367,-8.048881260856383,-0.1852923478503635,-0.007571917815112196
MG,15.0,0.1,1.0,17.6,0.0,51.0,0.9505129631051464,0.9571074248782692,-2.63080596370748,-7.971490716781168,-0.1915330514706904,-0.007133232946835495
MG,15.0,0.1,1.0,17.6,1.5707963267948966,51.0,0.9505235998517924,0.9525235673688184,-2.6330334766791257,-8.146799457220801,-0.1864340848748781,-0.007619257736903489
MG,15.0,0.1,1.0,17.7,0.0,51.0,0.9505131561619532,0.956951171166165,-2.730778390785964,-8.0694124641392,-0.19262346088829346,-0.007171743086894295
MG,15.0,0.1,1.0,17.7,1.5707963267948966,51.0,0.9505237134298268,0.9526081867155601,-2.733005522900543,-8.244719057773466,-0.18757505970780086,-0.00766650609844232
MG,15.0,0.1,1.0,17.8,0.0,51.0,0.9505131787660668,0.9567956032359832,-2.830750756951629,-8.167346577479048,-0.19371401527486007,-0.007210425984595284
MG,15.0,0.1,1.0,17.8,1.5707963267948966,51.0,0.9505239046384228,0.9526879613864312,-2.83297768735683,-8.342640064237765,-0.18871528405689547,-0.007713665613049334
MG,15.0,0.1,1.0,17.9,0.0,51.0,0.9505133242602256,-1.7591760572255901,-2.027021517003892,-0.12524399641800688,0.2090300066993862,-8.275544739624658
MG,15.0,0.1,1.0,17.9,1.5707963267948966,51.0,0.9505240877707996,-1.7957166697133735,-2.0252983087744068,-0.11783095228015975,0.22160866110393668,-8.319356123413835
MG,15.0,0.1,1.0,18.0,0.0,51.0,0.950513258313632,-1.7748681955497048,-2.121886269484771,-0.17582030695302978,0.2102268554742607,-8.322251533652627
MG,15.0,0.1,1.0,18.0,1.5707963267948966,51.0,0.9505239528435204,-1.811004577607584,-2.120183890194579,-0.1693834077981859,0.2227090891110117,-8.36582814679174
MG,15.0,0.1,1.0,18.1,0.0,51.0,0.950513144524789,-1.804355114574816,-2.216751915108908,-0.1430520667886413,0.2121648450216973,-8.368955753225812
MG,15.0,0.1,1.0,18.1,1.5707963267948966,51.0,0.9505238682169618,-1.8262968481982949,-2.2150696646370105,-0.22093676721516267,0.2238107723301424,-8.412300138361031
MG,15.0,0.1,1.0,18.2,0.0,51.0,0.950512964747331,-1.8198905431938912,-2.3116176054251616,-0.19458631780865,0.21335507494547132,-8.41565756330079
MG,15.0,0.1,1.0,18.2,1.5707963267948966,51.0,0.9505236052241262,-1.8415933775760776,-2.3099556293285333,-0.2724909419146625,0.22491367984402386,-8.458772099862458
MG,15.0,0.1,1.0,18.3,0.0,51.0,0.9505128849144044,-1.8354259445027388,-2.4064837810220485,-0.2461263571069088,0.21454500444838434,-8.462356934810678
MG,15.0,0.1,1.0,18.3,1.5707963267948966,51.0,0.9505232719400428,-1.8568940640139049,-2.4048417788516074,-0.32404587840162513,0.2260177823042496,-8.50524403265826
MG,15.0,0.1,1.0,18.4,0.0,51.0,0.9505126985090604,-1.850961318104088,-2.501350437133153,-0.2976719732135913,0.2157346379820631,-8.509053906250669
MG,15.0,0.1,1.0,18.4,1.5707963267948966,51.0,0.9505232312838701,-1.8721988027596976,-2.49972810828188,-0.3756015194800512,0.2271230496134665,-8.551715938522142
MG,15.0,0.1,1.0,18.5,0.0,51.0,0.9505125107589966,-1.86891964344706,-2.5962470382903,8.540715281444937,0.21719196095647125,0.4668582946602074
MG,15.0,0.1,1.0,18.5,1.5707963267948966,51.0,0.9505231025866366,-1.833969160524444,-2.5942983840189635,8.637012155557775,0.2205779754055446,0.4686836313933086
MG,15.0,0.1,1.0,18.6,0.0,51.0,0.9505123560976664,-1.884412867086486,-2.6911138177374,8.53915121775861,0.21837651351867265,0.4694240288333503
MG,15.0,0.1,1.0,18.6,1.5707963267948966,51.0,0.9505229204332486,-1.8496347074751325,-2.689190942347913,8.634471422782758,0.22173712895474745,0.4712251565295881
MG,15.0,0.1,1.0,18.7,0.0,51.0,0.9505121650713286,-1.8999070499301385,-2.785981078319593,8.537571135667973,0.2195609001879384,0.471989275053281
MG,15.0,0.1,1.0,18.7,1.5707963267948966,51.0,0.9505227743859844,-1.8652990400227127,-2.7840834938417105,8.631930137515111,0.2228965930782617,0.4737666327828674
MG,15.0,0.1,1.0,18.8,0.0,51.0,0.9505119570042928,-1.9026153379124588,-2.880848377378737,8.458709726873952,0.22004419186925966,0.4745539067214041
MG,15.0,0.1,1.0,18.8,1.5707963267948966,51.0,0.9505225158401096,-1.8809621657683653,-2.8789760432697533,8.629388361578027,0.2240563788215241,0.4763080543539634
MG,15.0,0.1,1.0,18.9,0.0,51.0,0.950511856002656,-1.9182465384193672,-2.975716549153437,8.457914923741335,0.22123388008250489,0.4771180852811474
MG,15.0,0.1,1.0,18.9,1.5707963267948966,51.0,0.9505221616061574,-1.8966241034642728,-2.9738686065556688,8.626846137160113,0.22521647780243004,0.4788494181423583
MG,15.0,0.1,1.0,19.0,0.0,51.0,0.9505115037562688,-1.9338764519526002,-3.070585171882456,8.45709219023738,0.2224233725823628,0.4796817642151704
MG,15.0,0.1,1.0,19.0,1.5707963267948966,51.0,0.9505220722976664,-1.9122848784520199,-3.0687611879083683,8.624303425965724,0.2263768802831204,0.4813907284865514
MG,15.0,0.1,1.0,19.1,0.0,51.0,0.9505112822008852,-1.9495050909936984,-3.1654542385647035,8.456242123069828,0.22361267546983848,0.4822449597151417
MG,15.0,0.1,1.0,19.1,1.5707963267948966,51.0,0.9505218569914397,-1.9279444928870544,-3.1636537876556843,8.621760302724034,0.22753757937083385,0.4839319839620821
MG,15.0,0.1,1.0,19.2,0.0,51.0,0.9505112010684756,-1.977390987971344,-3.2603241403944607,8.529441139796152,0.2254805017711619,0.4848077242903049
MG,15.0,0.1,1.0,19.2,1.5707963267948966,51.0,0.9505215250699488,-1.9436029574858336,-3.2585464068245065,8.619216789181117,0.22869856689333576,0.4864731853531138
MG,15.0,0.1,1.0,19.3,0.0,51.0,0.9505110457526684,-1.9928901914023989,-3.3551940549513195,8.527771519952276,0.2266639999230408,0.4873699653808394
MG,15.0,0.1,1.0,19.3,1.5707963267948966,51.0,0.9505212358817324,-1.9592602861876585,-3.3534390456856245,8.616672895490428,0.2298598347930749,0.4890143340866888
MG,15.0,0.1,1.0,19.4,0.0,51.0,0.9505107890618616,-2.0083901134195368,-3.450064390408264,8.526088137284598,0.2278473674176005,0.4899317706260031
MG,15.0,0.1,1.0,19.4,1.5707963267948966,51.0,0.9505209652592292,-1.9749164932279208,-3.448331704114141,8.614128632708644,0.2310213754398616,0.4915554315377548
MG,15.0,0.1,1.0,19.5,0.0,51.0,0.9505105790678868,-2.0238907298450366,-3.54493514958088,8.524391279095461,0.2290306089162316,0.4924931475211151
MG,15.0,0.1,1.0,19.5,1.5707963267948966,51.0,0.9505205248002168,-1.9905715929379373,-3.5432243980838214,8.611584021566019,0.23218318147565584,0.4940964780962882
MG,15.0,0.1,1.0,19.6,0.0,51.0,0.9505103456423568,-2.039392015897876,-3.6398063463427137,8.522681228521115,0.2302137287144483,0.4950541027645301
MG,15.0,0.1,1.0,19.6,1.5707963267948966,51.0,0.950520251787474,-2.0062256123434663,-3.6381171342816137,8.609039076949635,0.2333452334386133,0.4966374764915873
MG,15.0,0.1,1.0,19.7,0.0,51.0,0.9505100870001421,-2.054893952186196,-3.734677910228524,8.520958252423691,0.23139673214136325,0.4976146501824394
MG,15.0,0.1,1.0,19.7,1.5707963267948966,51.0,0.9505200799512404,-2.021878529014299,-3.7330098769719444,8.606493797308403,0.2345075573227473,0.4991784240178585
MG,15.0,0.1,1.0,19.8,0.0,51.0,0.9505099267252368,-2.07039651684138,-3.8295498423996817,8.519222619140644,0.2325796234058584,0.500174798255199
MG,15.0,0.1,1.0,19.8,1.5707963267948966,51.0,0.9505198109632886,-2.037530381398508,-3.827902625826357,8.603948189958274,0.23567012520985,0.5017193259269878
MG,15.0,0.1,1.0,19.9,0.0,51.0,0.9505097361893008,-2.08589969493958,-3.924422138890666,8.51747460692745,0.2337624229135229,0.5027345726845062
MG,15.0,0.1,1.0,19.9,1.5707963267948966,51.0,0.9505196295620544,-2.0531811821200003,-3.9227953866182874,8.6014022703895,0.2368329310256168,0.5042601827979476
MG,15.0,1.0,1.0,3.7,0.0,51.0,0.7832036528368265,-0.3726349613970121,0.3211961374939976,-0.010076669016223859,0.11945493002353982,0.7655801771118158
MG,15.0,1.0,1.0,3.7,1.5707963267948966,51.0,0.6917790540788356,-0.8292245384899748,-0.4367785880414508,0.4939351793227714,-0.0974327430547414,-1.2141615836610262
MG,15.0,1.0,1.0,3.8,0.0,51.0,0.7966475137755328,0.30825032184899226,0.3016403952199323,1.190969439674466,-0.09593232292752653,-0.04893486271835666
MG,15.0,1.0,1.0,3.8,1.5707963267948966,51.0,0.7132638167654212,0.4208454467488213,0.8193932569846826,1.3190281306816296,0.03968029189859721,-0.15773188622500198
MG,15.0,1.0,1.0,3.9,0.0,51.0,0.7993276175491358,0.2972172808253257,0.060675746209013164,1.036931592728713,-0.08446059589290372,8.983552559991252e-05
MG,15.0,1.0,1.0,3.9,1.5707963267948966,51.0,0.7249639957976322,0.4213760973988198,0.5337354310461864,1.133905257947208,0.021557569651530425,-0.14569752152487256
MG,15.0,1.0,1.0,4.0,0.0,51.0,0.7913342288544264,0.2682228823888821,-0.1674323178914983,0.7694992829074377,-0.07007599868851126,-0.012844111161500756
MG,15.0,1.0,1.0,4.0,1.5707963267948966,51.0,0.7235421311759187,0.4182458132552935,0.24708935299266285,0.9463715929240928,0.006104869744671686,-0.13275575225064634
MG,15.0,1.0,1.0,4.1,0.0,51.0,0.7784316133232113,0.2528321147630828,-0.3382884640217266,0.6760851807890128,-0.06947927308785906,-0.025248851845387048
MG,15.0,1.0,1.0,4.1,1.5707963267948966,51.0,0.7095500636165905,0.412211940366964,-0.04000735562529975,0.7571167645426659,-0.007438819446577112,-0.11906581974677195
MG,15.0,1.0,1.0,4.2,0.0,51.0,0.7694002948208412,0.3063310190028136,-0.5948394542471842,0.5373024477554106,0.01506275207983861,-0.030226477693867517
MG,15.0,1.0,1.0,4.2,1.5707963267948966,51.0,0.6961645521063439,0.4037102844678513,-0.3273161665802254,0.5664670519601446,-0.01967343221906401,-0.10482005553230883
MG,15.0,1.0,1.0,4.3,0.0,51.0,0.7769992208677895,0.3165722812658826,-0.8343831112779759,0.3957639001435637,0.06106500677419367,0.0011889326699974744
MG,15.0,1.0,1.0,4.3,1.5707963267948966,51.0,0.700355777952531,0.39307391999127456,-0.6146957431818164,0.3746109048934893,-0.03097841170812525,-0.09018196556530306
MG,15.0,1.0,1.0,4.4,0.0,51.0,0.8012573391862837,0.3395896530374836,-1.1250951618312637,0.1911527120183841,0.09101269306145963,-0.016175322816649858
MG,15.0,1.0,1.0,4.4,1.5707963267948966,51.0,0.7261556248837762,0.3805624318380523,-0.9020495519307736,0.18168308973248307,-0.04164256642165673,-0.07528396471551435
MG,15.0,1.0,1.0,4.5,0.0,51.0,0.8274135786117657,0.3184563625563644,-1.3885936133999206,0.04921966404492882,0.05267687898389207,-0.00963798473583748
MG,15.0,1.0,1.0,4.5,1.5707963267948966,51.0,0.7606246966871087,0.3663865445323385,-1.1893102752120774,-0.01221528550032773,-0.051914872193694464,-0.060229637272872213
MG,15.0,1.0,1.0,4.6,0.0,51.0,0.8453072681457057,0.3056486009633673,-1.6655206506075264,-0.0789576763180348,0.01567820278166861,-0.0029631604240022077
MG,15.0,1.0,1.0,4.6,1.5707963267948966,51.0,0.7875466970809338,0.3507191236086375,-1.4764319984545913,-0.2069998591904588,-0.062036514240398785,-0.04509964944675127
MG,15.0,1.0,1.0,4.7,0.0,51.0,0.8541800644630552,0.2871558628177848,-1.9170964081154769,-0.2112738330213424,-0.00911235226558142,0.01545842866372654
MG,15.0,1.0,1.0,4.7,1.5707963267948966,51.0,0.8014050416501025,0.3336918566605953,-1.7633337335169612,-0.4026005976637535,-0.07226677334389582,-0.02994988223423812
MG,15.0,1.0,1.0,4.8,0.0,51.0,0.85734676840375,-0.287253974132774,2.083459782584228,-0.3639748913946973,0.0975586342949991,-0.18464797450953715
MG,15.0,1.0,1.0,4.8,1.5707963267948966,51.0,0.8088482709948989,-0.3537618885902407,1.6707239872380932,-0.4785960564625578,0.2915063127398212,0.3157917989618474
MG,15.0,1.0,1.0,4.9,0.0,51.0,0.8597011482239572,-0.2517404730141982,1.9383422593587345,-0.4976830858834734,0.07002499282109853,-0.15842960298873554
MG,15.0,1.0,1.0,4.9,1.5707963267948966,51.0,0.8155687714912598,-0.31504816482443354,1.5207330009861697,-0.699193802136107,0.2648722247769265,0.29493580908308425
MG,15.0,1.0,1.0,5.0,0.0,51.0,0.862830595154265,-0.21414337797403274,1.7881260903175198,-0.5625450334570072,0.03062317109486248,-0.138359582835793
MG,15.0,1.0,1.0,5.0,1.5707963267948966,51.0,0.8199002720951108,-0.2767395290871183,1.365010242944664,-0.9172063941213112,0.2430076379530097,0.2757681475347603
MG,15.0,1.0,1.0,5.1,0.0,51.0,0.8648033565007573,-0.20063048212206053,1.6218196014690522,-0.6374010258653732,-0.00270767173219938,0.00036711150754677776
MG,15.0,1.0,1.0,5.1,1.5707963267948966,51.0,0.8237039453433991,-0.2390963689954887,1.2048037784854109,-1.1328731537035917,0.2243670653394762,0.25808695440616986
MG,15.0,1.0,1.0,5.2,0.0,51.0,0.8671502704080235,-0.18681886074811355,1.4463725511500771,-0.5834780260560248,-0.051545699813221685,0.1302355447969988
MG,15.0,1.0,1.0,5.2,1.5707963267948966,51.0,0.8308056248903617,-0.20227787469721129,1.0408510007182343,-1.346415468470445,0.2080262039327252,0.2417383074632541
MG,15.0,1.0,1.0,5.3,0.0,51.0,0.8707173278066938,-0.1692341499803075,1.2824670939244982,-0.4978356780303643,-0.1655208304070234,0.20139101969055584
MG,15.0,1.0,1.0,5.3,1.5707963267948966,51.0,0.8397263651433577,-0.16639323697109434,0.8736989225637878,-1.5580396707739506,0.193404557213964,0.2265995867779285
MG,15.0,1.0,1.0,5.4,0.0,51.0,0.8726429868636377,0.02647511441868337,1.144693218159372,-1.1272453018341642,0.1391505343218477,-0.369143404199945
MG,15.0,1.0,1.0,5.4,1.5707963267948966,51.0,0.8454129272374723,-0.13150964308943186,0.7037030614023094,-1.7679335780795338,0.18010192145838802,0.2125654362966608
MG,15.0,1.0,1.0,5.5,0.0,51.0,0.8730692253464608,0.05162386253280294,1.0279448795905677,-1.2733362220746889,0.12163988759936654,-0.6361832421151681
MG,15.0,1.0,1.0,5.5,1.5707963267948966,51.0,0.8466767110489711,-0.09767355832110283,0.5311750901011767,-1.9762714740412008,0.16784497829983894,0.1995437932373919
MG,15.0,1.0,1.0,5.6,0.0,51.0,0.8741420048784423,-0.02614091218119468,0.8865996245726901,-2.0751826099384,-0.022709946057076703,-0.1200790350502137
MG,15.0,1.0,1.0,5.6,1.5707963267948966,51.0,0.8492672581063259,-0.06491143078550164,0.35636996002580545,-2.1832140098979185,0.15644247832697908,0.18745195327792352
MG,15.0,1.0,1.0,5.7,0.0,51.0,0.8766636741765224,0.042677815289078734,0.7522676276765655,-1.7177948163928818,0.021850773679752657,-0.17201637639666453
MG,15.0,1.0,1.0,5.7,1.5707963267948966,51.0,0.8550121705538687,-0.0332348470274278,0.17951328119732116,-2.3889030405025022,0.14574990408583435,0.17621662329913446
MG,15.0,1.0,1.0,5.8,0.0,51.0,0.8787820733959733,0.05249396313415755,0.6089729284681858,-1.8669678388261823,0.011893559825351384,-0.10354511071950892
MG,15.0,1.0,1.0,5.8,1.5707963267948966,51.0,0.8597725512456504,-0.0026437072676222416,0.0007931317461598152,-2.5934744007989448,0.1356627227034031,0.1657696469172438
MG,15.0,1.0,1.0,5.9,0.0,51.0,0.8789946382786589,-0.21693127508527527,0.03612703706056998,0.4896663953109541,-0.3028204221760303,2.0846441355886323
MG,15.0,1.0,1.0,5.9,1.5707963267948966,51.0,0.8616793490987724,-0.8845397019235074,0.13305690736693254,-0.14039573401708375,0.4923036278789961,-2.367080406796033
MG,15.0,1.0,1.0,6.0,0.0,51.0,0.8787334778211202,0.0017795386457502727,-0.09073168299185468,2.063578698042718,-0.19159178343828584,-0.133616050189344
MG,15.0,1.0,1.0,6.0,1.5707963267948966,51.0,0.8619204570629063,-0.004937503275271296,0.39966360067936224,1.7486276359135535,-0.07184046785544422,-0.2172137747441432
MG,15.0,1.0,1.0,6.1,0.0,51.0,0.8784498167767011,-0.03433085535457665,-0.2513690201578941,1.89547265661588,-0.18821751350614369,-0.1680162534163769
MG,15.0,1.0,1.0,6.1,1.5707963267948966,51.0,0.8628969103704296,0.006773283196799459,0.2384291254446461,1.8293519596442465,-0.04089864421704879,-0.12414347498267216
MG,15.0,1.0,1.0,6.2,0.0,51.0,0.8780362332722264,-0.07035622437892887,-0.4105206728034212,1.7159913268472726,-0.1873829137241504,-0.18285136952038325
MG,15.0,1.0,1.0,6.2,1.5707963267948966,51.0,0.8648463740558157,0.007055096450250187,0.06932362088019776,1.8644078972862976,-0.013014058236747582,-0.05295701080273239
MG,15.0,1.0,1.0,6.3,0.0,51.0,0.8776813765891334,-0.05538434125081796,-0.5685782880026369,2.410828487194652,-0.23341511106305,-0.1849715671661708
MG,15.0,1.0,1.0,6.3,1.5707963267948966,51.0,0.8667891513771011,-0.0006268927717928653,-0.10486108869028893,1.866197943742115,0.011130078525667412,0.002309933492525192
MG,15.0,1.0,1.0,6.4,0.0,51.0,0.8775999014416361,-0.1400120277365008,-0.7258093468320048,1.3662578083149373,-0.19114201715501666,-0.1788614340008893
MG,15.0,1.0,1.0,6.4,1.5707963267948966,51.0,0.8678540899389244,-0.013763691898983913,-0.2823342898425012,1.8438616021523988,0.03173578784056001,0.04630496953951989
MG,15.0,1.0,1.0,6.5,0.0,51.0,0.8774480793605183,-0.11624380780862725,-0.8823997755829087,2.2687762513929752,-0.2340554777446319,-0.16736751350951834
MG,15.0,1.0,1.0,6.5,1.5707963267948966,51.0,0.8679364604090073,-0.030654069609473145,-0.4619676018680268,1.8038844822119369,0.0492819390762694,0.08232199586027121
MG,15.0,1.0,1.0,6.6,0.0,51.0,0.8767615559178589,-0.14691324445906614,-1.0384790064000349,2.1902688914403234,-0.2366679588954541,-0.1522569243304577
MG,15.0,1.0,1.0,6.6,1.5707963267948966,51.0,0.8675036805174564,-0.05016363174578877,-0.6430446435854855,1.7508099561370993,0.06429637546859958,0.11262612988685924
MG,15.0,1.0,1.0,6.7,0.0,51.0,0.875698514244598,-0.17413174022442424,-1.1947617940715012,2.1056528664656984,-0.2408998853898916,-0.1317592907659338
MG,15.0,1.0,1.0,6.7,1.5707963267948966,51.0,0.8672336497368788,-0.07153649055299137,-0.8251040062403651,1.6878541578797222,0.07724049442856998,0.13876747200252654
MG,15.0,1.0,1.0,6.8,0.0,51.0,0.8745893673711318,-0.20013144837856914,-1.3515028181814506,2.0163631186067734,-0.24908045080781754,-0.1074192850300534
MG,15.0,1.0,1.0,6.8,1.5707963267948966,51.0,0.8675164678437071,-0.0942611705306745,-1.007843334350493,1.617313372734535,0.08850070704396806,0.1618188325076041
MG,15.0,1.0,1.0,6.9,0.0,51.0,0.8734481884906716,-0.29269302990163004,-1.506172187222046,0.6745954263766001,-0.2304159746727157,-0.08873092029807593
MG,15.0,1.0,1.0,6.9,1.5707963267948966,51.0,0.8683310566580056,-0.11798647475434933,-1.1910595169202345,1.540854804497399,0.0983865427256455,0.1825315343586478
MG,15.0,1.0,1.0,7.0,0.0,51.0,0.8725222730095068,-0.32127198349361713,-1.6615707003201765,0.5738474413893611,-0.2459647292196243,-0.06687715412497194
MG,15.0,1.0,1.0,7.0,1.5707963267948966,51.0,0.8691317412837448,-0.14246800839658882,-1.3746147505003727,1.4597088757132617,0.10714750001721568,0.2014382565863388
MG,15.0,1.0,1.0,7.1,0.0,51.0,0.8721363339398053,-0.27558420728377586,-1.8471356953366227,0.5854621932059296,0.2650839932587652,-0.01937773858224012
MG,15.0,1.0,1.0,7.1,1.5707963267948966,51.0,0.8692135662942391,-0.2833349085966541,-1.482131955714906,1.5506158802750185,-0.3387630344062382,0.31989629745539616
MG,15.0,1.0,1.0,7.2,0.0,51.0,0.8715748234973668,-0.30061153300988736,-2.0026583696473823,1.0372748190001075,0.14685414938006805,-0.04548191914833118
MG,15.0,1.0,1.0,7.2,1.5707963267948966,51.0,0.8685972948210318,-0.3079009359046487,-1.6594084736243917,1.7383435794980948,-0.3440763507069335,0.30087167674608783
MG,15.0,1.0,1.0,7.3,0.0,51.0,0.8700811819092377,-0.33989100843190856,-2.16083284576578,0.5203195479212189,0.15762688840603722,-0.019926175738485718
MG,15.0,1.0,1.0,7.3,1.5707963267948966,51.0,0.8674217866236337,-0.3405267559927925,-1.8353088581541392,1.6323984541706509,-0.3750785936970629,0.3127588619046982
MG,15.0,1.0,1.0,7.4,0.0,51.0,0.8676863223539624,-0.329955269273555,-2.3159579620411006,1.329052760262012,0.15668434210682705,-0.015310944276139944
MG,15.0,1.0,1.0,7.4,1.5707963267948966,51.0,0.8654813908795758,-0.3739256139697221,-2.0092135486192286,1.52602422883612,-0.4103721736291911,0.3246294899410473
MG,15.0,1.0,1.0,7.5,0.0,51.0,0.8644841971320996,-0.3302911721144556,-2.472297329985533,1.1907532919655162,0.2274979988051497,0.00038254158051270916
MG,15.0,1.0,1.0,7.5,1.5707963267948966,51.0,0.8629881771742912,-0.40821039073089344,-2.1805136414316117,1.419177164181204,-0.4509306201905486,0.3365125437575233
MG,15.0,1.0,1.0,7.6,0.0,51.0,0.860919898490214,-0.3573226973352959,-2.626856069128399,1.1184544281000712,0.2362375676313277,0.04191079552671847
MG,15.0,1.0,1.0,7.6,1.5707963267948966,51.0,0.8605794125222893,-0.44352791391275215,-2.348341727661295,1.3117716425141197,-0.4980295786839882,0.348417981005724
MG,15.0,1.0,1.0,7.7,0.0,51.0,0.8581432977708089,-0.3820890480260878,-2.7809318403817653,1.0143197074906616,0.2422387722955572,0.056836617043164686
MG,15.0,1.0,1.0,7.7,1.5707963267948966,51.0,0.8584728506607501,-0.4800597252804085,-2.511430335031483,1.2036902229345654,-0.553370475466109,0.36034929777885377
MG,15.0,1.0,1.0,7.8,0.0,51.0,0.8564075596389393,-0.4079111569155355,-2.9320626462032204,0.9286039081238224,0.2518634977256132,0.08555654748742834
MG,15.0,1.0,1.0,7.8,1.5707963267948966,51.0,0.8567423629380234,-0.5180214730471745,-2.6678712475349937,1.0947919651793447,-0.6192689826918271,0.3723208119340287
MG,15.0,1.0,1.0,7.9,0.0,51.0,0.8542119847141243,-0.4306222278547808,-3.0807222144463235,0.8256700282911217,0.2603395912342548,0.1026248367083118
MG,15.0,1.0,1.0,7.9,1.5707963267948966,51.0,0.8546843414386639,-0.5576723254809225,-2.81470042722979,0.9848482117187064,-0.6989308712398379,0.3842952983042425
MG,15.0,1.0,1.0,8.0,0.0,51.0,0.8490597567480412,-0.4540372281529853,-3.223219615996006,0.7214202246342346,0.27310881850403995,0.11297116488024715
MG,15.0,1.0,1.0,8.0,1.5707963267948966,51.0,0.8498803719785362,-0.5992775697578699,-2.9471358854136978,0.8735618908005491,-0.7968841784867209,0.3962104415345807
MG,15.0,1.0,1.0,8.1,0.0,51.0,0.8377697971528203,-0.4719810629201538,-3.3580682090147707,0.6310253583347211,0.28561710077270835,0.1441225382817085
MG,15.0,1.0,1.0,8.1,1.5707963267948966,51.0,0.8390593996203423,-0.6430380045438844,-3.057134707367174,0.7604856787230992,-0.919619234152274,0.4078664917889023
MG,15.0,1.0,1.0,8.2,0.0,51.0,0.8174420901966595,0.6428857595404918,3.2321971091429123,0.4509137529954644,0.7878149668802691,-0.3046704799287652
MG,15.0,1.0,1.0,8.2,1.5707963267948966,51.0,0.8196791145528941,0.4704069053534011,3.621671067150616,0.8440010220129612,-9.779456530560852e-05,0.04481913187919519
MG,15.0,1.0,1.0,8.3,0.0,51.0,0.7872495200609256,0.6768053692201614,3.0409572045585733,0.37950684594610623,0.9020496768598504,-0.2938504129126231
MG,15.0,1.0,1.0,8.3,1.5707963267948966,51.0,0.7905260827979541,0.4821961233021214,3.5250036355419208,0.7485782915245142,-0.004499035568089637,0.04259717334926857
MG,15.0,1.0,1.0,8.4,0.0,51.0,0.7490014326936272,0.7155757001011395,2.7816733692166644,0.331363380476147,1.051190009314948,-0.2646163804927933
MG,15.0,1.0,1.0,8.4,1.5707963267948966,51.0,0.7528264722306324,0.4935611717794344,3.428126565718615,0.6531931696790602,-0.008850701275600987,0.040484938576707576
MG,15.0,1.0,1.0,8.5,0.0,51.0,0.7073206885641626,0.757605100312562,2.4019095712327325,0.28766181085727754,1.2365063331988777,-0.2372916423057685
MG,15.0,1.0,1.0,8.5,1.5707963267948966,51.0,0.7111137371920074,0.5045209538519752,3.3310548940186866,0.5578408831314148,-0.013151809672420231,0.03847692787786858
MG,15.0,1.0,1.0,8.6,0.0,51.0,0.6710143627676725,0.793986815723348,1.826632874753728,0.257447699315232,1.4299873485425034,-0.20172249508062984
MG,15.0,1.0,1.0,8.6,1.5707963267948966,51.0,0.6739012554363437,0.5150925019205252,3.2338033668905184,0.4625131206693861,-0.017402404975990826,0.03656397217569142
MG,15.0,1.0,1.0,8.7,0.0,51.0,0.6548345294673503,0.5199867631505926,3.1309323757587446,0.03534330888020384,-0.04372732810638599,-0.3349621204194233
MG,15.0,1.0,1.0,8.7,1.5707963267948966,51.0,0.6552923192431179,0.5252928125350097,3.1363829532846217,0.367206431086416,-0.02160202658054271,0.03474208212388692
MG,15.0,1.0,1.0,8.8,0.0,51.0,0.6723171245300366,0.5295176497536616,3.046418423375294,-0.05109284254074632,-0.04503188749532595,-0.3252605689641311
MG,15.0,1.0,1.0,8.8,1.5707963267948966,51.0,0.670331851615327,0.535137315797953,3.0388053263685566,0.2719153019093161,-0.025752058936659186,0.033004808480945974
MG,15.0,1.0,1.0,8.9,0.0,51.0,0.7112706622623557,0.12092356920254085,1.9129849223130748,-0.2981222425995023,-0.04641324810310355,-0.16737958929652286
MG,15.0,1.0,1.0,8.9,1.5707963267948966,51.0,0.7086693753733264,0.5446408361010988,2.9410814940114114,0.17663552095768367,-0.029854256321879977,0.03134691219152872
MG,15.0,1.0,1.0,9.0,0.0,51.0,0.7545695672232711,0.2696974206199819,2.2466741821678906,-0.3451004294618233,-0.0477805448133466,-0.18059151493734296
MG,15.0,1.0,1.0,9.0,1.5707963267948966,51.0,0.7519424729726027,0.5538179357813802,2.8432228471588075,0.08136334382938827,-0.03390949838539705,0.02976344264412515
MG,15.0,1.0,1.0,9.1,0.0,51.0,0.7933254690861828,0.3546191946847241,2.396746047841981,-0.3898541854854693,-0.04721124085449087,-0.1944606659751733
MG,15.0,1.0,1.0,9.1,1.5707963267948966,51.0,0.7910812438212627,0.5626820766782814,2.7452383983653217,-0.01390493287251792,-0.037919030092824976,0.028249959297007795
MG,15.0,1.0,1.0,9.2,0.0,51.0,0.8232976640971374,0.4235251630676306,2.4398566209126664,-0.4640214736955352,-0.05090479925768696,-0.1815474743162664
MG,15.0,1.0,1.0,9.2,1.5707963267948966,51.0,0.8218873035118653,0.5712462363260544,2.647136909006912,-0.10917181752571167,-0.041883702930223116,0.02680189437894217
