form,rtol,a,omega,phi,N,hopping,hopping back,onsite,next onsite,NNN overtop,NNN star,NNN square
SS-p,1e-11,35.0,12.7,0.7853981633974483,51,(0.17052677667222838+0.00109366934971529j),(0.17052677668449093-0.0010936693446082155j),(0.025519027802915414-1.9925831297451513e-10j),(-0.012488317656574828-1.9211547122034808e-11j),(-0.012488317656879692-1.5337155267718703e-11j),(-0.03684190373261863-0.03699004258406247j),(-0.036841903733734443+0.03699004252707182j)
SS-p,1e-11,35.0,12.8,0.7853981633974483,51,(0.16141320106200271+0.001222947646819704j),(0.1614132010748459-0.0012229476406544343j),(0.024599775981619023-2.0669118326599456e-10j),(-0.012022574726879471-1.915157170938e-11j),(-0.012022574727304683-1.252604889795377e-11j),(-0.037477986513564356-0.03657298427109506j),(-0.03747798651483463+0.03657298421364655j)
SS-p,1e-11,35.0,12.9,0.7853981633974483,51,(0.1523016076725741+0.0013535717668376676j),(0.15230160768560588-0.0013535717599170785j),(0.023610279870356493-2.139249220475814e-10j),(-0.011521689886158273-1.916094680924019e-11j),(-0.011521689886543021-1.5377852991089686e-11j),(-0.03807700184988773-0.0361558690122729j),(-0.03807700185122256+0.036155868956609244j)
SS-p,1e-11,35.0,13.0,0.7853981633974483,51,(0.143197456908166+0.0014853206581579292j),(0.1431974569216743-0.0014853206512802572j),(0.02255633833549793-2.2316877599376506e-10j),(-0.010988599948894943-1.9178144191461696e-11j),(-0.010988599948674807-1.5131262277360217e-11j),(-0.03864044922826373-0.03573912596871126j),(-0.03864044922915419+0.03573912591431278j)
SS-p,1e-11,35.0,13.1,0.7853981633974483,51,(0.13410583111976745+0.001617973123008258j),(0.13410583113372376-0.0016179731156506783j),(0.021443498186597507-2.3100368579803687e-10j),(-0.010426111527316087-1.9175558254137055e-11j),(-0.010426111525956067-1.574054180404704e-11j),(-0.03916977236825237-0.0353231483185604j),(-0.03916977236928568+0.035323148265934606j)
SS-p,1e-11,35.0,13.2,0.7853981633974483,51,(0.125031457769518+0.0017513095414106727j),(0.12503145778355812-0.0017513095330571396j),(0.020277056301080416-2.3938770844084134e-10j),(-0.009836902379808802-1.9060075577787717e-11j),(-0.00983690237934251-1.8706401552113367e-11j),(-0.0396663609739762-0.03490829598781176j),(-0.03966636097485966+0.03490829593713096j)
SS-p,1e-11,35.0,13.3,0.7853981633974483,51,(0.11597873124575472+0.0018851132904584914j),(0.11597873126166802-0.0018851132809066008j),(0.019062062774544267-2.464098170298912e-10j),(-0.009223523350648827-1.912468312355717e-11j),(-0.009223523350590915-5.2661456998816006e-12j),(-0.04013155221239656-0.03449489799427538j),(-0.04013155221377797+0.03449489794416862j)
SS-p,1e-11,35.0,13.4,0.7853981633974483,51,(0.10695173333716905+0.002019172016216566j),(0.10695173334988065-0.002019172016984979j),(0.01780332510731219-2.5548713231821063e-10j),(-0.008588400731087938-1.9156402327129187e-11j),(-0.008588400712039734-4.4863629821181144e-11j),(-0.04056663248297363-0.034083254775542436j),(-0.040566632477015106+0.0340832547449028j)
SS-p,1e-11,35.0,13.5,0.7853981633974483,51,(0.09795425246984457+0.00215327869448656j),(0.09795425249113571-0.002153278689483163j),(0.01650541310011493-2.6368613716132305e-10j),(-0.007933838967032814-1.917071931513559e-11j),(-0.007933838916581105-1.0968509455570172e-11j),(-0.040972838959681596-0.03367364026731938j),(-0.04097283896986733+0.03367364022831918j)
SS-p,1e-11,35.0,13.6,0.7853981633974483,51,(0.08898980176875977+0.002287232487416902j),(0.08898980178534821-0.0022872324731173337j),(0.015172664430352594-2.721676642739035e-10j),(-0.007262023628592341-1.9157013636195734e-11j),(-0.007262023625467667-2.2166134776777367e-11j),(-0.04135136133406196-0.033266303808059436j),(-0.0413513613388762+0.033266303764686415j)
SS-p,1e-11,35.0,13.7,0.7853981633974483,51,(0.08006163596671122+0.002420839494380999j),(0.08006163598389418-0.002420839480581978j),(0.0138091907278212-2.8123340808927644e-10j),(-0.00657502499039005-1.9206593895878106e-11j),(-0.0065750249893892845-1.1754513697605756e-11j),(-0.041703343380138105-0.03286147199232635j),(-0.0417033433826591+0.03286147195227676j)
SS-p,1e-11,35.0,13.8,0.7853981633974483,51,(0.07117276734776774+0.0025539133431401063j),(0.071172767365483-0.0025539133273945296j),(0.012418884043919817-2.8746312058167134e-10j),(-0.005874801116461135-1.907398915767213e-11j),(-0.005874801113085505-2.29128800813293e-13j),(-0.04202988455640039-0.03245935029655976j),(-0.04202988455938061+0.0324593502569772j)
SS-p,1e-11,35.0,13.9,0.7853981633974483,51,(0.06232598062978116+0.0026862756507461324j),(0.06232598065090841-0.0026862756350926192j),(0.011005423653015945-2.948768213113795e-10j),(-0.0051632016634422-1.9039010176726795e-11j),(-0.005163201647781935+9.859321763949128e-12j),(-0.042332041650252825-0.032060124662126564j),(-0.04233204165534106+0.03206012462752593j)
SS-p,1e-11,35.0,14.0,0.7853981633974483,51,(0.05352384696665095+0.0028177563793483126j),(0.053523846983499324-0.0028177563622193997j),(0.009572283049981908-3.0155974917699113e-10j),(-0.004441971491576654-1.9077464997535823e-11j),(-0.004441971493905406-1.968897238824341e-11j),(-0.04261083026568929-0.03166396289373412j),(-0.04261083026889601+0.031663962863805954j)
SS-p,1e-11,35.0,14.1,0.7853981633974483,51,(0.04476873706813551+0.0029481940867773634j),(0.04476873708476792-0.0029481940705265016j),(0.008122737125945821-3.084616132398993e-10j),(-0.003712754559167128-1.9132114224709735e-11j),(-0.003712754558191804-2.8250027059953203e-11j),(-0.042867226374967725-0.031271016024022144j),(-0.04286722637737214+0.03127101599957149j)
SS-p,1e-11,35.0,14.2,0.7853981633974483,51,(0.03606283350802774+0.0030774361072584j),(0.03606283352650761-0.003077436088641831j),(0.006659869414300987-3.1446911004026634e-10j),(-0.0029770975444412123-1.9117892320696504e-11j),(-0.0029770975440283134-5.617008711703214e-13j),(-0.0431021677745247-0.03088141951810358j),(-0.0431021677769334+0.030881419496855807j)
SS-p,1e-11,35.0,14.3,0.7853981633974483,51,(0.027408142279074277+0.0032053386285747533j),(0.027408142296551898-0.003205338611565814j),(0.005186579384633745-3.194289482444726e-10j),(-0.002236453751730861-1.905434864636979e-11j),(-0.002236453748138221-1.4978020618221494e-11j),(-0.043316555525668-0.03049529443042989j),(-0.04331655552751688+0.030495294415187186j)
SS-p,1e-11,35.0,14.4,0.7853981633974483,51,(0.018806503599391698+0.0033317667350673177j),(0.018806503616953296-0.0033317667160028333j),(0.003705589724966921-3.228634751044346e-10j),(-0.0014921868414501643-1.891917181260934e-11j),(-0.0014921868421949522-1.0611732005093989e-11j),(-0.043511255369353755-0.030112748475310015j),(-0.04351125537074847+0.03011274846524019j)
SS-p,1e-11,35.0,14.5,0.7853981633974483,51,(0.010259602108152409+0.00345659435102629j),(0.010259602126116653-0.0034565943302744696j),(0.002219453575388868-3.27202258289163e-10j),(-0.0007455746153946646-1.8815576229381677e-11j),(-0.0007455746166121525-7.002572737819777e-12j),(-0.04368709902397912-0.029733876982193805j),(-0.04368709902689626+0.029733876974880315j)
SS-p,1e-11,35.0,14.6,0.7853981633974483,51,(0.0017689763855214388+0.0035797041744772932j),(0.0017689764026873297-0.0035797041548753187j),(0.0007305616843909186-3.3005294417659536e-10j),(2.1873237622738803e-06-1.8695735657755745e-11j),(2.1873230108257348e-06-1.8886674725151278e-11j),(-0.04384488556267895-0.029358763852828738j),(-0.043844885564923726+0.029358763851920107j)
SS-p,1e-11,35.0,14.7,0.7853981633974483,51,(-0.006663972119614206+0.0037009875442900915j),(-0.0066639721021362185-0.0037009875241179346j),(-0.0007588505488513927-3.3270948454242836e-10j),(0.0007499819255450491-1.8591037866242638e-11j),(0.0007499819252539785-1.4707291481181273e-11j),(-0.04398538260786895-0.0289874823621366j),(-0.043985382610636115+0.028987482365392107j)
SS-p,1e-11,35.0,14.8,0.7853981633974483,51,(-0.015037970663805527+0.0038203442819336403j),(-0.015037970646470705-0.003820344262009315j),(-0.0022466961564827316-3.341289227449303e-10j),(0.001496767133522493-1.8438407332772112e-11j),(0.0014967671350777246-1.624036690731917e-11j),(-0.04410932761328668-0.028620095986542214j),(-0.04410932761528888+0.028620095995925784j)
SS-p,1e-11,35.0,14.9,0.7853981633974483,51,(-0.02335186731819625+0.00393768247384328j),(-0.02335186729989553-0.003937682451866721j),(-0.003731029836915512-3.3661375336418997e-10j),(0.0022415724220064964-1.837143320178492e-11j),(0.0022415724216453426+5.482823978665195e-12j),(-0.0442174289954375-0.02825665911445839j),(-0.04421742899787621+0.02825665913004688j)
SS-p,1e-11,35.0,15.0,0.7853981633974483,51,(-0.03160462361417935+0.004052918284159391j),(-0.03160462359788253-0.0040529182646635385j),(-0.00521004135705332-3.3697726044019244e-10j),(0.002983495393268854-1.8173862591655635e-11j),(0.002983495394069273-2.6999605793794755e-11j),(-0.04431036729336987-0.027897217726632974j),(-0.04431036729513623+0.027897217746114762j)
SS-p,1e-11,35.0,15.1,0.7853981633974483,51,(-0.03979530755345661+0.004165975698388029j),(-0.03979530753623454-0.004165975677219663j),(-0.006682049126867607-3.3627117702796777e-10j),(0.0037216985169177437-1.7988855755410253e-11j),(0.0037216985117597863+1.3662194981056463e-13j),(-0.04438879626207601-0.02754181004073031j),(-0.044388796265021256+0.02754181006611744j)
SS-p,1e-11,35.0,15.2,0.7853981633974483,51,(-0.047923087045676174+0.0042767862353483305j),(-0.04792308702883947-0.004276786215564998j),(-0.00814549395848331-3.3385874197589677e-10j),(0.004455405898371012-1.7645868669228353e-11j),(0.004455405898588151-9.52063840916371e-12j),(-0.04445334390736576-0.02719046708049247j),(-0.04445334390940993+0.02719046711103287j)
SS-p,1e-11,35.0,15.3,0.7853981633974483,51,(-0.055987223873264214+0.004385288737808658j),(-0.05598722385639848-0.004385288717905556j),(-0.009598933031192976-3.311766322874714e-10j),(0.0051839002564584916-1.742088729350438e-11j),(0.00518390025679288+2.2895488352973313e-14j),(-0.044504613521920484-0.026843213236209005j),(-0.04450461352477121+0.02684321327153066j)
SS-p,1e-11,35.0,15.4,0.7853981633974483,51,(-0.06398706781938077+0.00449142903551165j),(-0.06398706780403184-0.004491429016533878j),(-0.011041034033334052-3.2963949012912094e-10j),(0.005906519888169662-1.7294885405108343e-11j),(0.005906519884993567-1.1600305204593047e-11j),(-0.04454318463561659-0.026500066763731435j),(-0.04454318463875932+0.026500066802990038j)
SS-p,1e-11,35.0,15.5,0.7853981633974483,51,(-0.07192205129245914+0.004595159684910224j),(-0.07192205127358117-0.00459515966777711j),(-0.012470569524235905-3.256998576004963e-10j),(0.006622655796212608-1.7080077915659773e-11j),(0.00662265580204997+2.3962369301246017e-11j),(-0.04456961397996982-0.026161040254418712j),(-0.04456961398326833+0.026161040299119188j)
SS-p,1e-11,35.0,15.6,0.7853981633974483,51,(-0.07979168427506383+0.004696439693735142j),(-0.07979168424376266-0.004696439657667886j),(-0.013886411491354177-3.215485314806126e-10j),(0.0073317489531879165-1.6902985653219488e-11j),(0.007331748982123288+1.4877491268519298e-10j),(-0.04458443637461217-0.025826141071573633j),(-0.04458443636529391+0.025826141146381456j)
SS-p,1e-11,35.0,15.7,0.7853981633974483,51,(-0.08759554944611286+0.004795234133785908j),(-0.08759554942471902-0.004795234117934436j),(-0.015287526107138192-3.175472589820585e-10j),(0.00803328766969293-1.678178304169742e-11j),(0.008033287690018015+2.3545664104513656e-11j),(-0.04458816556043535-0.0254953718057718j),(-0.044588165561788164+0.025495371853215532j)
SS-p,1e-11,35.0,15.8,0.7853981633974483,51,(-0.09533329771113136+0.004891513977364815j),(-0.0953332976968211-0.004891513958140869j),(-0.01667296869153426-3.1505086767766397e-10j),(0.008726804919119582-1.67100808611526e-11j),(0.008726804918235548-2.734056111194793e-11j),(-0.044581295109331676-0.02516873054331379j),(-0.04458129511197061+0.025168730592876797j)
SS-p,1e-11,35.0,15.9,0.7853981633974483,51,(-0.10300464399695332+0.004985255695052048j),(-0.10300464398174448-0.004985255646385565j),(-0.01804187887903495-3.096444366103984e-10j),(0.009411875937633617-1.6491805415273293e-11j),(0.00941187593910073+3.009271888880628e-11j),(-0.04456429916886789-0.02484621131509247j),(-0.04456429914767744+0.024846211419465414j)
SS-p,1e-11,35.0,16.0,0.7853981633974483,51,(-0.11060936312598117+0.005076441023887657j),(-0.11060936311447028-0.005076441006534108j),(-0.01939347595406249-3.0348097868277205e-10j),(0.010088115946697328-1.6246759503901422e-11j),(0.010088115946348676-4.610393885844051e-11j),(-0.04453763316526738-0.024527804494607057j),(-0.044537633169551234+0.024527804545369566j)
SS-p,1e-11,35.0,16.1,0.7853981633974483,51,(-0.11814728626351222+0.005165056684495148j),(-0.11814728625029747-0.005165056660447244j),(-0.020727054444626157-3.011839399841981e-10j),(0.010755177810617515-1.6070645019179798e-11j),(0.010755177812003115-1.2816775420512425e-11j),(-0.04450173470658834-0.02421349682976799j),(-0.044501734708284287+0.02421349689550338j)
SS-p,1e-11,35.0,16.2,0.7853981633974483,51,(-0.12561829718278397+0.005251094071556416j),(-0.1256182971709805-0.005251094049076467j),(-0.022041979824227658-2.9387872886067756e-10j),(0.011412749919541217-1.5900351444058933e-11j),(0.011412749919031455-2.7921658679145998e-11j),(-0.04445702413329287-0.023903272058069202j),(-0.04445702413574778+0.023903272121507568j)
SS-p,1e-11,35.0,16.3,0.7853981633974483,51,(-0.1330223290573045+0.005334548979711654j),(-0.13302232904493524-0.005334548955992952j),(-0.02333768446537469-2.8871952485048924e-10j),(0.012060554116509005-1.5739903652421904e-11j),(0.012060554117485363-1.6982026688239e-11j),(-0.044403905259105377-0.02359711093946881j),(-0.044403905260796+0.023597111008488318j)
SS-p,1e-11,35.0,16.4,0.7853981633974483,51,(-0.14035936124781082+0.00541542136063687j),(-0.14035936123626688-0.005415421336313097j),(-0.02461366374290996-2.8248737658949363e-10j),(0.01269834374893121-1.566120891961463e-11j),(0.012698343748960925-1.5407115416283652e-11j),(-0.04434276602124139-0.023294991622849582j),(-0.04434276602319263+0.023294991695138604j)
SS-p,1e-11,35.0,16.5,0.7853981633974483,51,(-0.14762941637962929+0.005493715043421015j),(-0.1476294163685601-0.005493715018991022j),(-0.02586947231634235-2.7688141319634485e-10j),(0.01332590177519143-1.5610298372353895e-11j),(0.013325901775743013-1.465320175531262e-11j),(-0.04427397909537832-0.022996889821068813j),(-0.044273979097378034+0.022996889895621285j)
SS-p,1e-11,35.0,16.6,0.7853981633974483,51,(-0.1548325575409304+0.005569437486544474j),(-0.1548325575298026-0.005569437461322586j),(-0.027104720593452574-2.6951231957977884e-10j),(0.013943038991748723-1.5492016727604045e-11j),(0.01394303899184007-9.02411787492454e-12j),(-0.044197902501143256-0.022702779042036648j),(-0.04419790250272102+0.022702779119939544j)
SS-p,1e-11,35.0,16.7,0.7853981633974483,51,(-0.1619688856554828+0.0056425995324553314j),(-0.16196888564522374-0.00564259950837283j),(-0.02831907134964288-2.62787421597549e-10j),(0.014549592322042951-1.543641000219592e-11j),(0.014549592322049842-1.4082792120923053e-11j),(-0.04411488017213338-0.022412630795213676j),(-0.04411488017401096+0.022412630872537653j)
SS-p,1e-11,35.0,16.8,0.7853981633974483,51,(-0.1690385370009812+0.005713215176278638j),(-0.169038536990737-0.005713215151821275j),(-0.02951223650887594-2.5610321285549076e-10j),(0.015145423200351345-1.5327437352025377e-11j),(0.015145423200540374-7.667234720534722e-12j),(-0.04402524250867218-0.02212641475552247j),(-0.0440252425103486+0.022126414836343193j)
SS-p,1e-11,35.0,16.9,0.7853981633974483,51,(-0.1760416808732667+0.00578130133358578j),(-0.17604168086364017-0.005781301309576397j),(-0.03068397408735929-2.5078088217167505e-10j),(0.015730416029264234-1.5186987425699394e-11j),(0.015730416028744167-9.239325974940701e-12j),(-0.04392930690963215-0.021844098957417978j),(-0.04392930691170063+0.021844099038964185j)
SS-p,1e-11,35.0,17.0,0.7853981633974483,51,(-0.1829785173825829+0.005846877627533156j),(-0.18297851737322893-0.005846877603652802j),(-0.03183408527898922-2.4356623488930307e-10j),(0.01630447671066707-1.5034634722885963e-11j),(0.016304476710639566-1.202998073515007e-11j),(-0.0438273782789662-0.021565649954566835j),(-0.043827378280351194+0.021565650035957278j)
SS-p,1e-11,35.0,17.1,0.7853981633974483,51,(-0.18984927536862287+0.00590996617505039j),(-0.1898492753596181-0.0059099661514231475j),(-0.0329624116820788-2.373365818111872e-10j),(0.016867531259136228-1.4967171414152084e-11j),(0.0168675312596275-1.0140823280282604e-11j),(-0.04371974950790424-0.021291032943944j),(-0.043719749509254974+0.021291033026565057j)
SS-p,1e-11,35.0,17.2,0.7853981633974483,51,(-0.1966542104439214+0.005970591392031658j),(-0.1966542104354282-0.005970591369325474j),(-0.03406883267560254-2.3118987193399e-10j),(0.017419524476952487-1.492122928971903e-11j),(0.01741952447707058-9.18106405046521e-12j),(-0.043606701953781336-0.021020211934869002j),(-0.04360670195531646+0.021020212018476876j)
SS-p,1e-11,35.0,17.3,0.7853981633974483,51,(-0.20339360313713922+0.006028779799617114j),(-0.2033936031288931-0.006028779777382733j),(-0.03515326292794479-2.2477205340043493e-10j),(0.01796041869681658-1.490703399701711e-11j),(0.017960418696802-8.930535639040144e-12j),(-0.04348850588728361-0.020753149873296253j),(-0.04348850588882231+0.020753149956997126j)
SS-p,1e-11,35.0,17.4,0.7853981633974483,51,(-0.2100677571465489+0.006084559840004139j),(-0.21006775713870893-0.006084559818919276j),(-0.036215649996520556-2.181084800614852e-10j),(0.018490192597544693-1.491803948273315e-11j),(0.018490192597691305-9.028432344038861e-12j),(-0.04336542091051405-0.020489808739880336j),(-0.043365420912148796+0.020489808823056423j)
SS-p,1e-11,35.0,17.5,0.7853981633974483,51,(-0.21667699769441345+0.006137961708527911j),(-0.21667699768698093-0.006137961687011535j),(-0.03725597212109569-2.1227039570526074e-10j),(0.019008840074713363-1.492263327096387e-11j),(0.01900884007473709-1.0387564951904529e-11j),(-0.04323769638901348-0.020230149690647493j),(-0.04323769639035477+0.020230149773794184j)
SS-p,1e-11,35.0,17.6,0.7853981633974483,51,(-0.22322166996935472+0.006189017182887602j),(-0.22322166996215348-0.006189017162432284j),(-0.03827423607236789-2.0666285089482317e-10j),(0.019516369170236674-1.495778390795273e-11j),(0.019516369170015632-1.0337197934973088e-11j),(-0.04310557183773805-0.019974133146868585j),(-0.04310557183917606+0.019974133229699702j)
SS-p,1e-11,35.0,17.7,0.7853981633974483,51,(-0.22970213764746564+0.006237759469567304j),(-0.22970213764071942-0.006237759449603079j),(-0.03927047513460316-2.0077106817339985e-10j),(0.020012801063907612-1.5007669557111972e-11j),(0.02001280106406416-1.0851194414379838e-11j),(-0.04296927730454747-0.019721718891714878j),(-0.04296927730592779+0.019721718973839748j)
SS-p,1e-11,35.0,17.8,0.7853981633974483,51,(-0.23611878152483218+0.006284223055716673j),(-0.23611878151828816-0.006284223035682088j),(-0.04024474719982734-1.952983781638995e-10j),(0.020498169117954504-1.4983771074155978e-11j),(0.020498169117920753-9.530454324300221e-12j),(-0.0428290337386932-0.019472866162494017j),(-0.04282903374005003+0.01947286624503413j)
SS-p,1e-11,35.0,17.9,0.7853981633974483,51,(-0.242471998189711+0.006328443566054644j),(-0.2424719981834704-0.006328443546268381j),(-0.041197132953676704-1.9086011850827367e-10j),(0.020972517967357277-1.488480976546748e-11j),(0.020972517967556285-1.194531005973854e-11j),(-0.042685053343740634-0.019227533741873127j),(-0.04268505334481305+0.01922753382346294j)
SS-p,1e-11,35.0,18.0,0.7853981633974483,51,(-0.2487621987940539+0.006370457632647514j),(-0.24876219878809638-0.006370457613378004j),(-0.042127734191205364-1.8455381840809526e-10j),(0.02143590267186979-1.493190680086096e-11j),(0.021435902671697312-1.0896575911974305e-11j),(-0.04253753990426949-0.018985680023063063j),(-0.04253753990556969+0.01898568010390449j)
SS-p,1e-11,35.0,18.1,0.7853981633974483,51,(-0.254989807889362+0.006410302768484602j),(-0.25498980788372133-0.006410302749773111j),(-0.04303667216512752-1.7950521971621392e-10j),(0.021888387898727137-1.4954719220117654e-11j),(0.021888387898667695-1.103413528335645e-11j),(-0.042386689128087886-0.018747263079198023j),(-0.04238668912930887+0.01874726315934082j)
SS-p,1e-11,35.0,18.2,0.7853981633974483,51,(-0.2611552623177749+0.006448017248643224j),(-0.2611552623123158-0.006448017229884084j),(-0.0439240860801368-1.7463775738024712e-10j),(0.02233004716904922-1.5022939108636435e-11j),(0.022330047168955956-1.0598550693034376e-11j),(-0.04223268894425757-0.018512240751504552j),(-0.042232688945414036+0.018512240831250276j)
SS-p,1e-11,35.0,18.3,0.7853981633974483,51,(-0.26725901018330483+0.0064836400002432695j),(-0.2672590101781722-0.00648363998202605j),(-0.044790131654886614-1.69565961966045e-10j),(0.022760962132226212-1.5102370762524224e-11j),(0.02276096213208955-1.1595551110352556e-11j),(-0.042075719807962306-0.01828057069767441j),(-0.04207571980910589+0.018280570775912303j)
SS-p,1e-11,35.0,18.4,0.7853981633974483,51,(-0.27330150985541374+0.006517210496560316j),(-0.2733015098504301-0.006517210478086663j),(-0.04563497975314858-1.6504455788157735e-10j),(0.02318122189074074-1.5238681113059956e-11j),(0.02318122189076141-1.0497140924660341e-11j),(-0.04191595498070366-0.018052210440316838j),(-0.04191595498168866+0.018052210518479623j)
SS-p,1e-11,35.0,18.5,0.7853981633974483,51,(-0.27928322905773656+0.006548768659825302j),(-0.27928322905304914-0.0065487686417672955j),(-0.04645881510518002-1.6064412126925998e-10j),(0.023590922358312463-1.5305317377767358e-11j),(0.023590922358464134-1.1817274071316195e-11j),(-0.041753560815934-0.017827117437189566j),(-0.04175356081680181+0.01782711751378204j)
SS-p,1e-11,35.0,18.6,0.7853981633974483,51,(-0.28520464398122863+0.006578354767434555j),(-0.28520464397678325-0.006578354749474609j),(-0.04726183509997849-1.5712271761447738e-10j),(0.023990165657757252-1.535160126234538e-11j),(0.023990165657489432-1.1490418379268122e-11j),(-0.04158869701513007-0.017605249115836278j),(-0.041588697016199626+0.01760524919226315j)
SS-p,1e-11,35.0,18.7,0.7853981633974483,51,(-0.2910662384671681+0.006606009375019317j),(-0.29106623846284596-0.006606009357477585j),(-0.04804424865442103-1.5328577816775546e-10j),(0.024379059547906146-1.5417441135550012e-11j),(0.024379059547976846-1.0517169454480012e-11j),(-0.04142151690205011-0.01738656294842228j),(-0.041421516902995975+0.017386563024469365j)
SS-p,1e-11,35.0,18.8,0.7853981633974483,51,(-0.29686850322294156+0.006631773215879558j),(-0.2968685032187967-0.006631773199251206j),(-0.04880627512156687-1.4948577618800751e-10j),(0.024757716905309222-1.548318243399155e-11j),(0.02475771690523182-1.1100039467325882e-11j),(-0.04125216762772063-0.017171016438105653j),(-0.041252167628667964+0.01717101651297672j)
SS-p,1e-11,35.0,18.9,0.7853981633974483,51,(-0.3026119350916331+0.006655687150709466j),(-0.30261193508774586-0.0066556871342515755j),(-0.04954814330096032-1.4540843182309082e-10j),(0.025126255203167497-1.5636899267300575e-11j),(0.025126255203107586-1.145916206379765e-11j),(-0.041080790449447756-0.01695856721528599j),(-0.04108079045035263+0.016958567288841073j)
SS-p,1e-11,35.0,19.0,0.7853981633974483,51,(-0.30829703635661015+0.0066777920793969076j),(-0.30829703635281674-0.006677792063299201j),(-0.050270090487483-1.4184912099091118e-10j),(0.02548479605219628-1.560572529660544e-11j),(0.025484796052192504-1.1332205022990281e-11j),(-0.04090752092778968-0.016749173041713746j),(-0.04090752092862833+0.01674917311443428j)
SS-p,1e-11,35.0,19.1,0.7853981633974483,51,(-0.31392431409018173+0.006698128885448018j),(-0.3139243140866106-0.006698128869496736j),(-0.05097236157202335-1.3820034873435194e-10j),(0.025833464751361418-1.567572131574148e-11j),(0.02583346475130581-1.091538823687283e-11j),(-0.04073248916098793-0.016542791856096042j),(-0.04073248916184308+0.016542791928118736j)
SS-p,1e-11,35.0,19.2,0.7853981633974483,51,(-0.31949427953409243+0.006716738371338515j),(-0.3194942795307181-0.0067167383554812415j),(-0.051655208212346884-1.3493037243073047e-10j),(0.026172389874295442-1.5750118369695638e-11j),(0.026172389874286456-1.1691083529263544e-11j),(-0.04055581997725281-0.016339381789976324j),(-0.04055581997803035+0.01633938186061744j)
SS-p,1e-11,35.0,19.3,0.7853981633974483,51,(-0.32500744752335264+0.006733661205785793j),(-0.32500744752010485-0.0067336611903676125j),(-0.052318888045742765-1.316809699475341e-10j),(0.02650170287837831-1.5848384114769872e-11j),(0.026501702878305337-1.133668807267553e-11j),(-0.04037763315060602-0.016138901211967094j),(-0.04037763315142111+0.0161389012817902j)
SS-p,1e-11,35.0,19.4,0.7853981633974483,51,(-0.33046433593301777+0.006748937871573851j),(-0.33046433592989954-0.006748937856216108j),(-0.052963663951676225-1.2933783904989227e-10j),(0.026821537739455045-1.5881581321043322e-11j),(0.026821537739541757-1.2267038707238152e-11j),(-0.04019804358433847-0.01594130874808564j),(-0.040198043585032754+0.015941308816827992j)
SS-p,1e-11,35.0,19.5,0.7853981633974483,51,(-0.33586546516447563+0.006762608616459886j),(-0.33586546516148724-0.006762608601310963j),(-0.0535898033583382-1.2632383680766246e-10j),(0.027132030607180276-1.5968495618465994e-11j),(0.02713203060717023-1.1417650677774693e-11j),(-0.040017161504286594-0.015746563298599293j),(-0.040017161505063126+0.015746563366856904j)
SS-p,1e-11,35.0,19.6,0.7853981633974483,51,(-0.34121135766132454+0.006774713412493846j),(-0.3412113576584922-0.006774713397120685j),(-0.05419757760326195-1.23905833510074e-10j),(0.0274333194895664-1.608607459100672e-11j),(0.02743331948952829-1.1840612931803986e-11j),(-0.03983509262186178-0.015554624061503488j),(-0.039835092622569054+0.015554624128985676j)
SS-p,1e-11,35.0,19.7,0.7853981633974483,51,(-0.34650253745810794+0.0067852919120476585j),(-0.3465025374553353-0.00678529189707458j),(-0.054787261328085424-1.2170392471588798e-10j),(0.027725543948149876-1.610974912399482e-11j),(0.027725543948052996-1.1568586352744858e-11j),(-0.03965193832410651-0.01536545055924318j),(-0.03965193832488377+0.015365450626234048j)
SS-p,1e-11,35.0,19.8,0.7853981633974483,51,(-0.35173952973337924+0.0067943834167866896j),(-0.35173952973078326-0.006794383401662163j),(-0.05535913190635804-1.195564515443781e-10j),(0.02800884481806829-1.6228702383500738e-11j),(0.028008844818055337-1.2259131146473704e-11j),(-0.039467795827722744-0.015179002651309304j),(-0.03946779582838989+0.015179002717321874j)
SS-p,1e-11,35.0,19.9,0.7853981633974483,51,(-0.3569228604270847+0.006802026838598874j),(-0.3569228604245139-0.006802026824006158j),(-0.05591346892124108-1.1668130003861243e-10j),(0.028283363950264526-1.635405140623848e-11j),(0.028283363950228055-1.2209593432556204e-11j),(-0.03928275834073397-0.014995240544934665j),(-0.039282758341412795+0.014995240609631371j)
SS-p,1e-11,35.0,20.0,0.7853981633974483,51,(-0.36205305583545216+0.006808260672916816j),(-0.3620530558330086-0.006808260658351634j),(-0.056450553674861334-1.1474267369582236e-10j),(0.02854924396730786-1.646367611562132e-11j),(0.028549243967268892-1.1812727947121615e-11j),(-0.03909691520526248-0.014814124814121338j),(-0.039096915205926286+0.014814124878603464j)
SS-p,1e-11,35.0,3.7,1.0471975511965976,51,(0.17997949943665853+0.00752812390592747j),(0.17997949947616798-0.007528123900128858j),(0.040525078260004614-2.371501762327144e-10j),(-0.018727652521290914-2.239362322476428e-11j),(-0.018727652521529494-1.6978115869175903e-11j),(-0.03999846864975573-0.07455454917529208j),(-0.039998468659272174+0.07455454909657354j)
SS-p,1e-11,35.0,3.8,1.0471975511965976,51,(0.14242725464276654+0.016525287734018426j),(0.1424272545662801-0.016525287647621362j),(0.051744187223772026-2.60858924738816e-10j),(-0.023766600872551134-2.3110728771472504e-11j),(-0.023766601161754577-3.9592645378846953e-10j),(-0.0729723895742889-0.07824439988161912j),(-0.07297238950621465+0.07824439976182272j)
